Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Churripi,es ESP,GK,30-049,41.0,892,1495,59.7,30893,24345,101,103,98.1,394,399,98.7,396,986,40.2,0,0.0,0.1,0.0,0,59,3,0,1,Matches
Aitor Córdoba,es ESP,DF,29-031,40.2,1411,1706,82.7,28245,11722,457,501,91.2,764,852,89.7,172,303,56.8,0,0.3,0.8,-0.3,5,79,5,0,102,Matches
Curro,es ESP,"FW,MF",28-170,39.3,1208,1638,73.7,20378,5110,592,708,83.6,429,528,81.3,131,250,52.4,5,8.1,8.0,-3.1,71,126,37,3,161,Matches
Jose Matos,es ESP,DF,29-046,34.9,1177,1700,69.2,19737,8950,588,684,86.0,449,620,72.4,109,281,38.8,5,4.2,3.7,0.8,42,93,59,35,141,Matches
Unai Elgezabal,es ESP,"DF,MF",31-057,30.7,1226,1438,85.3,23346,8314,435,502,86.7,643,703,91.5,129,188,68.6,0,1.0,0.7,-1.0,12,83,3,1,101,Matches
Fernando Niño,es ESP,FW,23-241,29.3,409,602,67.9,5852,907,244,332,73.5,109,159,68.6,27,34,79.4,4,2.5,1.4,1.5,25,27,8,0,42,Matches
Miguel Atienza,es ESP,MF,25-025,28.3,920,1124,81.9,15434,5186,425,496,85.7,403,461,87.4,69,105,65.7,0,0.4,0.5,-0.4,11,111,0,0,107,Matches
Dani Ojeda,es ESP,"MF,FW",29-201,23.0,650,829,78.4,9791,2392,369,424,87.0,200,249,80.3,48,79,60.8,2,3.5,4.1,-1.5,34,36,37,13,85,Matches
Alejandro Sancris,es ESP,"MF,FW",27-155,23.8,465,767,60.6,8440,2841,196,262,74.8,194,280,69.3,56,149,37.6,5,5.6,5.0,-0.6,49,29,36,21,58,Matches
Mumo,es ESP,MF,29-069,18.7,873,1071,81.5,17022,5082,359,391,91.8,362,405,89.4,132,228,57.9,0,1.5,1.6,-1.5,29,109,11,7,113,Matches
Grego Sierra,es ESP,DF,31-108,21.9,814,992,82.1,16599,6221,247,277,89.2,444,492,90.2,112,191,58.6,0,0.1,0.6,-0.1,2,63,1,1,59,Matches
Borja González,es ESP,DF,28-217,18.7,632,906,69.8,11599,5199,270,305,88.5,275,371,74.1,73,188,38.8,2,2.2,1.9,-0.2,15,75,20,12,81,Matches
Kévin Appin,mq MTQ,"MF,FW",26-153,16.1,442,580,76.2,7114,1970,240,276,87.0,152,187,81.3,35,63,55.6,1,0.5,1.0,0.5,8,52,7,1,82,Matches
Anderson Arroyo,co COL,DF,24-268,14.9,652,774,84.2,11377,3801,309,330,93.6,272,317,85.8,59,96,61.5,0,0.3,0.5,-0.3,7,49,8,2,71,Matches
Eduardo Espiau,es ESP,FW,29-185,16.8,219,352,62.2,2634,562,153,208,73.6,44,80,55.0,5,13,38.5,1,1.3,0.6,-0.3,14,21,3,0,22,Matches
Ander Martin,es ESP,"MF,DF",23-218,15.7,506,641,78.9,8048,2493,263,283,92.9,189,237,79.7,39,75,52.0,3,2.0,2.0,1.0,18,40,21,6,75,Matches
Raúl Navarro,es ESP,DF,30-135,12.3,336,468,71.8,6016,2931,135,158,85.4,163,215,75.8,31,72,43.1,0,0.2,0.4,-0.2,5,37,8,2,36,Matches
Joni Montiel,es ESP,MF,25-292,10.6,349,465,75.1,6583,2119,154,177,87.0,141,168,83.9,50,101,49.5,1,2.0,1.8,-1.0,17,34,6,1,54,Matches
Álex Bermejo,es ESP,"MF,FW",25-193,14.0,280,397,70.5,4263,992,155,187,82.9,85,113,75.2,23,48,47.9,2,2.0,1.6,0.0,15,23,10,1,39,Matches
Esteban Saveljich,me MNE,DF,33-032,6.3,183,203,90.1,3657,1402,63,66,95.5,90,100,90.0,28,33,84.8,1,0.1,0.0,0.9,2,4,0,0,9,Matches
