Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Gabriel,br BRA,GK,31-267,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Barbosa,br BRA,"FW,MF",23-119,9,9,695.0,7.7,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,2.4,2.4,0.9,3.3,18.0,31.0,42.0,0.39,0.13,0.52,0.39,0.52,0.32,0.11,0.43,0.32,0.43,Matches
Danilo Boza,br BRA,DF,26-045,8,8,720.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.5,7.0,27.0,2.0,0.12,0.0,0.12,0.12,0.12,0.04,0.02,0.06,0.04,0.06,Matches
João Lucas,br BRA,DF,26-103,8,8,719.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3,0.3,0.6,0.9,26.0,34.0,42.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.11,0.04,0.11,Matches
Caíque de Jesus Gonçalves,br BRA,MF,28-254,8,8,682.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.2,0.2,8.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
Nenê,br BRA,MF,42-337,8,8,573.0,6.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,10.0,34.0,36.0,0.0,0.16,0.16,0.0,0.16,0.04,0.11,0.15,0.04,0.15,Matches
Jadson,br BRA,MF,30-295,7,7,625.0,6.9,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,0.8,0.8,1.0,1.8,3.0,40.0,24.0,0.14,0.29,0.43,0.14,0.43,0.12,0.14,0.26,0.12,0.26,Matches
Erick,br BRA,FW,27-169,9,6,524.0,5.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,1.1,1.9,3.0,9.0,37.0,0.17,0.17,0.34,0.17,0.34,0.14,0.19,0.33,0.14,0.33,Matches
Zé Marcos,br BRA,DF,26-140,6,6,483.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Marcelinho,br BRA,"FW,MF",21-192,9,6,481.0,5.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.1,0.9,6.0,13.0,34.0,0.0,0.19,0.19,0.0,0.19,0.15,0.02,0.16,0.15,0.16,Matches
