Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Gabriel,br BRA,GK,31-267,9,9,810,9.0,11,1.22,34,23,73.5,3,4,2,3,33.3,2,2,0,0,0.0,Matches
Squad Total,0,0,28.8,9,9,810,9.0,11,1.22,34,23,73.5,3,4,2,3,33.3,2,2,0,0,0.0,0
Opponent Total,0,0,28.2,9,9,810,9.0,11,1.22,36,26,69.4,2,4,3,0,0.0,0,0,0,0,0.0,0
