Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Gabriel,br BRA,GK,31-267,9.0,334,306,334,0,0,0,334,1,1,100.0,0,0.0,186,763,381,0,0,0,1,0,153,0,Matches
Lucas Barbosa,br BRA,"FW,MF",23-119,7.7,373,9,55,182,140,23,373,14,5,35.7,8,57.1,205,1244,495,18,12,5,17,5,246,42,Matches
Danilo Boza,br BRA,DF,26-045,8.0,640,104,364,244,36,15,640,4,1,25.0,2,50.0,439,2288,1348,7,5,0,3,0,480,2,Matches
João Lucas,br BRA,DF,26-103,8.0,490,18,159,212,126,9,490,19,12,63.2,3,15.8,264,1572,926,26,15,4,6,6,282,42,Matches
Caíque de Jesus Gonçalves,br BRA,MF,28-254,7.6,502,28,183,290,31,1,502,7,4,57.1,3,42.9,272,1534,623,8,9,0,3,5,317,5,Matches
Nenê,br BRA,MF,42-337,6.4,296,1,27,139,136,17,296,11,4,36.4,5,45.5,150,775,383,10,9,3,15,5,191,36,Matches
Jadson,br BRA,MF,30-295,6.9,376,11,104,196,83,10,376,7,5,71.4,2,28.6,210,757,375,3,4,3,10,9,260,24,Matches
Erick,br BRA,FW,27-169,5.8,142,3,6,66,71,13,142,8,4,50.0,3,37.5,69,331,89,3,0,0,3,2,94,37,Matches
Zé Marcos,br BRA,DF,26-140,5.4,340,51,208,128,7,4,340,1,1,100.0,0,0.0,212,1069,562,2,1,0,2,1,229,0,Matches
Marcelinho,br BRA,"FW,MF",21-192,5.3,188,1,32,69,89,12,188,13,6,46.2,6,46.2,115,901,321,6,7,1,9,7,124,34,Matches
Alan Ruschel,br BRA,DF,34-302,5.0,324,8,102,156,70,4,324,6,3,50.0,3,50.0,153,741,379,9,5,1,6,4,182,20,Matches
Gabriel Inocêncio,br BRA,DF,29-305,4.1,278,13,98,130,53,1,278,19,11,57.9,6,31.6,129,847,450,12,5,0,10,2,162,16,Matches
Rodrigo Sam,br BRA,DF,28-332,4.2,301,47,183,109,9,5,301,2,2,100.0,0,0.0,165,878,514,1,1,0,4,2,204,0,Matches
Gilberto,br BRA,FW,35-015,2.6,68,0,4,40,26,9,68,4,3,75.0,1,25.0,27,171,103,4,2,0,7,2,40,9,Matches
Jean Carlos Vicente,br BRA,"FW,MF",32-126,2.5,123,0,11,67,46,4,123,1,1,100.0,0,0.0,66,424,168,8,3,1,6,1,80,9,Matches
Luis Mandaca,br BRA,"MF,FW",22-262,2.2,118,5,21,61,36,9,118,7,2,28.6,4,57.1,56,245,116,3,2,1,5,4,81,9,Matches
Thiaguinho,br BRA,MF,27-070,1.6,78,6,21,50,7,0,78,4,2,50.0,2,50.0,43,174,47,1,0,0,0,1,50,1,Matches
Luis Oyama,br BRA,MF,27-142,1.1,63,0,12,35,16,0,63,1,0,0.0,1,100.0,44,151,77,0,1,0,2,0,49,3,Matches
Ewerton,br BRA,"DF,FW",23-223,1.0,71,6,31,30,10,2,71,0,0,0.0,0,0.0,27,181,94,3,1,0,0,1,47,8,Matches
Lucas Freitas,br BRA,DF,23-152,0.4,19,5,15,4,0,0,19,0,0,0.0,0,0.0,8,70,15,0,0,0,1,0,12,0,Matches
Rildo,br BRA,"FW,MF",24-151,1.3,52,0,7,21,24,5,52,8,3,37.5,5,62.5,28,228,122,5,2,1,5,5,38,10,Matches
Ruan,br BRA,"FW,MF",19-048,0.8,31,1,4,12,15,2,31,7,2,28.6,4,57.1,16,108,10,0,1,1,5,1,22,6,Matches
Gabriel Taliari,br BRA,"MF,FW",27-068,0.5,14,0,1,8,5,1,14,2,0,0.0,2,100.0,13,45,4,0,0,0,0,0,12,2,Matches
Werik Popó,br BRA,FW,22-247,0.4,21,1,2,9,10,3,21,2,0,0.0,2,100.0,12,134,72,2,1,0,2,1,15,6,Matches
Kleiton,br BRA,FW,25-058,0.3,12,0,1,6,5,4,12,2,2,100.0,0,0.0,8,77,26,2,0,1,0,2,12,0,Matches
Abner,br BRA,MF,20-062,0.1,8,0,1,7,0,0,8,0,0,0.0,0,0.0,6,22,7,0,0,0,0,0,7,0,Matches
Peixoto,br BRA,MF,26-356,0.1,10,0,2,4,4,2,10,0,0,0.0,0,0.0,9,41,16,1,0,1,0,1,10,0,Matches
Squad Total,0,0,28.8,9.0,5272,624,1988,2275,1055,155,5272,150,74,49.3,62,41.3,2932,15771,7723,134,86,23,122,67,3399,321,0
Opponent Total,0,0,28.2,9.0,5178,512,1671,2370,1172,181,5176,155,80,51.6,66,42.6,2774,12995,5972,107,93,24,128,108,3372,311,0
