Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Gustavo Hamer,nl NED,MF,26.0,32.3,116,3.59,73,22,10,7,4,0,12,0.37,9,1,2,0,0,0,Matches
Jayden Bogle,eng ENG,DF,23.0,31.0,33,1.07,26,1,3,1,2,0,1,0.03,0,0,0,1,0,0,Matches
Jack Robinson,eng ENG,DF,29.0,32.1,23,0.72,12,7,0,3,0,1,1,0.03,0,1,0,0,0,0,Matches
Vinicius Souza,br BRA,MF,24.0,29.6,26,0.88,22,1,0,1,0,2,3,0.1,2,0,0,1,0,0,Matches
Anel Ahmedhodžić,ba BIH,DF,24.0,29.4,26,0.88,23,0,0,3,0,0,1,0.03,0,0,0,1,0,0,Matches
Wes Foderingham,eng ENG,GK,32.0,29.4,4,0.14,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Auston Trusty,us USA,DF,24.0,28.6,16,0.56,11,2,1,0,0,2,0,0.0,0,0,0,0,0,0,Matches
Cameron Archer,eng ENG,"FW,MF",22.0,20.4,49,2.41,32,0,9,5,1,2,4,0.2,2,0,1,1,0,0,Matches
James Mcatee,eng ENG,"MF,FW",20.0,20.2,60,2.97,45,4,5,4,2,0,3,0.15,3,0,0,0,0,0,Matches
Oliver Norwood,nir NIR,MF,32.0,16.0,32,2.0,19,12,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches
Oliver McBurnie,sct SCO,FW,27.0,14.2,29,2.04,24,0,0,2,3,0,7,0.49,6,0,0,0,1,0,Matches
Ben Osborn,eng ENG,"DF,MF",28.0,15.2,24,1.58,22,1,0,0,1,0,3,0.2,3,0,0,0,0,0,Matches
Ben Brereton,cl CHI,"FW,MF",24.0,12.3,31,2.52,21,0,4,2,3,1,4,0.33,2,0,1,0,1,0,Matches
Andre Brooks,eng ENG,"MF,DF",19.0,10.4,9,0.86,6,0,2,1,0,0,0,0.0,0,0,0,0,0,0,Matches
George Baldock,gr GRE,DF,30.0,10.8,16,1.49,10,3,2,0,1,0,2,0.19,1,0,0,0,1,0,Matches
Oliver Arblaster,eng ENG,MF,19.0,10.5,23,2.2,19,2,0,1,0,1,2,0.19,1,0,0,1,0,0,Matches
Luke Thomas,eng ENG,DF,22.0,10.2,10,0.98,8,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
William Osula,dk DEN,FW,19.0,8.7,12,1.37,3,0,1,5,3,0,1,0.11,0,0,0,1,0,0,Matches
Ivo Grbić,hr CRO,GK,27.0,8.6,2,0.23,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mason Holgate,eng ENG,DF,26.0,7.9,4,0.51,2,1,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Yasser Larouci,dz ALG,DF,22.0,5.9,8,1.36,5,1,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
John Egan,ie IRL,DF,30.0,5.4,1,0.19,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Max Lowe,eng ENG,"DF,MF",26.0,5.6,8,1.43,7,0,0,1,0,0,1,0.18,1,0,0,0,0,0,Matches
Anis Ben Slimane,tn TUN,MF,22.0,4.7,12,2.58,8,1,1,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Bénie Adama Traore,ci CIV,"FW,MF",20.0,4.3,6,1.4,6,0,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches
Rhian Brewster,eng ENG,"FW,MF",23.0,3.8,7,1.82,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Chris Basham,eng ENG,"DF,MF",35.0,3.6,3,0.84,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Tom Davies,eng ENG,MF,25.0,2.5,6,2.44,4,0,0,1,0,1,1,0.41,0,0,0,0,0,1,Matches
Rhys Norrington-Davies,wls WAL,DF,24.0,1.2,1,0.82,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
John Fleck,sct SCO,"MF,DF",31.0,1.0,4,3.91,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sam Curtis,ie IRL,DF,17.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Daniel Jebbison,eng ENG,FW,19.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Antwoine Hackford,eng ENG,FW,19.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sydie Peck,eng ENG,MF,18.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ryan One,sct SCO,FW,17.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,25.7,38.0,601,15.82,425,59,39,45,22,11,48,1.26,32,2,4,6,3,1,0
Opponent Total,0,0,26.4,38.0,1210,31.84,890,113,82,69,44,12,175,4.61,130,12,11,13,8,1,0
