Player,Nation,Pos,Age,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Ivo Grbić,hr CRO,GK,27.0,9,771.0,86.0,22.5,8.6,9,86.0,8,0,0.0,5,0.33,11.0,25.0,-14.0,-1.63,0.23,9.3,14.5,-5.2,-0.6,0.53,Matches
Mason Holgate,eng ENG,DF,26.0,10,710.0,71.0,20.8,7.9,9,76.0,4,1,22.0,2,0.5,11.0,22.0,-11.0,-1.39,0.53,9.4,14.2,-4.8,-0.61,0.51,Matches
Yasser Larouci,dz ALG,DF,22.0,11,531.0,48.0,15.5,5.9,6,61.0,0,5,33.0,23,0.18,5.0,11.0,-6.0,-1.02,0.95,3.8,13.6,-9.9,-1.67,-0.78,Matches
John Egan,ie IRL,DF,30.0,6,482.0,80.0,14.1,5.4,6,80.0,4,0,0.0,0,0.17,4.0,17.0,-13.0,-2.43,-0.71,3.5,14.6,-11.1,-2.06,-1.23,Matches
Max Lowe,eng ENG,"DF,MF",26.0,10,503.0,50.0,14.7,5.6,4,71.0,1,6,37.0,3,0.7,6.0,12.0,-6.0,-1.07,0.87,7.0,11.0,-4.0,-0.71,0.35,Matches
Anis Ben Slimane,tn TUN,MF,22.0,15,419.0,28.0,12.3,4.7,4,61.0,0,11,16.0,13,0.33,2.0,14.0,-12.0,-2.58,-0.87,2.4,9.8,-7.4,-1.59,-0.66,Matches
Bénie Adama Traore,ci CIV,"FW,MF",20.0,8,387.0,48.0,11.3,4.3,3,86.0,1,5,26.0,11,0.13,2.0,13.0,-11.0,-2.56,-0.84,3.1,11.5,-8.4,-1.96,-1.08,Matches
Rhian Brewster,eng ENG,"FW,MF",23.0,13,346.0,27.0,10.1,3.8,3,61.0,0,10,16.0,1,0.54,0.0,8.0,-8.0,-2.08,-0.29,1.7,7.2,-5.4,-1.42,-0.45,Matches
Chris Basham,eng ENG,"DF,MF",35.0,8,321.0,40.0,9.4,3.6,3,68.0,1,5,24.0,0,0.13,2.0,6.0,-4.0,-1.12,0.77,3.4,7.3,-4.0,-1.11,-0.11,Matches
Tom Davies,eng ENG,MF,25.0,9,221.0,25.0,6.5,2.5,2,45.0,0,7,19.0,1,0.44,2.0,11.0,-9.0,-3.67,-1.98,3.0,7.1,-4.1,-1.67,-0.7,Matches
Rhys Norrington-Davies,wls WAL,DF,24.0,5,110.0,22.0,3.2,1.2,2,27.0,0,3,19.0,1,0.8,1.0,6.0,-5.0,-4.09,-2.35,1.7,2.5,-0.7,-0.6,0.42,Matches
John Fleck,sct SCO,"MF,DF",31.0,4,92.0,23.0,2.7,1.0,1,45.0,0,3,16.0,5,0.0,1.0,5.0,-4.0,-3.91,-2.16,1.0,3.0,-2.0,-1.92,-0.94,Matches
Sam Curtis,ie IRL,DF,17.0,1,28.0,28.0,0.8,0.3,0,0.0,0,1,28.0,8,0.0,0.0,0.0,0.0,0.0,1.83,0.4,0.4,0.0,-0.03,0.99,Matches
Daniel Jebbison,eng ENG,FW,19.0,1,21.0,21.0,0.6,0.2,0,0.0,0,1,21.0,0,0.0,0.0,0.0,0.0,0.0,1.83,0.1,1.0,-0.9,-3.85,-2.85,Matches
Antwoine Hackford,eng ENG,FW,19.0,2,13.0,7.0,0.4,0.1,0,0.0,0,2,7.0,0,0.0,0.0,1.0,-1.0,-6.92,-5.13,0.0,0.1,-0.1,-0.65,0.36,Matches
Sydie Peck,eng ENG,MF,18.0,1,10.0,10.0,0.3,0.1,0,0.0,0,1,10.0,1,3.0,0.0,0.0,0.0,0.0,1.82,0.2,0.1,0.1,1.06,2.08,Matches
Ryan One,sct SCO,FW,17.0,1,8.0,8.0,0.2,0.1,0,0.0,0,1,8.0,3,0.0,0.0,2.0,-2.0,-22.5,-20.73,0.0,1.2,-1.2,-13.13,-12.14,Matches
Jordan Amissah,gh GHA,GK,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Billy Blacker,eng ENG,FW,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jili Buyabu,eng ENG,MF,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ismaila Cheick Coulibaly,ml MLI,MF,22.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Adam Davies,wls WAL,GK,31.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Owen Hampson,eng ENG,MF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Louie Marsh,eng ENG,FW,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dovydas Sasnauskas,0,DF,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Femi Seriki,eng ENG,DF,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,25.7,38,3420.0,90.0,100.0,38.0,418,81.0,263,152,23.0,188,0.42,35.0,104.0,-69.0,-1.82,0.0,38.3,76.7,-38.4,-1.01,0.0,0
Opponent Total,0,0,26.4,38,3420.0,90.0,100.0,38.0,418,81.0,265,152,17.0,188,2.39,104.0,35.0,69.0,1.82,0.0,76.7,38.3,38.4,1.01,0.0,0
