Player,Nation,Pos,Age,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Gustavo Hamer,nl NED,MF,26.0,36,2910.0,81.0,85.1,32.3,34,83.0,18,2,39.0,0,0.44,31.0,83.0,-52.0,-1.61,1.39,34.0,62.5,-28.6,-0.88,0.84,Matches
Jayden Bogle,eng ENG,DF,23.0,34,2788.0,82.0,81.5,31.0,32,84.0,23,2,43.0,1,0.44,29.0,79.0,-50.0,-1.61,1.09,32.4,58.3,-25.9,-0.84,0.94,Matches
Jack Robinson,eng ENG,DF,29.0,34,2885.0,85.0,84.4,32.1,31,89.0,27,3,40.0,0,0.47,30.0,83.0,-53.0,-1.65,1.04,30.9,62.5,-31.6,-0.99,0.15,Matches
Vinicius Souza,br BRA,MF,24.0,36,2668.0,74.0,78.0,29.6,29,84.0,20,7,32.0,2,0.44,27.0,80.0,-53.0,-1.79,0.13,27.9,60.6,-32.7,-1.1,-0.42,Matches
Anel Ahmedhodžić,ba BIH,DF,24.0,31,2649.0,85.0,77.5,29.4,29,89.0,27,2,34.0,0,0.35,28.0,89.0,-61.0,-2.07,-1.14,31.9,61.5,-29.6,-1.01,0.01,Matches
Wes Foderingham,eng ENG,GK,32.0,30,2649.0,88.0,77.5,29.4,29,90.0,29,1,39.0,8,0.43,24.0,79.0,-55.0,-1.87,-0.23,29.0,62.2,-33.2,-1.13,-0.53,Matches
Auston Trusty,us USA,DF,24.0,32,2572.0,80.0,75.2,28.6,28,89.0,24,4,21.0,6,0.38,22.0,81.0,-59.0,-2.06,-1.0,27.3,53.9,-26.7,-0.93,0.31,Matches
Cameron Archer,eng ENG,"FW,MF",22.0,29,1832.0,63.0,53.6,20.4,21,80.0,9,8,19.0,0,0.48,22.0,50.0,-28.0,-1.38,0.95,23.6,41.6,-18.0,-0.88,0.28,Matches
James Mcatee,eng ENG,"MF,FW",20.0,30,1822.0,61.0,53.3,20.2,20,78.0,7,10,25.0,2,0.5,19.0,65.0,-46.0,-2.27,-0.98,21.8,39.9,-18.0,-0.89,0.25,Matches
Oliver Norwood,nir NIR,MF,32.0,27,1440.0,53.0,42.1,16.0,16,82.0,12,11,11.0,9,0.44,12.0,47.0,-35.0,-2.19,-0.64,12.2,35.8,-23.6,-1.47,-0.8,Matches
Oliver McBurnie,sct SCO,FW,27.0,21,1280.0,61.0,37.4,14.2,15,75.0,6,6,25.0,3,0.29,20.0,40.0,-20.0,-1.41,0.65,18.2,25.8,-7.6,-0.53,0.76,Matches
Ben Osborn,eng ENG,"DF,MF",28.0,24,1367.0,57.0,40.0,15.2,14,77.0,10,10,28.0,5,0.42,19.0,40.0,-21.0,-1.38,0.72,18.2,28.4,-10.2,-0.67,0.57,Matches
Ben Brereton,cl CHI,"FW,MF",24.0,14,1105.0,79.0,32.3,12.3,14,79.0,8,0,0.0,1,0.29,16.0,37.0,-21.0,-1.71,0.16,16.3,23.7,-7.3,-0.6,0.61,Matches
Andre Brooks,eng ENG,"MF,DF",19.0,20,938.0,47.0,27.4,10.4,12,62.0,0,8,24.0,11,0.25,5.0,29.0,-24.0,-2.3,-0.67,9.4,19.2,-9.8,-0.94,0.09,Matches
George Baldock,gr GRE,DF,30.0,13,969.0,75.0,28.3,10.8,11,82.0,9,2,33.0,1,0.54,11.0,21.0,-10.0,-0.93,1.24,9.3,21.8,-12.5,-1.16,-0.21,Matches
Oliver Arblaster,eng ENG,MF,19.0,12,943.0,79.0,27.6,10.5,11,83.0,7,1,27.0,2,0.25,13.0,28.0,-15.0,-1.43,0.53,14.0,20.3,-6.3,-0.6,0.56,Matches
Luke Thomas,eng ENG,DF,22.0,12,917.0,76.0,26.8,10.2,11,81.0,7,1,23.0,4,0.42,5.0,29.0,-24.0,-2.36,-0.74,7.9,21.8,-13.9,-1.36,-0.48,Matches
William Osula,dk DEN,FW,19.0,21,786.0,37.0,23.0,8.7,9,60.0,1,12,20.0,9,0.29,4.0,23.0,-19.0,-2.18,-0.47,5.1,20.3,-15.2,-1.74,-0.95,Matches
