Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Wes Foderingham,eng ENG,GK,32.0,30,29,2649,29.4,79,2.68,204,130,63.7,3,4,22,1,3.4,6,5,0,1,0.0,Matches
Ivo Grbić,hr CRO,GK,27.0,9,9,771,8.6,25,2.92,59,36,57.6,0,3,6,0,0.0,1,0,0,1,0.0,Matches
Squad Total,0,0,25.7,38,38,3420,38.0,104,2.74,263,166,62.4,3,7,28,1,2.6,7,5,0,2,0.0,0
Opponent Total,0,0,26.4,38,38,3420,38.0,35,0.92,122,91,75.4,28,7,3,15,39.5,5,5,0,0,0.0,0
