Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Andries Noppert,nl NED,GK,29.0,22,22,1980,22.0,43,1.95,104,62,61.5,6,4,12,4,18.2,3,3,0,0,0.0,Matches
Mickey van der Hart,nl NED,GK,29.0,12,12,1080,12.0,27,2.25,60,34,56.7,4,3,5,3,25.0,1,1,0,0,0.0,Matches
Squad Total,0,0,25.4,34,34,3060,34.0,70,2.06,164,96,59.8,10,7,17,7,20.6,4,4,0,0,0.0,0
Opponent Total,0,0,25.2,34,34,3060,34.0,53,1.56,161,108,71.4,17,7,10,8,23.5,8,7,1,0,12.5,0
