Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Mats Köhlert,de GER,DF,25.0,32.9,111.0,3.38,85.0,20.0,1.0,2.0,1.0,2.0,7.0,0.21,6.0,1.0,0.0,0.0,0.0,0.0,Matches
Simon Olsson,se SWE,"MF,FW",25.0,30.3,71.0,2.34,58.0,0.0,4.0,6.0,2.0,1.0,9.0,0.3,6.0,0.0,2.0,1.0,0.0,0.0,Matches
Sven van Beek,nl NED,DF,29.0,29.1,30.0,1.03,28.0,1.0,0.0,1.0,0.0,0.0,3.0,0.1,2.0,1.0,0.0,0.0,0.0,0.0,Matches
Thom Haye,id IDN,MF,28.0,29.0,130.0,4.48,85.0,40.0,1.0,4.0,0.0,0.0,10.0,0.34,7.0,2.0,1.0,0.0,0.0,0.0,Matches
Osame Sahraoui,no NOR,FW,22.0,27.4,121.0,4.41,74.0,1.0,19.0,13.0,14.0,0.0,15.0,0.55,9.0,0.0,0.0,3.0,3.0,0.0,Matches
Paweł Bochniewicz,pl POL,DF,27.0,25.7,36.0,1.4,31.0,0.0,0.0,5.0,0.0,0.0,5.0,0.19,5.0,0.0,0.0,0.0,0.0,0.0,Matches
Pelle van Amersfoort,nl NED,FW,27.0,23.7,46.0,1.94,35.0,0.0,3.0,5.0,1.0,2.0,5.0,0.21,3.0,0.0,1.0,1.0,0.0,0.0,Matches
Luuk Brouwers,nl NED,MF,25.0,22.5,61.0,2.71,51.0,0.0,3.0,3.0,2.0,2.0,4.0,0.18,2.0,0.0,0.0,1.0,1.0,0.0,Matches
Oliver Braude,no NOR,DF,19.0,23.5,39.0,1.66,30.0,4.0,1.0,1.0,2.0,1.0,5.0,0.21,4.0,0.0,0.0,1.0,0.0,0.0,Matches
Andries Noppert,nl NED,GK,29.0,22.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ché Nunnely,nl NED,FW,24.0,19.0,44.0,2.31,33.0,0.0,5.0,4.0,1.0,1.0,5.0,0.26,5.0,0.0,0.0,0.0,0.0,0.0,Matches
Patrik Wålemark,se SWE,FW,21.0,13.8,39.0,2.84,18.0,0.0,8.0,5.0,6.0,2.0,5.0,0.36,1.0,0.0,1.0,1.0,1.0,1.0,Matches
Syb Van Ottele,nl NED,"DF,MF",21.0,15.9,31.0,1.95,26.0,0.0,0.0,4.0,1.0,0.0,3.0,0.19,2.0,0.0,0.0,1.0,0.0,0.0,Matches
Anas Tahiri,be BEL,MF,28.0,12.9,45.0,3.49,43.0,1.0,1.0,0.0,0.0,0.0,4.0,0.31,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Mickey van der Hart,nl NED,GK,29.0,12.0,3.0,0.25,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.08,0.0,1.0,0.0,0.0,0.0,0.0,Matches
Hussein Ali,iq IRQ,"DF,FW",21.0,7.8,11.0,1.41,9.0,0.0,0.0,1.0,1.0,0.0,1.0,0.13,0.0,0.0,0.0,0.0,1.0,0.0,Matches
Ion Nicolaescu,md MDA,FW,24.0,7.8,8.0,1.02,4.0,0.0,2.0,1.0,1.0,0.0,1.0,0.13,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Denzel Hall,nl NED,DF,22.0,4.6,3.0,0.66,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Espen van Ee,nl NED,"MF,FW",20.0,4.6,10.0,2.18,5.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Charlie Webster,eng ENG,"MF,FW",19.0,2.6,9.0,3.43,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.38,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Loizos Loizou,cy CYP,"FW,MF",20.0,1.5,1.0,0.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Daniel Karlsbakk,no NOR,"FW,MF",20.0,3.3,5.0,1.53,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Melle Witteveen,nl NED,FW,20.0,0.8,3.0,3.75,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.25,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Djenahro Nunumete,nl NED,DF,21.0,0.6,1.0,1.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nathan Tjoe-A-On,id IDN,"FW,DF",21.0,0.2,1.0,4.29,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.29,0.0,0.0,0.0,0.0,1.0,0.0,Matches
Amir Ismaïl,nl NED,FW,18.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,25.4,34.0,863.0,25.38,639.0,70.0,49.0,58.0,35.0,12.0,86.0,2.53,58.0,5.0,6.0,9.0,7.0,1.0,0
Opponent Total,0,0,25.2,34.0,789.0,23.21,586.0,67.0,50.0,51.0,28.0,7.0,115.0,3.38,85.0,3.0,9.0,12.0,3.0,3.0,0
