Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Mats Köhlert,de GER,DF,25.0,32.9,1429.0,1829.0,78.1,22696.0,6971.0,736.0,816.0,90.2,558.0,688.0,81.1,97.0,238.0,40.8,2,5.4,4.6,-3.4,61.0,75.0,41.0,18.0,127.0,Matches
Simon Olsson,se SWE,"MF,FW",25.0,30.3,967.0,1184.0,81.7,14740.0,4633.0,533.0,592.0,90.0,319.0,378.0,84.4,67.0,108.0,62.0,3,3.0,3.3,0.0,33.0,81.0,31.0,1.0,125.0,Matches
Sven van Beek,nl NED,DF,29.0,29.1,1608.0,1867.0,86.1,30537.0,12301.0,586.0,631.0,92.9,832.0,916.0,90.8,169.0,279.0,60.6,1,0.8,0.7,0.2,7.0,99.0,5.0,2.0,122.0,Matches
Thom Haye,id IDN,MF,28.0,29.0,1592.0,1977.0,80.5,33000.0,11132.0,570.0,645.0,88.4,722.0,815.0,88.6,277.0,435.0,63.7,4,3.2,4.8,0.8,62.0,219.0,32.0,2.0,241.0,Matches
Osame Sahraoui,no NOR,FW,22.0,27.4,779.0,1003.0,77.7,10543.0,2672.0,472.0,543.0,86.9,239.0,312.0,76.6,24.0,50.0,48.0,4,4.0,7.0,0.0,46.0,52.0,52.0,7.0,108.0,Matches
Paweł Bochniewicz,pl POL,DF,27.0,25.7,1336.0,1573.0,84.9,25247.0,9915.0,530.0,574.0,92.3,627.0,704.0,89.1,160.0,254.0,63.0,1,0.4,0.8,0.6,9.0,121.0,12.0,0.0,122.0,Matches
Pelle van Amersfoort,nl NED,FW,27.0,23.7,258.0,441.0,58.5,3719.0,833.0,143.0,216.0,66.2,90.0,147.0,61.2,11.0,17.0,64.7,1,1.8,1.8,-0.8,18.0,32.0,4.0,0.0,37.0,Matches
Luuk Brouwers,nl NED,MF,25.0,22.5,644.0,773.0,83.3,9934.0,2164.0,307.0,354.0,86.7,246.0,279.0,88.2,46.0,58.0,79.3,1,4.1,3.0,-3.1,35.0,50.0,16.0,1.0,79.0,Matches
Oliver Braude,no NOR,DF,19.0,23.5,891.0,1139.0,78.2,15783.0,4339.0,408.0,455.0,89.7,385.0,462.0,83.3,85.0,162.0,52.5,2,0.8,1.2,1.2,15.0,61.0,21.0,8.0,78.0,Matches
Andries Noppert,nl NED,GK,29.0,22.0,523.0,713.0,73.4,14636.0,10970.0,104.0,106.0,98.1,253.0,259.0,97.7,163.0,342.0,47.7,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,Matches
Ché Nunnely,nl NED,FW,24.0,19.0,299.0,411.0,72.7,4074.0,734.0,192.0,220.0,87.3,83.0,123.0,67.5,9.0,19.0,47.4,2,1.9,1.4,0.1,18.0,16.0,16.0,8.0,27.0,Matches
Patrik Wålemark,se SWE,FW,21.0,13.8,152.0,273.0,55.7,2438.0,638.0,79.0,106.0,74.5,59.0,101.0,58.4,10.0,32.0,31.3,2,1.5,1.5,0.5,13.0,8.0,11.0,4.0,24.0,Matches
Syb Van Ottele,nl NED,"DF,MF",21.0,15.9,839.0,1023.0,82.0,18092.0,7017.0,237.0,265.0,89.4,451.0,499.0,90.4,145.0,239.0,60.7,1,0.7,1.2,0.3,11.0,80.0,10.0,1.0,72.0,Matches
Anas Tahiri,be BEL,MF,28.0,12.9,721.0,810.0,89.0,11550.0,2602.0,359.0,383.0,93.7,290.0,319.0,90.9,50.0,70.0,71.4,2,1.1,1.2,0.9,19.0,72.0,15.0,1.0,86.0,Matches
Mickey van der Hart,nl NED,GK,29.0,12.0,297.0,427.0,69.6,8659.0,6571.0,49.0,49.0,100.0,140.0,141.0,99.3,105.0,231.0,45.5,0,0.1,0.1,-0.1,2.0,7.0,1.0,0.0,0.0,Matches
Hussein Ali,iq IRQ,"DF,FW",21.0,7.8,196.0,261.0,75.1,3376.0,814.0,96.0,107.0,89.7,78.0,103.0,75.7,19.0,37.0,51.4,0,0.7,0.6,-0.7,5.0,8.0,4.0,2.0,16.0,Matches
Ion Nicolaescu,md MDA,FW,24.0,7.8,79.0,111.0,71.2,1140.0,99.0,42.0,50.0,84.0,29.0,39.0,74.4,3.0,4.0,75.0,0,0.1,0.2,-0.1,2.0,3.0,2.0,0.0,8.0,Matches
Denzel Hall,nl NED,DF,22.0,4.6,182.0,219.0,83.1,3063.0,885.0,88.0,96.0,91.7,75.0,89.0,84.3,16.0,27.0,59.3,0,0.2,0.2,-0.2,2.0,13.0,1.0,1.0,15.0,Matches
Espen van Ee,nl NED,"MF,FW",20.0,4.6,156.0,184.0,84.8,2245.0,402.0,87.0,100.0,87.0,57.0,63.0,90.5,6.0,7.0,85.7,0,0.3,0.2,-0.3,4.0,9.0,1.0,1.0,13.0,Matches
Charlie Webster,eng ENG,"MF,FW",19.0,2.6,108.0,135.0,80.0,1762.0,342.0,57.0,59.0,96.6,39.0,49.0,79.6,9.0,18.0,50.0,0,0.2,0.2,-0.2,2.0,5.0,2.0,1.0,10.0,Matches
Loizos Loizou,cy CYP,"FW,MF",20.0,1.5,25.0,39.0,64.1,307.0,72.0,17.0,24.0,70.8,7.0,12.0,58.3,0.0,1.0,0.0,0,0.1,0.0,-0.1,1.0,2.0,1.0,0.0,4.0,Matches
Daniel Karlsbakk,no NOR,"FW,MF",20.0,3.3,42.0,58.0,72.4,542.0,19.0,25.0,33.0,75.8,10.0,13.0,76.9,2.0,2.0,100.0,0,0.1,0.1,-0.1,2.0,0.0,0.0,0.0,1.0,Matches
Melle Witteveen,nl NED,FW,20.0,0.8,17.0,22.0,77.3,238.0,48.0,12.0,12.0,100.0,5.0,8.0,62.5,0.0,1.0,0.0,1,0.2,0.0,0.8,1.0,1.0,1.0,0.0,3.0,Matches
Djenahro Nunumete,nl NED,DF,21.0,0.6,33.0,39.0,84.6,643.0,223.0,12.0,14.0,85.7,15.0,18.0,83.3,6.0,7.0,85.7,0,0.1,0.1,-0.1,1.0,0.0,1.0,1.0,1.0,Matches
Nathan Tjoe-A-On,id IDN,"FW,DF",21.0,0.2,10.0,12.0,83.3,210.0,46.0,4.0,4.0,100.0,5.0,6.0,83.3,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Amir Ismaïl,nl NED,FW,18.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,25.4,34.0,13183.0,16523.0,79.8,239174.0,86442.0,5745.0,6454.0,89.0,5614.0,6543.0,85.8,1480.0,2639.0,56.1,27,30.1,34.3,-3.1,369.0,1019.0,280.0,59.0,1320.0,0
Opponent Total,0,0,25.2,34.0,13387.0,16791.0,79.7,248354.0,90190.0,5524.0,6315.0,87.5,5928.0,6889.0,86.1,1588.0,2727.0,58.2,43,38.3,38.7,4.7,326.0,1183.0,300.0,85.0,1403.0,0
