Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Luca Zidane,fr FRA,GK,26-039,42.0,1838,1252,1804,36,0,0,1838,6,5,83.3,0,0.0,1160,5812,3530,0,0,0,1,0,1046,0,Matches
Anaitz Arbilla,es ESP,DF,37-037,39.0,3474,389,1685,1724,91,20,3474,23,13,56.5,8,34.8,2028,11017,5773,31,15,1,15,7,2328,3,Matches
Matheus Pereira da Silva,br BRA,MF,26-117,37.5,2787,98,553,1747,516,13,2787,46,29,63.0,16,34.8,1626,8244,4372,68,64,2,56,22,2044,78,Matches
Mario Soriano,es ESP,MF,22-060,33.7,1505,18,142,761,620,81,1505,55,18,32.7,35,63.6,958,5543,2578,75,64,9,110,39,1110,162,Matches
Stoichkov,es ESP,FW,30-229,34.1,1176,34,134,420,634,181,1174,67,30,44.8,34,50.7,692,3305,1179,35,32,18,108,44,827,294,Matches
Álvaro Tejero,es ESP,DF,27-337,33.4,2409,59,573,1049,813,57,2409,50,21,42.0,26,52.0,1247,6556,3187,92,61,10,41,6,1486,239,Matches
Juan Berrocal,es ESP,DF,25-048,31.9,2145,235,1042,1050,61,18,2145,6,4,66.7,1,16.7,1188,5938,3658,17,12,2,9,2,1442,2,Matches
Ager Aketxe,es ESP,"FW,MF",30-174,30.8,2077,16,194,947,956,66,2072,50,25,50.0,20,40.0,1240,5388,2061,47,55,7,56,37,1507,230,Matches
Jon Bautista,es ESP,FW,28-354,25.5,850,33,58,354,442,121,850,49,24,49.0,24,49.0,414,2117,863,37,21,26,82,40,616,160,Matches
Cristian Gutierrez,es ESP,DF,23-204,22.8,1452,62,416,563,489,21,1452,52,23,44.2,28,53.8,665,3546,1914,60,40,6,33,8,757,180,Matches
Sergio Álvarez,es ESP,"MF,DF",32-150,23.5,1409,78,418,852,147,7,1409,20,11,55.0,6,30.0,712,3258,1564,15,18,0,29,9,887,10,Matches
José Corpas,es ESP,"FW,DF",32-350,23.0,1233,40,213,444,585,79,1230,57,24,42.1,33,57.9,637,3092,1381,41,32,13,44,22,785,195,Matches
José Antonio Ríos,es ESP,DF,34-042,18.5,1207,52,335,519,357,9,1207,19,8,42.1,9,47.4,513,2420,1067,20,23,2,17,3,635,105,Matches
Unai Vencedor Paris,es ESP,MF,23-219,15.1,1132,44,252,673,216,7,1132,13,7,53.8,5,38.5,620,2915,1523,26,17,1,13,9,760,28,Matches
Peru Nolaskoain,es ESP,MF,25-240,11.4,826,69,255,494,83,11,826,1,0,0.0,1,100.0,382,1452,631,7,7,1,11,6,504,18,Matches
Frederico Venâncio,pt POR,DF,31-138,11.2,601,72,282,307,14,2,601,1,1,100.0,0,0.0,306,1591,1060,12,3,0,4,1,377,0,Matches
Quique,es ESP,FW,34-036,6.4,151,4,11,61,81,26,151,4,1,25.0,2,50.0,89,372,146,9,5,4,22,3,118,33,Matches
Yanis Rahmani,fr FRA,FW,29-039,6.2,284,4,34,109,147,29,284,36,9,25.0,22,61.1,180,1158,613,25,14,4,25,16,216,70,Matches
Sergio León,es ESP,FW,35-167,4.4,116,2,9,43,64,16,116,5,4,80.0,1,20.0,71,263,131,5,3,2,13,8,89,28,Matches
Konrad De La Fuente,us USA,"FW,MF",22-341,4.1,161,3,31,64,73,32,161,32,15,46.9,14,43.8,100,949,548,25,7,16,20,7,108,36,Matches
Rober Correa,es ESP,DF,31-275,1.6,102,8,33,48,21,1,102,0,0,0.0,0,0.0,56,225,102,2,3,0,1,0,61,10,Matches
Angel Troncho,es ESP,"FW,DF",21-263,1.0,74,0,7,18,49,3,74,10,1,10.0,9,90.0,46,325,134,4,4,0,6,1,54,17,Matches
Yacine Qasmi,ma MAR,FW,33-170,0.8,41,1,8,22,12,4,41,1,1,100.0,0,0.0,17,33,21,0,1,0,3,3,32,5,Matches
Jorge Yriarte,ve VEN,MF,24-109,0.6,52,0,15,30,7,0,52,0,0,0.0,0,0.0,29,123,51,1,2,0,2,1,30,1,Matches
Ander Madariaga,es ESP,"MF,FW",22-102,0.6,28,1,11,11,6,0,28,1,0,0.0,0,0.0,10,41,15,0,0,0,4,1,13,0,Matches
Stefan Simić,cz CZE,DF,29-153,0.3,28,0,18,8,2,2,28,0,0,0.0,0,0.0,17,83,36,1,0,0,1,0,17,0,Matches
Iker Alday,es ESP,"FW,DF",21-172,0.2,12,0,6,3,4,0,12,4,1,25.0,3,75.0,2,6,0,0,0,0,0,0,3,1,Matches
Arana,es ESP,FW,24-134,0.1,4,0,1,0,3,0,4,1,0,0.0,1,100.0,3,23,0,0,1,0,1,0,4,1,Matches
Squad Total,0,0,28.7,42.0,27174,2574,8540,12357,6493,806,27164,609,275,45.2,298,48.9,15008,75795,38138,655,504,124,727,295,17856,1906,0
Opponent Total,0,0,27.6,42.0,23576,2651,8155,10251,5385,765,23566,714,356,49.9,317,44.4,12216,67784,35370,680,495,140,679,275,14156,1316,0
