Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Joachim Andersen,dk DEN,DF,27.0,37.9,7,0,0,43,23,1,31,41,35,0,0,0,193,89,46,65.9,Matches
Tyrick Mitchell,eng ENG,"DF,MF",23.0,35.6,6,0,0,22,16,1,69,26,60,0,0,0,208,21,26,44.7,Matches
Jordan Ayew,gh GHA,"FW,MF",31.0,28.3,9,1,1,46,94,7,97,16,36,0,0,0,155,33,61,35.1,Matches
Jefferson Lerma,co COL,"MF,DF",28.0,26.7,8,0,0,43,25,4,14,36,25,0,0,0,174,69,33,67.6,Matches
Jean-Philippe Mateta,fr FRA,FW,26.0,25.4,3,0,0,35,22,24,20,4,15,2,0,0,81,50,68,42.4,Matches
Eberechi Eze,eng ENG,"MF,FW",25.0,22.8,3,0,0,27,48,11,107,11,17,1,1,0,135,12,24,33.3,Matches
Chris Richards,us USA,"DF,MF",23.0,23.3,3,0,0,12,7,1,1,27,28,0,1,0,88,61,44,58.1,Matches
Marc Guéhi,eng ENG,DF,23.0,22.5,2,0,0,14,26,0,3,18,19,0,0,0,120,29,29,50.0,Matches
Joel Ward,eng ENG,DF,33.0,22.0,4,0,0,22,6,0,22,14,28,0,0,1,94,46,48,48.9,Matches
Will Hughes,eng ENG,MF,28.0,21.0,6,0,0,39,30,1,30,21,33,0,0,0,121,12,17,41.4,Matches
Sam Johnstone,eng ENG,GK,30.0,20.0,1,0,0,1,0,0,0,1,0,0,1,0,13,2,1,66.7,Matches
Dean Henderson,eng ENG,GK,26.0,18.0,2,0,0,0,2,0,0,0,1,0,0,1,14,4,0,100.0,Matches
Odsonne Édouard,fr FRA,"FW,MF",25.0,17.3,4,0,0,31,22,9,10,6,12,0,0,0,38,30,54,35.7,Matches
Jeffrey Schlupp,gh GHA,"FW,MF",30.0,15.0,1,0,0,24,15,0,10,8,24,0,0,0,54,22,17,56.4,Matches
Daniel Muñoz,co COL,"DF,MF",27.0,16.0,4,0,0,30,8,8,11,24,35,0,0,0,76,26,28,48.1,Matches
Adam Wharton,eng ENG,MF,19.0,14.4,2,0,0,18,21,0,25,20,32,0,0,0,76,7,12,36.8,Matches
Nathaniel Clyne,eng ENG,DF,32.0,14.9,0,0,0,6,3,0,9,10,15,0,0,0,50,13,8,61.9,Matches
Michael Olise,fr FRA,"FW,MF",21.0,14.2,0,0,0,13,43,2,97,11,10,0,0,0,68,7,15,31.8,Matches
Cheick Doucouré,ml MLI,MF,23.0,10.2,2,0,0,10,1,0,1,20,17,0,0,0,74,5,9,35.7,Matches
Jaïro Riedewald,nl NED,"MF,FW",26.0,2.6,0,0,0,3,2,0,3,2,3,0,0,0,14,3,1,75.0,Matches
Matheus França,br BRA,"MF,FW",19.0,2.6,1,0,0,6,2,2,14,1,3,1,0,0,17,1,5,16.7,Matches
Naouirou Ahamada,fr FRA,"MF,FW",21.0,3.9,4,1,1,9,6,1,6,2,9,0,0,0,30,3,3,50.0,Matches
David Ozoh,eng ENG,"MF,DF",18.0,1.7,1,0,0,2,0,0,0,0,6,0,0,0,8,3,5,37.5,Matches
Jesurun Rak Sakyi,eng ENG,"MF,FW",20.0,1.5,0,0,0,1,5,0,3,3,1,0,0,0,6,2,1,66.7,Matches
James Tomkins,eng ENG,DF,34.0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,100.0,Matches
Remi Matthews,eng ENG,GK,29.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Squad Total,0,0,26.7,38.0,73,2,2,457,427,72,583,323,464,4,3,2,1909,553,555,49.9,0
Opponent Total,0,0,26.3,38.0,78,2,1,441,439,74,769,301,446,3,4,1,1884,555,553,50.1,0
