Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Joachim Andersen,dk DEN,DF,27.0,38,3415.0,90.0,99.9,37.9,38,90.0,36,0,0.0,0,1.29,57.0,58.0,-1.0,-0.03,-0.03,48.6,52.0,-3.4,-0.09,-0.09,Matches
Tyrick Mitchell,eng ENG,"DF,MF",23.0,37,3204.0,87.0,93.7,35.6,37,87.0,31,0,0.0,0,1.32,52.0,55.0,-3.0,-0.08,-0.92,44.9,49.0,-4.0,-0.11,-0.38,Matches
Jordan Ayew,gh GHA,"FW,MF",31.0,35,2543.0,73.0,74.4,28.3,30,82.0,17,5,19.0,1,1.29,33.0,37.0,-4.0,-0.14,-0.45,31.8,35.2,-3.4,-0.12,-0.12,Matches
Jefferson Lerma,co COL,"MF,DF",28.0,28,2400.0,86.0,70.2,26.7,27,88.0,22,1,15.0,0,1.07,32.0,46.0,-14.0,-0.52,-1.67,31.7,37.5,-5.8,-0.22,-0.42,Matches
Jean-Philippe Mateta,fr FRA,FW,26.0,35,2282.0,65.0,66.7,25.4,25,83.0,13,10,21.0,2,1.23,46.0,44.0,2.0,0.08,0.32,33.5,38.8,-5.3,-0.21,-0.35,Matches
Eberechi Eze,eng ENG,"MF,FW",25.0,27,2055.0,76.0,60.1,22.8,24,83.0,12,3,18.0,0,1.56,41.0,28.0,13.0,0.57,1.49,32.2,30.9,1.3,0.06,0.36,Matches
Chris Richards,us USA,"DF,MF",23.0,26,2094.0,81.0,61.2,23.3,23,90.0,23,3,8.0,9,1.46,43.0,38.0,5.0,0.21,0.62,31.1,32.5,-1.3,-0.06,0.08,Matches
Marc Guéhi,eng ENG,DF,23.0,25,2021.0,81.0,59.1,22.5,23,86.0,19,2,17.0,0,1.32,30.0,32.0,-2.0,-0.09,-0.15,28.2,30.3,-2.1,-0.09,-0.01,Matches
Joel Ward,eng ENG,DF,33.0,26,1980.0,76.0,57.9,22.0,23,85.0,19,3,6.0,5,1.19,23.0,34.0,-11.0,-0.5,-1.12,26.0,29.9,-4.0,-0.18,-0.21,Matches
Will Hughes,eng ENG,MF,28.0,30,1891.0,63.0,55.3,21.0,23,78.0,8,7,15.0,1,1.23,29.0,38.0,-9.0,-0.43,-0.9,23.1,29.4,-6.3,-0.3,-0.47,Matches
Sam Johnstone,eng ENG,GK,30.0,20,1796.0,90.0,52.5,20.0,20,90.0,19,0,0.0,4,1.05,21.0,27.0,-6.0,-0.3,-0.58,25.2,26.3,-1.1,-0.05,0.07,Matches
Dean Henderson,eng ENG,GK,26.0,18,1620.0,90.0,47.4,18.0,18,90.0,18,0,0.0,7,1.56,36.0,30.0,6.0,0.33,0.68,23.1,25.6,-2.6,-0.14,-0.1,Matches
Odsonne Édouard,fr FRA,"FW,MF",25.0,30,1555.0,52.0,45.5,17.3,17,81.0,5,13,14.0,3,1.23,14.0,24.0,-10.0,-0.58,-1.01,19.6,20.6,-1.0,-0.06,0.06,Matches
Jeffrey Schlupp,gh GHA,"FW,MF",30.0,29,1352.0,47.0,39.5,15.0,17,70.0,2,12,14.0,3,1.34,12.0,25.0,-13.0,-0.87,-1.39,14.6,21.8,-7.2,-0.48,-0.65,Matches
Daniel Muñoz,co COL,"DF,MF",27.0,16,1439.0,90.0,42.1,16.0,16,90.0,15,0,0.0,0,1.56,32.0,22.0,10.0,0.63,1.13,22.5,19.3,3.2,0.2,0.5,Matches
Adam Wharton,eng ENG,MF,19.0,16,1297.0,81.0,37.9,14.4,15,82.0,6,1,63.0,0,1.56,27.0,16.0,11.0,0.76,1.27,19.9,17.6,2.3,0.16,0.4,Matches
Nathaniel Clyne,eng ENG,DF,32.0,19,1338.0,70.0,39.1,14.9,14,87.0,10,5,24.0,18,1.53,31.0,16.0,15.0,1.01,1.7,21.5,20.9,0.6,0.04,0.21,Matches
Michael Olise,fr FRA,"FW,MF",21.0,19,1275.0,67.0,37.3,14.2,14,85.0,9,5,18.0,0,1.47,34.0,19.0,15.0,1.06,1.73,23.0,18.2,4.8,0.34,0.68,Matches
Cheick Doucouré,ml MLI,MF,23.0,11,919.0,84.0,26.9,10.2,11,84.0,8,0,0.0,1,1.27,9.0,12.0,-3.0,-0.29,-0.37,11.1,13.1,-2.0,-0.19,-0.14,Matches
Jaïro Riedewald,nl NED,"MF,FW",26.0,9,235.0,26.0,6.9,2.6,2,77.0,0,7,12.0,20,2.33,2.0,3.0,-1.0,-0.38,-0.38,2.7,3.6,-0.9,-0.36,-0.29,Matches
Matheus França,br BRA,"MF,FW",19.0,10,232.0,23.0,6.8,2.6,1,83.0,0,9,17.0,9,0.7,7.0,7.0,0.0,0.0,0.03,4.3,3.5,0.8,0.32,0.43,Matches
Naouirou Ahamada,fr FRA,"MF,FW",21.0,20,349.0,17.0,10.2,3.9,0,0.0,0,20,17.0,14,0.85,13.0,14.0,-1.0,-0.26,-0.26,10.0,8.6,1.4,0.35,0.49,Matches
David Ozoh,eng ENG,"MF,DF",18.0,9,156.0,17.0,4.6,1.7,0,0.0,0,9,17.0,15,1.0,2.0,5.0,-3.0,-1.73,-1.79,2.7,3.0,-0.3,-0.19,-0.11,Matches
Jesurun Rak Sakyi,eng ENG,"MF,FW",20.0,6,136.0,23.0,4.0,1.5,0,0.0,0,6,23.0,7,0.33,1.0,3.0,-2.0,-1.32,-1.35,2.4,3.1,-0.7,-0.47,-0.39,Matches
James Tomkins,eng ENG,DF,34.0,4,10.0,3.0,0.3,0.1,0,0.0,0,4,3.0,24,2.25,0.0,2.0,-2.0,-18.0,-18.03,0.1,0.8,-0.7,-7.21,-7.14,Matches
Remi Matthews,eng ENG,GK,29.0,1,4.0,4.0,0.1,0.0,0,0.0,0,1,4.0,28,0.0,0.0,1.0,-1.0,-22.5,-22.5,0.3,0.1,0.2,5.54,5.64,Matches
Tayo Adaramola,ie IRL,DF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Malcolm Ebiowei,eng ENG,MF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
John-Kymani Gordon,eng ENG,"FW,MF",20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rob Holding,eng ENG,DF,27.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Roshaun Mathurin,eng ENG,FW,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ademola Ola-Adebomi,eng ENG,FW,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luke Plange,eng ENG,FW,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jadan Raymond,wls WAL,MF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kaden Rodney,eng ENG,DF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Franco Umeh-Chibueze,ie IRL,MF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joseph Whitworth,eng ENG,GK,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,26.7,38,3420.0,90.0,100.0,38.0,418,85.0,292,126,16.0,214,1.29,57.0,58.0,-1.0,-0.03,0.0,48.6,52.0,-3.4,-0.09,0.0,0
Opponent Total,0,0,26.3,38,3420.0,90.0,100.0,38.0,418,85.0,258,158,18.0,183,1.45,58.0,57.0,1.0,0.03,0.0,52.0,48.6,3.4,0.09,0.0,0
