D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-12,15:00,Premier League,Matchweek 1,Sat,Away,W,1,0,Sheffield Utd,1.9,0.5,68,31194,Joel Ward,4-2-3-1,John Brooks,Match Report,0.0
2023-08-21,20:00,Premier League,Matchweek 2,Mon,Home,L,0,1,Arsenal,1.0,2.0,47,24189,Joel Ward,4-2-3-1,David Coote,Match Report,0.0
2023-08-26,15:00,Premier League,Matchweek 3,Sat,Away,D,1,1,Brentford,0.8,1.0,40,16997,Joel Ward,4-2-3-1,Peter Bankes,Match Report,0.0
2023-08-29,19:45,EFL Cup,Second round,Tue,Away,W,4,2,Plymouth Argyle,0.0,0.0,48,15826,James Tomkins,4-4-2,Dean Whitestone,Match Report,0.0
2023-09-03,14:00,Premier League,Matchweek 4,Sun,Home,W,3,2,Wolves,2.1,1.2,43,24741,Joel Ward,4-3-3,Robert Jones,Match Report,0.0
2023-09-16,15:00,Premier League,Matchweek 5,Sat,Away,L,1,3,Aston Villa,1.2,3.0,34,40809,Joel Ward,4-4-1-1,Darren England,Match Report,0.0
2023-09-23,15:00,Premier League,Matchweek 6,Sat,Home,D,0,0,Fulham,0.3,0.6,51,25072,Joel Ward,4-2-3-1,Paul Tierney,Match Report,0.0
2023-09-26,20:00,EFL Cup,Third round,Tue,Away,L,0,3,Manchester Utd,0.0,0.0,31,72842,Jordan Ayew,4-2-3-1,Michael Salisbury,Match Report,0.0
2023-09-30,15:00,Premier League,Matchweek 7,Sat,Away,W,1,0,Manchester Utd,0.9,1.3,23,73428,Joel Ward,4-3-3,Chris Kavanagh,Match Report,0.0
2023-10-07,17:30,Premier League,Matchweek 8,Sat,Home,D,0,0,Nott'ham Forest,0.8,1.0,52,25017,Marc Guéhi,4-3-3,Craig Pawson,Match Report,0.0
2023-10-21,15:00,Premier League,Matchweek 9,Sat,Away,L,0,4,Newcastle Utd,1.2,2.4,41,52189,Joel Ward,4-3-3,Tim Robinson,Match Report,0.0
2023-10-27,20:00,Premier League,Matchweek 10,Fri,Home,L,1,2,Tottenham,0.6,1.1,25,25074,Joel Ward,4-2-3-1,Andy Madley,Match Report,0.0
2023-11-04,15:00,Premier League,Matchweek 11,Sat,Away,W,2,0,Burnley,1.3,1.1,33,21578,Joel Ward,4-2-3-1,Peter Bankes,Match Report,0.0
2023-11-11,15:00,Premier League,Matchweek 12,Sat,Home,L,2,3,Everton,2.2,1.5,67,25103,Joel Ward,4-2-3-1,Samuel Barrott,Match Report,0.0
