Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Brice Samba,fr FRA,GK,29.0,33.0,1194,917,1173,22,0,0,1194,0,0,0.0,0,0.0,861,4654,2662,0,0,0,2,0,600,0,Matches
Facundo Medina,ar ARG,DF,24.0,30.2,2367,170,776,1382,239,17,2367,32,18,56.3,14,43.8,1846,11169,6030,51,53,4,30,15,1661,20,Matches
Kevin Danso,at AUT,DF,24.0,29.5,2010,248,836,1093,98,22,2010,16,11,68.8,2,12.5,1411,8880,5038,27,29,0,24,8,1236,3,Matches
Florian Sotoca,fr FRA,"MF,FW",32.0,28.9,1749,43,171,837,757,132,1745,39,20,51.3,15,38.5,1321,6652,2515,56,70,10,49,33,1349,253,Matches
Jonathan Gradit,fr FRA,DF,30.0,23.5,1582,105,482,965,145,6,1582,8,4,50.0,2,25.0,1182,6390,3507,21,50,0,11,7,1078,6,Matches
Przemysław Frankowski,pl POL,DF,28.0,24.4,1584,49,299,646,647,55,1582,30,12,40.0,18,60.0,1056,5787,2415,56,42,6,36,15,997,210,Matches
Ruben Aguilar,fr FRA,DF,30.0,21.4,1533,64,326,699,518,38,1533,20,6,30.0,12,60.0,1039,5334,2333,36,37,2,31,10,970,162,Matches
Elye Wahi,fr FRA,FW,20.0,18.8,481,1,18,196,276,115,480,44,17,38.6,20,45.5,362,2398,1024,52,24,26,57,25,360,171,Matches
Neil El Aynaoui,fr FRA,MF,22.0,17.4,877,40,169,526,193,39,877,39,15,38.5,16,41.0,646,3426,1271,25,21,1,27,16,580,44,Matches
Salis Abdul Samed,gh GHA,MF,23.0,16.9,1022,21,168,647,218,7,1022,19,7,36.8,11,57.9,823,4361,1683,9,33,0,23,11,780,20,Matches
David Pereira da Costa,pt POR,MF,22.0,16.6,883,17,123,393,383,43,883,39,20,51.3,18,46.2,699,4344,1844,53,44,10,28,22,655,101,Matches
Angelo Fulgini,fr FRA,MF,26.0,15.3,996,19,97,439,471,48,996,42,18,42.9,22,52.4,692,3650,1415,35,42,7,33,36,667,117,Matches
Andy Diouf,fr FRA,MF,20.0,14.6,908,17,114,478,336,23,908,58,30,51.7,26,44.8,685,4841,2511,63,48,8,29,30,640,55,Matches
Adrien Thomasson,fr FRA,MF,29.0,13.3,822,17,107,330,393,75,822,14,9,64.3,5,35.7,611,3027,1117,20,23,7,29,22,574,121,Matches
Deiver Machado,co COL,DF,29.0,12.5,613,26,124,274,223,25,613,24,7,29.2,10,41.7,395,2075,866,22,15,4,18,16,364,74,Matches
Nampalys Mendy,sn SEN,MF,31.0,11.7,769,16,132,510,138,2,769,9,3,33.3,6,66.7,601,3222,1377,21,30,1,11,4,541,13,Matches
Wesley Saïd,fr FRA,"FW,MF",28.0,11.3,386,2,27,158,209,77,386,21,13,61.9,7,33.3,298,1747,741,18,15,7,27,11,285,95,Matches
Abduqodir Xusanov,uz UZB,DF,19.0,9.0,535,61,275,234,29,3,535,2,1,50.0,1,50.0,388,1981,757,5,4,0,6,0,349,1,Matches
Massadio Haïdara,ml MLI,DF,30.0,8.2,513,50,165,233,118,9,513,4,0,0.0,4,100.0,342,1864,832,8,14,2,6,5,312,25,Matches
Jhoanner Chávez,ec ECU,DF,21.0,5.3,266,11,87,111,71,9,266,1,0,0.0,1,100.0,161,791,309,4,6,3,13,5,149,19,Matches
Morgan Guilavogui,gn GUI,"FW,MF",25.0,6.3,326,11,34,128,166,45,326,10,5,50.0,5,50.0,239,1386,384,16,8,7,23,17,235,75,Matches
Stijn Spierings,nl NED,MF,27.0,1.3,69,1,15,39,15,1,69,0,0,0.0,0,0.0,51,238,87,0,1,0,0,1,47,4,Matches
Jean-Louis Leca,fr FRA,GK,37.0,1.0,28,24,28,0,0,0,28,0,0,0.0,0,0.0,20,100,46,0,0,0,0,0,16,0,Matches
Faitout Maouassa,fr FRA,"MF,DF",25.0,0.8,42,3,11,11,20,4,42,2,1,50.0,1,50.0,21,140,62,2,0,2,0,4,20,2,Matches
Ayanda Sishuba,be BEL,"MF,FW",18.0,0.7,47,0,5,9,33,11,47,13,8,61.5,4,30.8,37,358,182,7,3,6,8,2,36,10,Matches
Julien Le Cardinal,fr FRA,DF,25.0,0.6,40,3,16,20,5,0,40,1,1,100.0,0,0.0,23,142,43,1,0,0,0,0,18,2,Matches
Oscar Cortés,co COL,"FW,MF",19.0,0.5,35,0,1,14,20,5,35,0,0,0.0,0,0.0,30,175,42,1,0,0,6,2,30,8,Matches
Squad Total,0,0,26.7,34.0,21677,1936,5779,10394,5721,811,21670,487,226,46.4,220,45.2,15840,89132,41093,609,612,113,527,317,14549,1611,0
Opponent Total,0,0,25.6,34.0,20095,2471,7041,9292,4001,640,20087,617,278,45.1,291,47.2,14231,80032,35649,519,446,137,520,263,12862,1130,0
