D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-13,13:00,Ligue 1,Matchweek 1,Sun,Away,L,2,3,Brest,0.7,2.5,52,15085,Brice Samba,3-4-3,Jérémie Pignard,Match Report,0
2023-08-20,20:45,Ligue 1,Matchweek 2,Sun,Home,D,1,1,Rennes,1.0,1.4,50,37233,Brice Samba,3-4-3,Benoît Millot,Match Report,0
2023-08-26,21:00,Ligue 1,Matchweek 3,Sat,Away,L,1,3,Paris S-G,0.5,1.5,34,47864,Brice Samba,3-4-3,François Letexier,Match Report,0
2023-09-02,21:00,Ligue 1,Matchweek 4,Sat,Away,L,0,3,Monaco,0.6,0.9,48,9600,Brice Samba,3-4-3,Willy Delajod,Match Report,0
2023-09-16,21:00,Ligue 1,Matchweek 5,Sat,Home,L,0,1,Metz,2.0,0.3,75,37988,Brice Samba,3-4-3,Stéphanie Frappart,Match Report,0
2023-09-20,21:00,Champions Lg,Group stage,Wed,Away,D,1,1,es Sevilla,1.3,0.8,44,33544,Brice Samba,3-4-3,Tobias Stieler,Match Report,0
2023-09-24,15:00,Ligue 1,Matchweek 6,Sun,Home,W,2,1,Toulouse,2.5,0.4,62,37506,Brice Samba,3-4-3,Hakim Ben El Hadj Salem,Match Report,0
2023-09-29,21:00,Ligue 1,Matchweek 7,Fri,Away,W,1,0,Strasbourg,0.8,0.3,52,26001,Brice Samba,3-4-3,Jérôme Brisard,Match Report,0
2023-10-03,21:00,Champions Lg,Group stage,Tue,Home,W,2,1,eng Arsenal,0.7,1.5,34,37040,Brice Samba,3-4-3,Marco Guida,Match Report,0
2023-10-08,17:05,Ligue 1,Matchweek 8,Sun,Home,D,1,1,Lille,2.0,1.7,45,37223,Brice Samba,3-4-3,Benoît Millot,Match Report,0
2023-10-20,21:00,Ligue 1,Matchweek 9,Fri,Away,D,0,0,Le Havre,1.6,1.6,60,23590,Brice Samba,3-4-3,François Letexier,Match Report,0
2023-10-24,21:00,Champions Lg,Group stage,Tue,Home,D,1,1,nl PSV Eindhoven,1.2,0.5,46,38133,Brice Samba,3-4-3,Radu Petrescu,Match Report,0
2023-10-28,21:00,Ligue 1,Matchweek 10,Sat,Home,W,4,0,Nantes,3.7,1.0,54,38223,Brice Samba,3-4-3,Pierre Gaillouste,Match Report,0
