Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Brice Samba,fr FRA,GK,29.0,33.0,1122,864,254,84,1,2,0,0,0,0,0,0,880,4,1,Matches
Facundo Medina,ar ARG,DF,24.0,30.2,2112,2018,90,79,6,10,20,9,0,0,0,0,1823,4,27,Matches
Kevin Danso,at AUT,DF,24.0,29.5,1719,1602,114,70,0,3,3,7,0,0,0,0,1508,3,7,Matches
Florian Sotoca,fr FRA,"MF,FW",32.0,28.9,1445,1361,74,11,12,8,95,55,2,0,0,0,1071,10,47,Matches
Jonathan Gradit,fr FRA,DF,30.0,23.5,1383,1335,43,42,1,14,17,1,0,0,0,0,1181,5,8,Matches
Przemysław Frankowski,pl POL,DF,28.0,24.4,1320,1108,206,8,3,5,118,188,10,3,4,0,1008,6,38,Matches
Ruben Aguilar,fr FRA,DF,30.0,21.4,1282,1094,185,17,3,1,75,168,0,0,0,0,1044,3,35,Matches
Elye Wahi,fr FRA,FW,20.0,18.8,295,258,36,0,1,1,10,0,0,0,0,0,214,1,8,Matches
Neil El Aynaoui,fr FRA,MF,22.0,17.4,670,660,9,8,2,0,7,1,0,0,0,0,576,1,6,Matches
Salis Abdul Samed,gh GHA,MF,23.0,16.9,895,875,18,17,0,1,3,1,0,0,0,0,796,2,17,Matches
David Pereira da Costa,pt POR,MF,22.0,16.6,726,664,56,15,3,0,77,3,38,14,22,0,570,6,19,Matches
Angelo Fulgini,fr FRA,MF,26.0,15.3,789,661,113,29,10,5,114,8,74,34,35,0,569,15,15,Matches
Andy Diouf,fr FRA,MF,20.0,14.6,737,689,45,13,1,0,47,0,32,15,14,0,591,3,27,Matches
Adrien Thomasson,fr FRA,MF,29.0,13.3,679,638,38,18,1,1,47,2,18,2,11,0,506,3,31,Matches
Deiver Machado,co COL,DF,29.0,12.5,488,396,91,3,0,0,29,87,0,0,0,0,383,1,17,Matches
Nampalys Mendy,sn SEN,MF,31.0,11.7,653,637,14,13,3,3,7,1,0,0,0,0,577,2,4,Matches
Wesley Saïd,fr FRA,"FW,MF",28.0,11.3,268,239,27,1,2,1,15,5,0,0,0,0,193,2,3,Matches
Abduqodir Xusanov,uz UZB,DF,19.0,9.0,439,426,13,8,0,2,2,0,0,0,0,0,383,0,1,Matches
Massadio Haïdara,ml MLI,DF,30.0,8.2,431,373,56,12,0,3,22,42,0,0,0,0,358,2,11,Matches
Jhoanner Chávez,ec ECU,DF,21.0,5.3,222,173,49,2,0,2,13,47,0,0,0,0,173,0,8,Matches
Morgan Guilavogui,gn GUI,"FW,MF",25.0,6.3,222,213,7,0,0,0,5,1,0,0,0,0,166,2,9,Matches
Stijn Spierings,nl NED,MF,27.0,1.3,59,59,0,0,0,1,1,0,0,0,0,0,50,0,2,Matches
Jean-Louis Leca,fr FRA,GK,37.0,1.0,26,20,6,2,0,0,0,0,0,0,0,0,16,0,1,Matches
Faitout Maouassa,fr FRA,"MF,DF",25.0,0.8,29,20,9,0,0,0,3,8,1,0,1,0,20,0,1,Matches
Ayanda Sishuba,be BEL,"MF,FW",18.0,0.7,14,14,0,0,0,0,0,0,0,0,0,0,12,0,0,Matches
Julien Le Cardinal,fr FRA,DF,25.0,0.6,32,27,5,1,0,0,4,4,0,0,0,0,23,0,1,Matches
Oscar Cortés,co COL,"FW,MF",19.0,0.5,26,26,0,0,0,0,2,0,0,0,0,0,18,0,0,Matches
Squad Total,0,0,26.7,34.0,18083,16450,1558,453,49,63,736,638,175,68,87,0,14709,75,344,0
Opponent Total,0,0,25.6,34.0,16265,14626,1600,497,38,56,488,622,128,52,54,0,12996,39,303,0
