Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Brice Samba,fr FRA,GK,29.0,33.0,880,1122,78.4,23308,15854,172,172,100.0,404,411,98.3,289,519,55.7,0,0.2,0.2,-0.2,2,18,2,0,4,Matches
Facundo Medina,ar ARG,DF,24.0,30.2,1823,2112,86.3,32296,11954,738,813,90.8,885,958,92.4,149,256,58.2,3,1.8,2.6,1.2,25,205,31,7,219,Matches
Kevin Danso,at AUT,DF,24.0,29.5,1508,1719,87.7,27659,10926,573,622,92.1,779,856,91.0,128,196,65.3,0,0.4,0.7,-0.4,8,122,6,0,133,Matches
Florian Sotoca,fr FRA,"MF,FW",32.0,28.9,1071,1445,74.1,16456,4982,544,665,81.8,380,491,77.4,74,138,53.6,6,6.5,6.3,-0.5,52,102,57,20,156,Matches
Jonathan Gradit,fr FRA,DF,30.0,23.5,1181,1383,85.4,21422,9125,457,507,90.1,598,664,90.1,100,167,59.9,0,0.1,0.8,-0.1,5,167,10,3,177,Matches
Przemysław Frankowski,pl POL,DF,28.0,24.4,1008,1320,76.4,16279,5614,503,580,86.7,406,525,77.3,70,137,51.1,2,3.8,5.0,-1.8,39,75,43,15,112,Matches
Ruben Aguilar,fr FRA,DF,30.0,21.4,1044,1282,81.4,15383,5987,594,666,89.2,369,443,83.3,44,93,47.3,3,2.9,4.0,0.1,26,73,42,14,110,Matches
Elye Wahi,fr FRA,FW,20.0,18.8,214,295,72.5,2542,322,125,160,78.1,55,79,69.6,7,11,63.6,3,2.6,1.0,0.4,16,8,4,0,15,Matches
Neil El Aynaoui,fr FRA,MF,22.0,17.4,576,670,86.0,8486,2193,302,344,87.8,209,230,90.9,25,43,58.1,2,0.8,0.9,1.2,16,66,10,1,59,Matches
Salis Abdul Samed,gh GHA,MF,23.0,16.9,796,895,88.9,12470,3008,393,433,90.8,330,360,91.7,41,54,75.9,0,0.5,1.1,-0.5,6,87,5,2,78,Matches
