Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Brice Samba,fr FRA,GK,29.0,33.0,3,0,0,1,3,0,0,0,1,0,1,1,38,4,0,100.0,Matches
Facundo Medina,ar ARG,DF,24.0,30.2,11,0,0,51,19,2,20,24,38,0,0,0,229,37,22,62.7,Matches
Kevin Danso,at AUT,DF,24.0,29.5,6,0,0,23,48,2,3,23,14,0,0,0,216,55,27,67.1,Matches
Florian Sotoca,fr FRA,"MF,FW",32.0,28.9,4,1,0,28,40,13,95,20,22,0,0,0,98,92,42,68.7,Matches
Jonathan Gradit,fr FRA,DF,30.0,23.5,9,1,0,31,26,0,17,37,20,0,1,0,118,55,51,51.9,Matches
Przemysław Frankowski,pl POL,DF,28.0,24.4,4,0,0,33,12,0,118,25,39,0,0,0,96,17,26,39.5,Matches
Ruben Aguilar,fr FRA,DF,30.0,21.4,3,0,0,20,24,3,75,26,31,0,1,0,106,24,23,51.1,Matches
Elye Wahi,fr FRA,FW,20.0,18.8,10,1,1,20,16,25,10,3,4,1,0,0,34,11,27,28.9,Matches
Neil El Aynaoui,fr FRA,MF,22.0,17.4,1,0,0,21,40,1,7,32,20,1,0,0,94,15,16,48.4,Matches
Salis Abdul Samed,gh GHA,MF,23.0,16.9,2,0,0,34,16,0,3,12,14,0,3,0,89,2,7,22.2,Matches
David Pereira da Costa,pt POR,MF,22.0,16.6,3,0,0,12,23,0,77,16,10,1,0,0,75,6,9,40.0,Matches
Angelo Fulgini,fr FRA,MF,26.0,15.3,1,0,0,8,25,1,114,8,14,0,0,0,79,33,30,52.4,Matches
Andy Diouf,fr FRA,MF,20.0,14.6,2,0,0,12,15,0,47,3,19,0,0,0,94,10,14,41.7,Matches
Adrien Thomasson,fr FRA,MF,29.0,13.3,2,1,0,16,16,5,47,9,14,1,0,0,89,13,23,36.1,Matches
Deiver Machado,co COL,DF,29.0,12.5,4,0,0,30,27,2,29,7,18,0,0,0,61,12,10,54.5,Matches
Nampalys Mendy,sn SEN,MF,31.0,11.7,2,0,0,16,25,0,7,14,18,0,0,0,91,10,5,66.7,Matches
Wesley Saïd,fr FRA,"FW,MF",28.0,11.3,1,0,0,33,15,8,15,4,4,1,0,0,33,8,23,25.8,Matches
Abduqodir Xusanov,uz UZB,DF,19.0,9.0,5,0,0,9,7,0,2,13,12,0,1,0,41,6,5,54.5,Matches
Massadio Haïdara,ml MLI,DF,30.0,8.2,1,0,0,11,7,2,22,11,8,0,1,0,33,14,8,63.6,Matches
Jhoanner Chávez,ec ECU,DF,21.0,5.3,1,0,0,10,4,3,13,5,5,0,0,0,20,7,6,53.8,Matches
Morgan Guilavogui,gn GUI,"FW,MF",25.0,6.3,1,0,0,14,7,7,5,4,10,0,0,0,21,16,11,59.3,Matches
Stijn Spierings,nl NED,MF,27.0,1.3,2,0,0,5,2,0,1,2,0,0,0,0,5,0,0,0.0,Matches
Jean-Louis Leca,fr FRA,GK,37.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,Matches
Faitout Maouassa,fr FRA,"MF,DF",25.0,0.8,0,0,0,2,1,0,3,0,1,0,0,0,1,2,1,66.7,Matches
Ayanda Sishuba,be BEL,"MF,FW",18.0,0.7,0,0,0,3,4,0,0,0,1,0,0,0,3,0,0,0.0,Matches
Julien Le Cardinal,fr FRA,DF,25.0,0.6,0,0,0,2,1,0,4,0,2,0,0,0,6,1,0,100.0,Matches
Oscar Cortés,co COL,"FW,MF",19.0,0.5,0,0,0,0,1,1,2,0,0,0,0,0,2,1,2,33.3,Matches
Squad Total,0,0,26.7,34.0,78,4,1,445,424,75,736,298,339,5,8,1,1775,451,388,53.8,0
Opponent Total,0,0,25.6,34.0,70,2,0,441,433,39,488,345,329,8,7,0,1691,388,451,46.2,0
