Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Robin Pröpper,nl NED,DF,29.0,30.5,7,0,0,30,27,1,3,32,30,0,1,2,173,93,51,64.6,Matches
Daan Rots,nl NED,FW,22.0,28.6,3,0,0,23,33,4,76,17,38,0,0,0,142,40,71,36.0,Matches
Lars Unnerstall,de GER,GK,33.0,32.0,2,0,0,1,1,0,0,0,0,0,1,0,59,5,2,71.4,Matches
Sem Steijn,nl NED,MF,21.0,26.8,1,0,0,22,24,7,44,10,17,0,0,0,93,16,37,30.2,Matches
Michal Sadílek,cz CZE,MF,24.0,30.0,7,1,1,32,26,4,100,28,21,0,2,0,165,50,51,49.5,Matches
Mathias Kjølø,no NOR,MF,22.0,24.8,3,0,0,19,32,0,14,28,19,0,0,0,186,24,39,38.1,Matches
Mees Hilgers,nl NED,DF,22.0,24.3,5,1,0,24,17,2,4,26,32,0,0,0,141,31,36,46.3,Matches
Gijs Smal,nl NED,DF,25.0,22.8,3,0,0,11,17,2,104,16,19,0,0,0,128,25,21,54.3,Matches
Michel Vlap,nl NED,FW,26.0,21.9,2,0,0,18,23,7,74,16,14,0,0,0,89,15,11,57.7,Matches
Youri Regeer,nl NED,"DF,MF",19.0,19.5,3,0,0,19,32,1,52,14,23,1,0,0,108,29,32,47.5,Matches
Alfons Sampsted,is ISL,DF,25.0,17.1,1,0,0,15,19,0,36,30,20,0,0,0,119,14,16,46.7,Matches
Ricky van Wolfswinkel,nl NED,"FW,MF",34.0,21.0,4,0,0,35,30,13,19,9,14,0,0,0,59,51,68,42.9,Matches
Manfred Ugalde,cr CRC,FW,21.0,15.2,3,0,0,23,44,5,15,1,10,0,0,0,40,32,53,37.6,Matches
Joshua Brenet,cw CUW,DF,29.0,12.0,1,0,0,17,8,2,16,12,19,0,0,0,86,13,14,48.1,Matches
Carel Eiting,nl NED,MF,25.0,8.8,2,0,0,7,6,0,64,8,9,0,0,0,57,3,9,25.0,Matches
Max Bruns,nl NED,DF,20.0,6.3,0,1,0,6,2,0,0,7,6,0,0,0,34,18,21,46.2,Matches
Alec Van Hoorenbeeck,be BEL,DF,24.0,5.8,1,0,0,4,2,0,2,4,4,0,1,0,25,16,17,48.5,Matches
Mitchell van Bergen,nl NED,FW,23.0,5.8,0,0,0,2,5,2,68,4,5,0,0,0,26,3,13,18.8,Matches
Naci Ünüvar,nl NED,"FW,MF",20.0,5.6,0,0,0,6,2,4,12,2,4,0,0,0,29,2,3,40.0,Matches
Younes Taha El Idrissi,ma MAR,"FW,MF",0.0,5.2,2,0,0,3,4,0,53,1,8,0,0,0,31,7,5,58.3,Matches
Myron Boadu,nl NED,"FW,MF",22.0,3.3,1,0,0,9,5,5,0,0,1,0,0,0,3,9,7,56.3,Matches
Przemysław Tytoń,pl POL,GK,36.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Mats Rots,nl NED,DF,17.0,0.8,0,0,0,0,1,0,1,2,0,0,0,0,4,0,0,0.0,Matches
Anass Salah-Eddine,nl NED,"DF,MF",21.0,1.4,0,0,0,2,3,0,5,1,6,0,1,0,10,0,3,0.0,Matches
Gijs Besselink,nl NED,"FW,MF",19.0,0.6,0,0,0,5,2,0,0,1,2,0,0,0,8,0,3,0.0,Matches
Julien Mesbahi,nl NED,DF,17.0,0.4,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0.0,Matches
Squad Total,0,0,25.4,34.0,51,3,1,333,365,59,762,269,323,1,6,2,1819,496,584,45.9,0
Opponent Total,0,0,25.0,34.0,68,5,2,390,322,55,462,352,351,5,3,2,1715,584,496,54.1,0
