Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Robin Pröpper,nl NED,DF,29.0,30.5,47,1.54,45,0,0,2,0,0,5,0.16,4,0,0,1,0,0,Matches
Daan Rots,nl NED,FW,22.0,28.6,114,3.99,88,2,11,8,5,0,22,0.77,19,0,1,2,0,0,Matches
Lars Unnerstall,de GER,GK,33.0,32.0,10,0.31,8,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Sem Steijn,nl NED,MF,21.0,26.8,73,2.72,57,4,2,7,2,1,12,0.45,10,0,0,2,0,0,Matches
Michal Sadílek,cz CZE,MF,24.0,30.0,101,3.37,70,22,0,6,2,1,5,0.17,4,0,0,1,0,0,Matches
Mathias Kjølø,no NOR,MF,22.0,24.8,40,1.61,37,0,0,2,1,0,1,0.04,1,0,0,0,0,0,Matches
Mees Hilgers,nl NED,DF,22.0,24.3,21,0.86,14,1,1,5,0,0,2,0.08,1,0,0,1,0,0,Matches
Gijs Smal,nl NED,DF,25.0,22.8,79,3.47,58,12,1,5,3,0,6,0.26,5,1,0,0,0,0,Matches
Michel Vlap,nl NED,FW,26.0,21.9,89,4.07,59,10,7,9,4,0,16,0.73,10,2,2,2,0,0,Matches
Youri Regeer,nl NED,"DF,MF",19.0,19.5,69,3.55,56,2,3,2,6,0,8,0.41,4,0,2,1,1,0,Matches
Alfons Sampsted,is ISL,DF,25.0,17.1,29,1.69,19,5,0,1,3,1,4,0.23,3,0,0,0,1,0,Matches
Ricky van Wolfswinkel,nl NED,"FW,MF",34.0,21.0,65,3.1,48,3,1,8,4,1,3,0.14,3,0,0,0,0,0,Matches
Manfred Ugalde,cr CRC,FW,21.0,15.2,55,3.61,36,0,6,6,7,0,9,0.59,6,0,1,2,0,0,Matches
Joshua Brenet,cw CUW,DF,29.0,12.0,33,2.76,32,0,1,0,0,0,5,0.42,5,0,0,0,0,0,Matches
Carel Eiting,nl NED,MF,25.0,8.8,34,3.86,23,8,2,1,0,0,4,0.45,3,1,0,0,0,0,Matches
Max Bruns,nl NED,DF,20.0,6.3,2,0.32,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Alec Van Hoorenbeeck,be BEL,DF,24.0,5.8,2,0.35,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mitchell van Bergen,nl NED,FW,23.0,5.8,36,6.21,22,6,2,4,1,1,3,0.52,2,0,0,1,0,0,Matches
Naci Ünüvar,nl NED,"FW,MF",20.0,5.6,32,5.67,25,1,1,5,0,0,5,0.89,4,0,0,1,0,0,Matches
Younes Taha El Idrissi,ma MAR,"FW,MF",0.0,5.2,30,5.76,28,0,1,1,0,0,1,0.19,1,0,0,0,0,0,Matches
Myron Boadu,nl NED,"FW,MF",22.0,3.3,14,4.17,7,0,3,4,0,0,2,0.6,0,0,1,1,0,0,Matches
Przemysław Tytoń,pl POL,GK,36.0,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mats Rots,nl NED,DF,17.0,0.8,2,2.65,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Anass Salah-Eddine,nl NED,"DF,MF",21.0,1.4,7,4.96,3,0,1,0,1,2,2,1.42,1,0,0,0,1,0,Matches
Gijs Besselink,nl NED,"FW,MF",19.0,0.6,2,3.16,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Julien Mesbahi,nl NED,DF,17.0,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,25.4,34.0,987,29.03,743,78,43,76,40,7,116,3.41,87,4,7,15,3,0,0
Opponent Total,0,0,25.0,34.0,601,17.68,431,54,40,39,33,4,58,1.71,37,4,3,7,7,0,0
