Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Robin Pröpper,nl NED,DF,29.0,30.5,1905,2248,84.7,37704,15381,663,719,92.2,997,1068,93.4,226,411,55.0,0,0.7,1.7,-0.7,10,222,13,0,173,Matches
Daan Rots,nl NED,FW,22.0,28.6,816,1165,70.0,13147,4878,417,529,78.8,309,410,75.4,65,117,55.6,10,5.4,7.4,4.6,50,92,75,9,173,Matches
Lars Unnerstall,de GER,GK,33.0,32.0,795,1131,70.3,20234,14534,187,188,99.5,399,404,98.8,201,527,38.1,0,0.0,0.1,0.0,1,27,1,0,2,Matches
Sem Steijn,nl NED,MF,21.0,26.8,531,729,72.8,8169,2369,268,335,80.0,194,244,79.5,36,71,50.7,3,2.2,3.9,0.8,30,60,26,4,100,Matches
Michal Sadílek,cz CZE,MF,24.0,30.0,1596,1951,81.8,28502,7865,707,791,89.4,679,774,87.7,170,290,58.6,3,3.2,5.1,-0.2,47,166,29,8,182,Matches
Mathias Kjølø,no NOR,MF,22.0,24.8,1165,1371,85.0,21774,5824,469,534,87.8,536,595,90.1,136,185,73.5,0,1.6,2.7,-1.6,15,145,20,2,155,Matches
Mees Hilgers,nl NED,DF,22.0,24.3,1296,1463,88.6,26105,8643,355,383,92.7,788,829,95.1,136,220,61.8,0,0.3,0.7,-0.3,5,85,6,1,106,Matches
Gijs Smal,nl NED,DF,25.0,22.8,1150,1501,76.6,20259,7005,549,620,88.5,478,585,81.7,113,218,51.8,3,3.4,3.8,-0.4,42,105,49,10,144,Matches
Michel Vlap,nl NED,FW,26.0,21.9,778,1001,77.7,11827,3088,410,487,84.2,264,310,85.2,60,117,51.3,6,4.1,6.1,1.9,39,61,33,4,95,Matches
Youri Regeer,nl NED,"DF,MF",19.0,19.5,917,1126,81.4,15353,4336,432,485,89.1,392,466,84.1,64,104,61.5,1,3.1,2.8,-2.1,28,75,19,6,107,Matches
Alfons Sampsted,is ISL,DF,25.0,17.1,844,1042,81.0,14595,4933,390,439,88.8,366,415,88.2,71,126,56.3,2,1.2,1.2,0.8,9,51,13,4,65,Matches
Ricky van Wolfswinkel,nl NED,"FW,MF",34.0,21.0,385,549,70.1,5523,1251,221,284,77.8,122,165,73.9,19,30,63.3,1,3.9,3.0,-2.9,37,31,13,3,48,Matches
Manfred Ugalde,cr CRC,FW,21.0,15.2,218,334,65.3,2930,576,122,172,70.9,71,101,70.3,8,19,42.1,6,4.4,3.4,1.6,23,15,8,0,30,Matches
Joshua Brenet,cw CUW,DF,29.0,12.0,559,693,80.7,8786,3235,302,332,91.0,208,251,82.9,30,60,50.0,2,1.4,2.9,0.6,15,51,24,2,64,Matches
Carel Eiting,nl NED,MF,25.0,8.8,389,545,71.4,6543,2380,202,238,84.9,148,197,75.1,29,82,35.4,3,1.8,2.7,1.2,21,59,17,4,54,Matches
Max Bruns,nl NED,DF,20.0,6.3,289,328,88.1,5661,2074,98,105,93.3,163,176,92.6,27,40,67.5,0,0.0,0.1,0.0,1,18,1,0,30,Matches
Alec Van Hoorenbeeck,be BEL,DF,24.0,5.8,269,328,82.0,5194,1742,93,104,89.4,151,163,92.6,23,50,46.0,0,0.0,0.1,0.0,0,20,0,0,14,Matches
Mitchell van Bergen,nl NED,FW,23.0,5.8,149,237,62.9,2620,711,80,97,82.5,51,81,63.0,18,42,42.9,1,1.4,1.9,-0.4,17,5,16,7,26,Matches
Naci Ünüvar,nl NED,"FW,MF",20.0,5.6,162,213,76.1,2557,870,89,105,84.8,63,70,90.0,8,20,40.0,3,1.4,2.1,1.6,14,15,22,3,38,Matches
Younes Taha El Idrissi,ma MAR,"FW,MF",0.0,5.2,180,284,63.4,3285,1073,87,116,75.0,68,95,71.6,22,43,51.2,1,2.8,2.1,-1.8,19,17,22,14,20,Matches
Myron Boadu,nl NED,"FW,MF",22.0,3.3,45,62,72.6,574,80,30,41,73.2,9,12,75.0,3,3,100.0,0,0.1,0.2,-0.1,2,3,2,0,7,Matches
Przemysław Tytoń,pl POL,GK,36.0,2.0,30,51,58.8,918,627,3,3,100.0,15,15,100.0,12,31,38.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Mats Rots,nl NED,DF,17.0,0.8,42,48,87.5,647,131,26,28,92.9,13,15,86.7,3,5,60.0,0,0.0,0.1,0.0,0,3,1,0,3,Matches
Anass Salah-Eddine,nl NED,"DF,MF",21.0,1.4,77,94,81.9,1113,403,46,53,86.8,26,34,76.5,3,3,100.0,1,0.5,0.3,0.5,2,6,5,1,12,Matches
Gijs Besselink,nl NED,"FW,MF",19.0,0.6,23,31,74.2,420,210,10,11,90.9,8,12,66.7,4,4,100.0,0,0.0,0.0,0.0,1,4,0,0,5,Matches
Julien Mesbahi,nl NED,DF,17.0,0.4,21,26,80.8,423,173,9,10,90.0,9,10,90.0,3,6,50.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
Squad Total,0,0,25.4,34.0,14631,18551,78.9,264863,94392,6265,7209,86.9,6527,7497,87.1,1490,2824,52.8,46,42.6,54.5,3.4,428,1336,415,82,1655,0
Opponent Total,0,0,25.0,34.0,11017,14612,75.4,203503,79194,4827,5608,86.1,4624,5543,83.4,1305,2633,49.6,20,25.0,29.7,-5.0,258,882,206,58,1000,0
