Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Robin Pröpper,nl NED,DF,29.0,33,2749.0,83.0,89.8,30.5,33,83.0,27,0,0.0,0,2.09,63.0,30.0,33.0,1.08,1.08,52.5,30.9,21.6,0.71,0.79,Matches
Daan Rots,nl NED,FW,22.0,33,2573.0,78.0,84.1,28.6,33,78.0,10,0,0.0,0,2.09,57.0,30.0,27.0,0.94,-0.16,43.9,30.5,13.5,0.47,-0.96,Matches
Lars Unnerstall,de GER,GK,33.0,32,2880.0,90.0,94.1,32.0,32,90.0,32,0,0.0,0,1.97,65.0,34.0,31.0,0.97,-0.03,53.6,35.2,18.4,0.57,-0.87,Matches
Sem Steijn,nl NED,MF,21.0,34,2414.0,71.0,78.9,26.8,32,74.0,8,2,21.0,0,2.03,55.0,27.0,28.0,1.04,0.35,45.9,24.8,21.1,0.79,0.76,Matches
Michal Sadílek,cz CZE,MF,24.0,31,2698.0,87.0,88.2,30.0,31,87.0,26,0,0.0,0,2.1,63.0,29.0,34.0,1.13,1.38,51.1,29.8,21.3,0.71,0.72,Matches
Mathias Kjølø,no NOR,MF,22.0,31,2235.0,72.0,73.0,24.8,29,74.0,12,2,43.0,2,2.13,41.0,28.0,13.0,0.52,-1.66,37.0,30.4,6.7,0.27,-1.32,Matches
Mees Hilgers,nl NED,DF,22.0,28,2190.0,78.0,71.6,24.3,27,81.0,18,1,3.0,0,2.04,54.0,25.0,29.0,1.19,0.78,42.3,25.2,17.1,0.7,0.27,Matches
Gijs Smal,nl NED,DF,25.0,26,2050.0,79.0,67.0,22.8,24,82.0,14,2,38.0,0,1.85,45.0,28.0,17.0,0.75,-0.68,38.8,28.2,10.7,0.47,-0.48,Matches
Michel Vlap,nl NED,FW,26.0,29,1969.0,68.0,64.3,21.9,24,75.0,6,5,33.0,1,2.14,44.0,16.0,28.0,1.28,0.87,34.4,21.0,13.5,0.62,-0.03,Matches
Youri Regeer,nl NED,"DF,MF",19.0,32,1751.0,55.0,57.2,19.5,18,77.0,8,14,27.0,0,2.13,46.0,17.0,29.0,1.49,1.22,35.8,16.1,19.7,1.01,0.91,Matches
Alfons Sampsted,is ISL,DF,25.0,24,1541.0,64.0,50.4,17.1,18,76.0,11,6,29.0,10,2.0,30.0,21.0,9.0,0.53,-0.9,27.2,20.3,6.9,0.4,-0.45,Matches
Ricky van Wolfswinkel,nl NED,"FW,MF",34.0,32,1886.0,59.0,61.6,21.0,17,87.0,13,15,27.0,0,2.09,50.0,21.0,29.0,1.38,1.08,38.7,20.5,18.2,0.87,0.63,Matches
Manfred Ugalde,cr CRC,FW,21.0,18,1372.0,76.0,44.8,15.2,17,80.0,6,1,10.0,0,2.06,28.0,19.0,9.0,0.59,-0.69,27.1,16.8,10.3,0.68,0.09,Matches
Joshua Brenet,cw CUW,DF,29.0,15,1078.0,72.0,35.2,12.0,13,77.0,8,2,41.0,3,1.93,26.0,9.0,17.0,1.42,0.69,21.6,12.4,9.1,0.76,0.21,Matches
Carel Eiting,nl NED,MF,25.0,23,793.0,34.0,25.9,8.8,7,67.0,0,16,20.0,5,1.78,13.0,12.0,1.0,0.11,-1.16,13.2,12.5,0.7,0.08,-0.74,Matches
Max Bruns,nl NED,DF,20.0,12,566.0,47.0,18.5,6.3,5,82.0,4,7,22.0,12,2.08,10.0,5.0,5.0,0.8,-0.22,9.3,5.0,4.3,0.68,0.07,Matches
Alec Van Hoorenbeeck,be BEL,DF,24.0,16,518.0,32.0,16.9,5.8,3,75.0,2,13,23.0,16,2.06,7.0,12.0,-5.0,-0.87,-2.21,8.2,11.6,-3.4,-0.6,-1.47,Matches
Mitchell van Bergen,nl NED,FW,23.0,21,520.0,25.0,17.0,5.8,2,53.0,0,19,22.0,7,1.76,12.0,6.0,6.0,1.04,0.08,12.8,5.6,7.2,1.23,0.73,Matches
Naci Ünüvar,nl NED,"FW,MF",20.0,19,508.0,27.0,16.6,5.6,2,56.0,0,17,23.0,7,2.05,21.0,6.0,15.0,2.66,2.02,12.4,6.7,5.7,1.01,0.46,Matches
Younes Taha El Idrissi,ma MAR,"FW,MF",0.0,20,468.0,23.0,15.3,5.2,2,68.0,0,18,19.0,14,1.75,12.0,8.0,4.0,0.77,-0.24,15.1,6.3,8.8,1.69,1.26,Matches
Myron Boadu,nl NED,"FW,MF",22.0,11,301.0,27.0,9.8,3.3,2,57.0,0,9,21.0,0,2.18,7.0,1.0,6.0,1.79,0.91,6.9,2.6,4.3,1.29,0.74,Matches
Przemysław Tytoń,pl POL,GK,36.0,2,180.0,90.0,5.9,2.0,2,90.0,2,0,0.0,32,3.0,4.0,2.0,2.0,1.0,0.03,4.4,1.5,2.9,1.45,0.87,Matches
