D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-07-27,20:00,Conf Lg,Second qualifying round,Thu,Home,W,1,0,se Hammarby,0.0,0.0,0.0,29500,Robin Pröpper,4-2-3-1,John Brooks,Match Report,Leg 1 of 2
2023-08-03,20:00,Conf Lg,Second qualifying round,Thu,Away,D,1,1,se Hammarby,0.0,0.0,0.0,24542,Robin Pröpper,4-2-3-1,Manfredas Lukjančukas,Match Report,Leg 2 of 2; Twente won; Required Extra Time
2023-08-10,20:00,Conf Lg,Third qualifying round,Thu,Home,W,2,0,lv Rīga FC,0.0,0.0,0.0,26000,Robin Pröpper,4-2-3-1,Robert Schröder,Match Report,Leg 1 of 2
2023-08-13,16:45,Eredivisie,Matchweek 1,Sun,Away,W,4,1,Almere City,1.7,0.5,66.0,3616,Robin Pröpper,4-3-3,Jochem Kamphuis,Match Report,0
2023-08-17,20:00,Conf Lg,Third qualifying round,Thu,Away,W,3,0,lv Rīga FC,0.0,0.0,0.0,6324,Robin Pröpper,4-2-3-1,Chrysovalantis Theouli,Match Report,Leg 2 of 2; Twente won
2023-08-20,14:30,Eredivisie,Matchweek 2,Sun,Home,W,3,1,Zwolle,1.6,1.7,67.0,29000,Robin Pröpper,4-3-3,Serdar Gözübüyük,Match Report,0
2023-08-24,20:00,Conf Lg,Play-off round,Thu,Away,L,1,5,tr Fenerbahçe,0.0,0.0,0.0,38961,Robin Pröpper,4-2-3-1,Andy Madley,Match Report,Leg 1 of 2
2023-08-31,19:00,Conf Lg,Play-off round,Thu,Home,L,0,1,tr Fenerbahçe,0.0,0.0,0.0,22500,Robin Pröpper,4-2-3-1,Fabio Maresca,Match Report,Leg 2 of 2; Fenerbahçe won
2023-09-03,14:30,Eredivisie,Matchweek 4,Sun,Away,W,2,0,Volendam,1.5,0.5,64.0,6600,Robin Pröpper,4-2-3-1,Richard Martens,Match Report,0
2023-09-17,14:30,Eredivisie,Matchweek 5,Sun,Home,W,3,1,Ajax,3.1,0.9,47.0,30000,Robin Pröpper,4-2-3-1,Danny Makkelie,Match Report,0
2023-09-24,16:45,Eredivisie,Matchweek 6,Sun,Away,L,0,1,RKC Waalwijk,0.5,0.4,53.0,5512,Robin Pröpper,4-3-3,Joey Kooij,Match Report,0
2023-09-27,20:00,Eredivisie,Matchweek 3,Wed,Home,W,1,0,Vitesse,1.8,1.2,65.0,29000,Robin Pröpper,4-2-3-1,Jannick van der Laan,Match Report,0
2023-09-30,21:00,Eredivisie,Matchweek 7,Sat,Home,W,1,0,Heerenveen,0.7,0.4,65.0,29500,Robin Pröpper,4-2-3-1,Rob Dieperink,Match Report,0
2023-10-08,14:30,Eredivisie,Matchweek 8,Sun,Away,W,3,0,Fortuna Sittard,1.9,0.1,58.0,11048,Robin Pröpper,4-2-3-1,Martin van den Kerkhof,Match Report,0
