Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Robin Pröpper,nl NED,DF,29.0,30.5,3,22,9,40.9,0.72,0.29,0.14,0.33,17.7,1,0,0,1.7,1.7,0.08,1.3,1.3,Matches
Daan Rots,nl NED,FW,22.0,28.6,7,51,16,31.4,1.78,0.56,0.14,0.44,16.4,0,0,0,4.6,4.6,0.09,2.4,2.4,Matches
Lars Unnerstall,de GER,GK,33.0,32.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Sem Steijn,nl NED,MF,21.0,26.8,17,88,30,34.1,3.28,1.12,0.18,0.53,17.2,7,1,1,12.9,12.1,0.14,4.1,3.9,Matches
Michal Sadílek,cz CZE,MF,24.0,30.0,1,28,7,25.0,0.93,0.23,0.04,0.14,24.2,0,0,0,1.1,1.1,0.04,-0.1,-0.1,Matches
Mathias Kjølø,no NOR,MF,22.0,24.8,1,16,1,6.3,0.64,0.04,0.06,1.0,27.0,0,0,0,0.4,0.4,0.02,0.6,0.6,Matches
Mees Hilgers,nl NED,DF,22.0,24.3,0,15,1,6.7,0.62,0.04,0.0,0.0,16.7,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Gijs Smal,nl NED,DF,25.0,22.8,0,24,2,8.3,1.05,0.09,0.0,0.0,25.1,5,0,0,1.2,1.2,0.05,-1.2,-1.2,Matches
Michel Vlap,nl NED,FW,26.0,21.9,2,72,17,23.6,3.29,0.78,0.03,0.12,19.7,7,0,0,4.6,4.6,0.06,-2.6,-2.6,Matches
Youri Regeer,nl NED,"DF,MF",19.0,19.5,2,12,4,33.3,0.62,0.21,0.17,0.5,13.3,0,0,0,1.3,1.3,0.11,0.7,0.7,Matches
Alfons Sampsted,is ISL,DF,25.0,17.1,0,10,1,10.0,0.58,0.06,0.0,0.0,19.0,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Ricky van Wolfswinkel,nl NED,"FW,MF",34.0,21.0,16,58,25,43.1,2.77,1.19,0.24,0.56,12.5,0,2,2,10.3,8.8,0.15,5.7,5.2,Matches
Manfred Ugalde,cr CRC,FW,21.0,15.2,7,64,23,35.9,4.2,1.51,0.11,0.3,14.0,0,0,0,7.9,7.9,0.12,-0.9,-0.9,Matches
Joshua Brenet,cw CUW,DF,29.0,12.0,2,8,3,37.5,0.67,0.25,0.25,0.67,11.3,0,0,0,1.3,1.3,0.16,0.7,0.7,Matches
Carel Eiting,nl NED,MF,25.0,8.8,0,6,1,16.7,0.68,0.11,0.0,0.0,26.3,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
Max Bruns,nl NED,DF,20.0,6.3,0,5,0,0.0,0.8,0.0,0.0,0.0,10.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Alec Van Hoorenbeeck,be BEL,DF,24.0,5.8,0,6,2,33.3,1.04,0.35,0.0,0.0,12.4,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Mitchell van Bergen,nl NED,FW,23.0,5.8,0,18,5,27.8,3.12,0.87,0.0,0.0,19.6,0,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches
Naci Ünüvar,nl NED,"FW,MF",20.0,5.6,3,25,6,24.0,4.43,1.06,0.12,0.5,19.7,0,0,0,2.5,2.5,0.1,0.5,0.5,Matches
Younes Taha El Idrissi,ma MAR,"FW,MF",0.0,5.2,3,17,5,29.4,3.27,0.96,0.18,0.6,21.8,0,0,0,1.9,1.9,0.11,1.1,1.1,Matches
Myron Boadu,nl NED,"FW,MF",22.0,3.3,3,19,9,47.4,5.68,2.69,0.16,0.33,9.7,0,0,0,4.1,4.1,0.22,-1.1,-1.1,Matches
Przemysław Tytoń,pl POL,GK,36.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Mats Rots,nl NED,DF,17.0,0.8,0,1,0,0.0,1.32,0.0,0.0,0.0,17.1,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Anass Salah-Eddine,nl NED,"DF,MF",21.0,1.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Gijs Besselink,nl NED,"FW,MF",19.0,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Julien Mesbahi,nl NED,DF,17.0,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,25.4,34.0,67,565,167,29.6,16.62,4.91,0.11,0.38,17.5,20,3,3,57.9,55.7,0.1,9.1,8.3,0
Opponent Total,0,0,25.0,34.0,34,336,123,36.6,9.88,3.62,0.09,0.24,17.4,7,5,6,36.7,31.9,0.1,-2.7,-2.9,0
