Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Robin Pröpper,nl NED,DF,29.0,30.5,2248,2121,121,88,4,19,3,12,0,0,0,0,1905,6,14,Matches
Daan Rots,nl NED,FW,22.0,28.6,1165,1118,41,2,8,6,76,35,2,1,1,0,816,6,54,Matches
Lars Unnerstall,de GER,GK,33.0,32.0,1131,883,246,48,0,1,0,1,0,0,0,0,795,2,1,Matches
Sem Steijn,nl NED,MF,21.0,26.8,729,692,32,5,5,4,44,2,16,15,0,0,531,5,23,Matches
Michal Sadílek,cz CZE,MF,24.0,30.0,1951,1793,153,63,4,9,100,23,56,41,3,0,1596,5,25,Matches
Mathias Kjølø,no NOR,MF,22.0,24.8,1371,1342,27,20,6,17,14,4,0,0,0,0,1165,2,19,Matches
Mees Hilgers,nl NED,DF,22.0,24.3,1463,1393,70,62,0,11,4,7,0,0,0,0,1296,0,6,Matches
Gijs Smal,nl NED,DF,25.0,22.8,1501,1256,241,18,1,16,104,183,40,29,3,0,1150,4,52,Matches
Michel Vlap,nl NED,FW,26.0,21.9,1001,907,89,17,8,5,74,23,49,38,2,0,778,5,27,Matches
Youri Regeer,nl NED,"DF,MF",19.0,19.5,1126,973,147,16,3,3,52,127,3,0,0,0,917,6,26,Matches
Alfons Sampsted,is ISL,DF,25.0,17.1,1042,819,221,25,1,0,36,196,0,0,0,0,844,2,34,Matches
Ricky van Wolfswinkel,nl NED,"FW,MF",34.0,21.0,549,507,38,4,2,1,19,12,4,0,0,0,385,4,27,Matches
Manfred Ugalde,cr CRC,FW,21.0,15.2,334,309,24,0,3,1,15,1,0,0,0,0,218,1,10,Matches
Joshua Brenet,cw CUW,DF,29.0,12.0,693,574,115,6,7,1,16,109,0,0,0,0,559,4,18,Matches
Carel Eiting,nl NED,MF,25.0,8.8,545,471,72,26,4,1,64,0,45,24,13,0,389,2,9,Matches
Max Bruns,nl NED,DF,20.0,6.3,328,316,11,10,0,0,0,0,0,0,0,0,289,1,2,Matches
Alec Van Hoorenbeeck,be BEL,DF,24.0,5.8,328,308,20,6,0,1,2,7,0,0,0,0,269,0,6,Matches
Mitchell van Bergen,nl NED,FW,23.0,5.8,237,213,23,0,0,1,68,2,20,11,3,0,149,1,12,Matches
Naci Ünüvar,nl NED,"FW,MF",20.0,5.6,213,206,6,0,2,2,12,5,1,0,0,0,162,1,11,Matches
Younes Taha El Idrissi,ma MAR,"FW,MF",0.0,5.2,284,272,11,1,0,5,53,6,4,0,2,0,180,1,19,Matches
Myron Boadu,nl NED,"FW,MF",22.0,3.3,62,61,1,0,0,0,0,0,0,0,0,0,45,0,2,Matches
Przemysław Tytoń,pl POL,GK,36.0,2.0,51,39,11,2,0,0,0,0,0,0,0,0,30,1,1,Matches
Mats Rots,nl NED,DF,17.0,0.8,48,46,2,1,0,0,1,1,0,0,0,0,42,0,0,Matches
Anass Salah-Eddine,nl NED,"DF,MF",21.0,1.4,94,85,9,1,0,0,5,8,0,0,0,0,77,0,2,Matches
Gijs Besselink,nl NED,"FW,MF",19.0,0.6,31,30,1,0,0,0,0,1,0,0,0,0,23,0,1,Matches
Julien Mesbahi,nl NED,DF,17.0,0.4,26,26,0,0,0,0,0,0,0,0,0,0,21,0,0,Matches
Squad Total,0,0,25.4,34.0,18551,16760,1732,421,58,104,762,765,240,159,27,0,14631,59,401,0
Opponent Total,0,0,25.0,34.0,14612,13039,1518,371,42,106,462,624,107,53,34,0,11017,55,321,0
