Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Lars Unnerstall,de GER,GK,33.0,32,32,2880,32.0,34,1.06,123,89,76.4,19,6,7,10,31.3,6,5,1,0,16.7,Matches
Przemysław Tytoń,pl POL,GK,36.0,2,2,180,2.0,2,1.0,6,5,66.7,2,0,0,0,0.0,0,0,0,0,0.0,Matches
Squad Total,0,0,25.4,34,34,3060,34.0,36,1.06,129,94,76.0,21,6,7,10,29.4,6,5,1,0,16.7,0
Opponent Total,0,0,25.0,34,34,3060,34.0,69,2.03,170,103,61.2,7,6,21,6,17.6,3,3,0,0,0.0,0
