Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Cleiton Schwengber,br BRA,GK,26-306,7.5,7,0,0,1,0,10.5,0.31,3.5,0.47,51,138,37.0,242,28,48.3,38.3,49,42.9,36.1,117,7,6.0,18,2.4,15.7,Matches
Lucão,br BRA,GK,23-115,1.5,2,0,0,0,0,1.9,0.21,-0.1,-0.09,5,20,25.0,29,4,41.4,37.9,15,53.3,41.2,47,1,2.1,3,2.0,13.9,Matches
Squad Total,0,0,24.7,9.0,9,0,0,1,0,12.4,0.29,3.4,0.38,56,158,35.4,271,32,47.6,0.0,64,45.3,37.3,164,8,4.9,21,2.33,0.0,0
Opponent Total,0,0,28.2,9.0,12,1,0,3,0,10.5,0.25,-1.5,-0.17,34,99,34.3,233,47,32.6,32.9,65,35.4,30.6,106,7,6.6,8,0.89,14.4,0
