Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Luan Cândido,br BRA,DF,23-139,9.0,454,65,167,228,62,13,453,2,0,0.0,2,100.0,180,854,386,4,4,0,9,0,206,7,Matches
Cleiton Schwengber,br BRA,GK,26-306,7.5,317,204,310,7,0,0,317,1,1,100.0,0,0.0,182,936,506,0,0,0,1,0,156,0,Matches
Henry Mosquera,co COL,"FW,MF",22-218,7.3,270,10,48,105,128,29,270,56,28,50.0,26,46.4,179,1824,1019,29,21,13,21,14,174,46,Matches
Jadsom,br BRA,"MF,DF",23-031,5.3,268,11,73,165,30,1,268,5,5,100.0,0,0.0,109,388,127,0,1,0,8,3,122,4,Matches
Juninho Capixaba,br BRA,"DF,MF",26-350,5.3,339,27,100,180,67,11,339,7,3,42.9,3,42.9,157,996,479,6,8,0,4,9,165,6,Matches
Gustavinho,br BRA,MF,20-058,4.7,227,5,32,107,94,4,227,17,10,58.8,7,41.2,110,569,226,3,6,0,9,8,122,8,Matches
Eric Ramires,br BRA,MF,23-315,5.8,254,6,45,118,92,13,254,12,6,50.0,5,41.7,146,605,294,6,7,1,10,7,158,17,Matches
Pedro Henrique,br BRA,DF,28-262,5.0,304,47,137,159,8,1,304,2,1,50.0,1,50.0,187,796,490,1,1,0,2,1,199,0,Matches
Eduardo Sasha,br BRA,"FW,MF",32-117,4.6,157,4,7,81,70,16,157,7,3,42.9,3,42.9,79,334,114,4,2,0,10,4,110,17,Matches
Eduardo Santos,br BRA,DF,26-205,4.9,267,28,99,155,15,5,267,3,2,66.7,1,33.3,149,748,424,3,1,0,3,3,155,5,Matches
Thiago Borbas,uy URU,FW,22-074,4.9,149,10,22,60,68,17,149,5,0,0.0,3,60.0,72,227,59,0,2,0,12,8,102,22,Matches
Vitinho,br BRA,"FW,MF",25-080,4.4,209,9,32,61,119,17,209,12,4,33.3,7,58.3,119,666,413,19,11,8,7,3,129,38,Matches
Helinho,br BRA,"FW,MF",24-056,3.8,214,6,32,100,90,7,214,21,15,71.4,4,19.0,114,856,390,13,11,5,9,5,122,23,Matches
Lucas Evangelista,br BRA,MF,29-045,3.5,172,6,22,93,59,6,172,0,0,0.0,0,0.0,82,287,124,2,4,0,10,2,107,7,Matches
Nathan Mendes,br BRA,DF,21-306,3.9,231,12,55,123,56,4,231,3,1,33.3,1,33.3,113,580,326,5,6,0,4,1,116,6,Matches
Douglas Mendes,br BRA,DF,20-007,3.8,169,29,78,77,15,2,169,0,0,0.0,0,0.0,79,383,198,2,1,0,2,0,90,0,Matches
José Hurtado,ec ECU,DF,22-180,3.0,123,13,40,43,42,4,123,7,5,71.4,2,28.6,46,371,260,10,5,2,4,1,54,12,Matches
Matheus Fernandes,br BRA,MF,25-356,2.3,122,6,23,72,28,4,122,2,0,0.0,1,50.0,58,276,172,2,4,0,3,4,58,3,Matches
Ignacio Laquintana,uy URU,"FW,MF",25-140,1.9,62,1,6,17,40,5,62,7,5,71.4,2,28.6,42,206,106,4,0,3,6,1,42,15,Matches
Raul,br BRA,MF,27-345,1.7,81,8,24,47,11,1,81,2,2,100.0,0,0.0,50,238,114,1,3,0,1,1,49,0,Matches
Lucão,br BRA,GK,23-115,1.5,49,33,48,1,0,0,49,0,0,0.0,0,0.0,18,117,40,0,0,0,0,0,14,0,Matches
Guilherme,br BRA,DF,22-127,1.2,64,8,23,30,12,0,64,0,0,0.0,0,0.0,24,155,70,1,1,0,0,1,26,0,Matches
Bruninho,br BRA,"FW,MF",21-098,0.9,39,0,4,19,17,2,39,2,1,50.0,1,50.0,21,86,30,0,2,0,1,1,28,7,Matches
Lincoln,br BRA,"MF,DF",25-226,1.0,60,4,5,34,22,3,60,1,0,0.0,1,100.0,34,208,119,2,2,1,2,2,31,3,Matches
Lucas Cunha,br BRA,DF,27-149,0.3,13,7,8,5,0,0,13,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,Matches
Vinicius Mendonça,br BRA,FW,20-121,0.2,8,0,0,3,5,2,8,1,0,0.0,1,100.0,6,56,17,1,2,1,1,0,7,1,Matches
Talisson,br BRA,FW,22-030,0.2,5,0,0,0,5,0,5,0,0,0.0,0,0.0,4,12,1,0,1,0,0,0,5,0,Matches
Squad Total,0,0,24.7,9.0,4627,559,1440,2090,1155,167,4626,175,92,52.6,71,40.6,2360,12774,6504,118,106,34,139,79,2548,247,0
Opponent Total,0,0,28.2,9.0,5390,577,1894,2273,1272,225,5390,175,72,41.1,84,48.0,2801,14671,7417,130,90,47,129,97,3312,333,0
