Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Luan Cândido,br BRA,DF,23-139,9.0,333,283,50,9,0,2,1,41,0,0,0,0,245,0,3,Matches
Cleiton Schwengber,br BRA,GK,26-306,7.5,293,215,76,27,0,3,0,0,0,0,0,0,197,2,0,Matches
Henry Mosquera,co COL,"FW,MF",22-218,7.3,165,160,5,1,0,0,8,2,2,0,0,0,123,0,7,Matches
Jadsom,br BRA,"MF,DF",23-031,5.3,209,189,19,4,1,5,3,15,0,0,0,0,155,1,4,Matches
Juninho Capixaba,br BRA,"DF,MF",26-350,5.3,267,209,58,13,0,3,7,43,0,0,0,0,182,0,9,Matches
Gustavinho,br BRA,MF,20-058,4.7,173,153,19,5,0,2,26,0,13,3,8,0,124,1,1,Matches
Eric Ramires,br BRA,MF,23-315,5.8,191,182,9,1,1,1,8,1,1,1,0,0,157,0,4,Matches
Pedro Henrique,br BRA,DF,28-262,5.0,256,246,9,9,0,6,1,0,0,0,0,0,198,1,1,Matches
Eduardo Sasha,br BRA,"FW,MF",32-117,4.6,117,111,6,1,0,0,3,0,0,0,0,0,75,0,5,Matches
Eduardo Santos,br BRA,DF,26-205,4.9,217,206,11,11,0,1,1,0,0,0,0,0,185,0,5,Matches
Thiago Borbas,uy URU,FW,22-074,4.9,93,93,0,0,0,0,0,0,0,0,0,0,59,0,3,Matches
Vitinho,br BRA,"FW,MF",25-080,4.4,145,126,19,5,0,2,24,4,10,5,2,0,99,0,5,Matches
Helinho,br BRA,"FW,MF",24-056,3.8,163,139,23,9,2,1,23,2,12,5,5,0,102,1,6,Matches
Lucas Evangelista,br BRA,MF,29-045,3.5,125,120,5,1,0,0,7,0,1,1,0,0,103,0,4,Matches
Nathan Mendes,br BRA,DF,21-306,3.9,201,152,49,1,0,0,2,48,0,0,0,0,156,0,6,Matches
Douglas Mendes,br BRA,DF,20-007,3.8,133,111,22,8,0,2,2,14,0,0,0,0,94,0,3,Matches
José Hurtado,ec ECU,DF,22-180,3.0,90,73,17,0,0,0,3,17,0,0,0,0,55,0,4,Matches
Matheus Fernandes,br BRA,MF,25-356,2.3,83,80,3,1,0,0,0,1,0,0,0,0,64,0,5,Matches
Ignacio Laquintana,uy URU,"FW,MF",25-140,1.9,41,41,0,0,0,0,4,0,0,0,0,0,26,0,5,Matches
Raul,br BRA,MF,27-345,1.7,71,69,2,2,0,1,0,0,0,0,0,0,66,0,0,Matches
Lucão,br BRA,GK,23-115,1.5,44,23,21,6,0,0,0,0,0,0,0,0,24,0,0,Matches
Guilherme,br BRA,DF,22-127,1.2,50,33,17,1,0,0,2,16,0,0,0,0,30,0,0,Matches
Bruninho,br BRA,"FW,MF",21-098,0.9,30,29,1,1,0,2,0,0,0,0,0,0,24,0,0,Matches
Lincoln,br BRA,"MF,DF",25-226,1.0,48,38,9,3,0,0,6,2,4,2,2,0,33,1,1,Matches
Lucas Cunha,br BRA,DF,27-149,0.3,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Vinicius Mendonça,br BRA,FW,20-121,0.2,4,4,0,0,0,0,2,0,0,0,0,0,2,0,0,Matches
Talisson,br BRA,FW,22-030,0.2,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,Matches
Squad Total,0,0,24.7,9.0,3551,3094,450,119,4,31,134,206,43,17,17,0,2581,7,81,0
Opponent Total,0,0,28.2,9.0,4331,3823,488,144,7,37,200,201,57,20,21,1,3348,20,76,0
