D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2024-02-20,19:30,Libertadores,Second qualifying stage,Tue,Away,D,0,0,co Rionegro,1.2,0.3,57.0,0.0,Leo Ortiz,4-3-3,Gustavo Tejera,Match Report,Leg 1 of 2
2024-02-27,21:30,Libertadores,Second qualifying stage,Tue,Home,D,0 (4),0 (3),co Rionegro,0.4,0.2,71.0,4201.0,Leo Ortiz,4-3-3,Piero Maza,Match Report,Leg 2 of 2; Red Bull Bragantino won; Red Bull Bragantino won on penalty kicks following extra time
2024-03-06,21:30,Libertadores,Third qualifying stage,Wed,Away,L,1,2,br Botafogo (RJ),0.2,0.7,54.0,33433.0,Cleiton Schwengber,4-2-3-1,Gustavo Tejera,Match Report,Leg 1 of 2
2024-03-13,21:30,Libertadores,Third qualifying stage,Wed,Home,D,1,1,br Botafogo (RJ),1.5,0.8,62.0,0.0,Cleiton Schwengber,4-2-3-1,Wilmar Roldán,Match Report,Leg 2 of 2; Botafogo (RJ) won
2024-04-03,21:00,Sudamericana,Group stage,Wed,Home,W,1,0,cl Coquimbo Unido,0.0,0.0,60.0,3685.0,Cleiton Schwengber,4-3-3,Ivo Méndez,Match Report,0
2024-04-10,21:30,Sudamericana,Group stage,Wed,Away,L,0,3,ar Racing Club,0.0,0.0,55.0,19826.0,Cleiton Schwengber,4-3-3,Alexis Herrera,Match Report,0
2024-04-13,21:00,Série A,Matchweek 1,Sat,Away,D,2,2,Fluminense,1.2,1.8,31.0,17645.0,Cleiton Schwengber,4-3-3,Maguielson Lima Barbosa,Match Report,0
2024-04-17,19:00,Série A,Matchweek 2,Wed,Home,W,2,1,Vasco da Gama,0.9,1.2,41.0,5448.0,Eduardo Sasha,4-3-3,Paulo Cesar Zanovelli da Silva,Match Report,0
2024-04-20,18:30,Série A,Matchweek 3,Sat,Home,W,1,0,Corinthians,0.5,1.2,35.0,9466.0,Cleiton Schwengber,4-3-3,Rafael Rodrigo Klein,Match Report,0
2024-04-24,21:00,Sudamericana,Group stage,Wed,Home,W,2,1,py Sport Luqueño,0.0,0.0,57.0,3654.0,Cleiton Schwengber,4-3-3,Byran Loayza,Match Report,0
2024-04-28,18:30,Série A,Matchweek 4,Sun,Away,D,1,1,Fortaleza,0.5,1.7,57.0,18113.0,Cleiton Schwengber,4-3-3,Davi de Oliveira Lacerda,Match Report,0
2024-05-04,18:30,Série A,Matchweek 5,Sat,Home,D,1,1,Flamengo,0.6,1.8,44.0,9917.0,Cleiton Schwengber,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,0
2024-05-09,21:00,Sudamericana,Group stage,Thu,Home,W,2,1,ar Racing Club,0.0,0.0,53.0,4850.0,Cleiton Schwengber,4-2-3-1,Kevin Ortega,Match Report,0
2024-05-12,18:30,Série A,Matchweek 6,Sun,Away,L,0,1,Bahia,0.5,0.8,51.0,36820.0,Cleiton Schwengber,4-3-3,Gustavo Ervino Bauermann,Match Report,0
2024-05-16,20:00,Sudamericana,Group stage,Thu,Away,W,3,2,py Sport Luqueño,0.0,0.0,62.0,448.0,Cleiton Schwengber,4-3-3,Augusto Aragón,Match Report,0
2024-05-28,20:30,Sudamericana,Group stage,Tue,Away,D,1,1,cl Coquimbo Unido,0.0,0.0,63.0,0.0,Cleiton Schwengber,4-2-3-1,Álex Cajas,Match Report,0
