Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Marc Martínez,es ESP,GK,34-078,21.0,30,5,1,4,1,27.3,0.26,-1.7,-0.08,114,289,39.4,523,93,38.2,34.2,153,58.2,45.5,385,20,5.2,16,0.76,12.9,Matches
Raúl Lizoain,es ESP,GK,33-146,19.0,16,0,1,3,0,23.6,0.31,7.6,0.4,157,398,39.4,500,82,45.8,38.2,196,86.2,56.6,389,21,5.4,21,1.11,12.3,Matches
Tomás Mejías,es ESP,GK,35-143,2.0,5,0,0,1,0,3.6,0.37,-1.4,-0.71,6,22,27.3,54,7,29.6,29.9,10,60.0,42.9,30,1,3.3,2,1.0,11.6,Matches
Squad Total,0,0,30.5,42.0,51,5,2,8,1,54.5,0.29,4.5,0.11,277,709,39.1,1055,182,42.0,0.0,381,69.8,49.5,804,42,5.2,39,0.93,0.0,0
Opponent Total,0,0,27.5,42.0,37,5,0,5,1,43.4,0.29,7.4,0.18,151,421,35.9,959,182,29.1,31.1,312,45.5,39.6,562,42,7.5,31,0.74,13.4,0
