Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Pedro Alcalá,es ESP,DF,35-094,36.8,1665,1561,96,83,0,41,6,1,0,0,0,0,1265,8,13,Matches
Iván Calero,es ESP,DF,29-061,36.0,1518,1187,323,35,4,13,133,253,35,7,11,1,1057,8,51,Matches
José Fontán,es ESP,DF,24-131,35.6,1794,1557,225,57,0,19,42,164,0,0,0,0,1317,12,36,Matches
Jairo Izquierdo,es ESP,"DF,FW",30-243,29.5,1108,955,146,10,4,2,94,131,4,0,2,0,816,7,39,Matches
Damián Musto,ar ARG,MF,37-012,30.1,1146,1092,48,28,0,7,6,1,0,0,0,0,938,6,11,Matches
Luis Muñoz,es ESP,"MF,FW",27-119,26.0,780,747,27,11,2,8,28,13,0,0,0,0,610,6,14,Matches
Tomás Alarcón,cl CHI,MF,25-154,26.5,1048,994,46,21,1,18,41,15,9,4,3,0,805,8,28,Matches
Alfredo Ortuño,es ESP,FW,33-152,27.0,515,497,15,0,3,4,13,0,0,0,0,0,294,3,20,Matches
Gonzalo Verdú,es ESP,DF,35-244,18.6,745,710,34,34,1,8,0,0,0,0,0,0,595,1,0,Matches
Marc Martínez,es ESP,GK,34-078,21.0,677,470,206,53,0,0,0,0,0,0,0,0,486,1,0,Matches
Andy,es ESP,MF,34-143,19.8,988,851,129,62,0,20,103,3,52,27,18,0,713,8,14,Matches
Raúl Lizoain,es ESP,GK,33-146,19.0,698,412,284,88,0,1,0,0,0,0,0,0,437,2,1,Matches
Kiko Olivas,es ESP,DF,35-305,16.8,808,755,51,43,1,1,0,3,0,0,0,0,719,2,7,Matches
Juanjo Narváez,co COL,"FW,MF",29-130,14.0,320,313,7,1,0,4,17,5,0,0,0,0,252,0,7,Matches
Isak Jansson,se SWE,"MF,FW",22-142,10.8,302,272,26,2,2,2,36,22,2,0,0,0,203,4,17,Matches
Darío Poveda,es ESP,FW,27-100,10.6,188,182,3,0,0,1,4,0,0,0,0,0,116,3,12,Matches
Juan Carlos,es ESP,"FW,MF",33-098,10.7,276,225,50,7,2,0,35,0,25,11,6,0,194,1,10,Matches
Hector Hevel,nl NED,"MF,FW",28-037,9.8,413,354,59,25,2,2,44,5,25,8,6,0,298,0,11,Matches
Arnau Solà,es ESP,DF,21-078,9.1,392,314,77,12,0,3,39,65,0,0,0,0,283,1,12,Matches
Mikel Rico,es ESP,"MF,FW",39-230,11.0,451,440,10,5,1,6,8,2,0,0,0,0,367,1,12,Matches
Diego Moreno,es ESP,DF,23-000,5.8,246,195,50,5,0,3,13,45,0,0,0,0,162,1,7,Matches
Jony Álamo,es ESP,MF,22-270,6.2,261,257,3,3,1,4,0,0,0,0,0,0,228,1,3,Matches
Iván Ayllón,es ESP,"FW,MF",23-048,5.7,119,108,9,0,1,1,4,2,1,0,1,0,85,2,5,Matches
Úmaro Embaló,pt POR,"FW,MF",23-046,6.0,128,119,9,1,0,1,25,8,0,0,0,0,85,0,4,Matches
Arnau Ortiz,es ESP,"FW,MF",22-236,5.5,140,138,2,2,1,1,9,0,0,0,0,0,113,0,1,Matches
Lauti,uy URU,"FW,MF",23-133,4.4,76,69,7,0,0,0,0,0,0,0,0,0,52,0,2,Matches
David Ferreiro,es ESP,"MF,FW",36-081,3.3,121,104,17,9,0,1,28,2,6,2,3,0,78,0,8,Matches
Tomás Mejías,es ESP,GK,35-143,2.0,64,49,15,5,0,0,0,0,0,0,0,0,43,0,0,Matches
Carlos Sanchez,es ESP,DF,23-063,1.5,39,27,12,0,0,0,1,12,0,0,0,0,30,0,1,Matches
Toni Datković,hr CRO,DF,30-228,1.0,53,51,2,1,0,0,0,0,0,0,0,0,45,0,0,Matches
Juan Sabater,0,DF,0,0.5,13,11,2,0,0,0,0,2,0,0,0,0,5,0,0,Matches
Djakaría Barro,ci CIV,MF,22-161,0.2,11,11,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
Jony,es ESP,FW,32-348,0.1,18,16,2,0,1,0,3,0,2,2,0,0,11,0,0,Matches
Mamadou Cellou,gn GUI,MF,22-168,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,30.5,42.0,17121,15043,1992,603,27,171,732,754,161,61,50,1,12710,86,346,0
Opponent Total,0,0,27.5,42.0,21601,19478,2041,543,54,157,985,885,224,90,79,2,17221,82,303,0
