Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Pedro Alcalá,es ESP,DF,35-094,36.8,1265,1665,76.0,30022,10948,276,325,84.9,746,819,91.1,237,483,49.1,0,0.4,0.5,-0.4,7,94,8,2,75,Matches
Iván Calero,es ESP,DF,29-061,36.0,1057,1518,69.6,19505,8768,487,557,87.4,392,526,74.5,151,333,45.3,4,3.3,3.6,0.7,37,89,41,17,125,Matches
José Fontán,es ESP,DF,24-131,35.6,1317,1794,73.4,25325,10839,495,566,87.5,652,819,79.6,151,333,45.3,0,0.7,0.8,-0.7,9,97,10,6,136,Matches
Jairo Izquierdo,es ESP,"DF,FW",30-243,29.5,816,1108,73.6,12502,3777,454,531,85.5,289,389,74.3,51,100,51.0,4,4.6,4.4,-0.6,34,48,34,16,100,Matches
Damián Musto,ar ARG,MF,37-012,30.1,938,1146,81.8,17611,4604,372,442,84.2,426,494,86.2,119,163,73.0,0,1.0,0.6,-1.0,12,70,9,2,91,Matches
Luis Muñoz,es ESP,"MF,FW",27-119,26.0,610,780,78.2,11148,3016,273,323,84.5,240,281,85.4,77,120,64.2,2,1.6,1.1,0.4,18,69,12,5,87,Matches
Tomás Alarcón,cl CHI,MF,25-154,26.5,805,1048,76.8,15800,4140,298,351,84.9,364,421,86.5,122,202,60.4,1,1.6,1.8,-0.6,24,89,20,7,108,Matches
Alfredo Ortuño,es ESP,FW,33-152,27.0,294,515,57.1,4376,743,177,256,69.1,81,150,54.0,21,44,47.7,3,2.8,0.9,0.2,20,23,7,0,28,Matches
Gonzalo Verdú,es ESP,DF,35-244,18.6,595,745,79.9,13413,4415,119,134,88.8,379,418,90.7,96,190,50.5,0,0.1,0.2,-0.1,2,29,2,0,35,Matches
Marc Martínez,es ESP,GK,34-078,21.0,486,677,71.8,14083,11013,98,98,100.0,227,229,99.1,157,345,45.5,0,0.0,0.0,0.0,1,11,0,0,1,Matches
Andy,es ESP,MF,34-143,19.8,713,988,72.2,13318,5189,310,380,81.6,277,345,80.3,107,204,52.5,1,1.5,1.9,-0.5,26,93,13,5,105,Matches
Raúl Lizoain,es ESP,GK,33-146,19.0,437,698,62.6,14977,12199,45,45,100.0,188,192,97.9,203,457,44.4,0,0.0,0.0,0.0,0,11,0,0,0,Matches
Kiko Olivas,es ESP,DF,35-305,16.8,719,808,89.0,13281,4778,246,272,90.4,402,419,95.9,58,86,67.4,0,0.1,0.2,-0.1,3,35,1,0,50,Matches
Juanjo Narváez,co COL,"FW,MF",29-130,14.0,252,320,78.8,3527,622,154,182,84.6,73,92,79.3,11,18,61.1,0,0.8,0.8,-0.8,12,9,9,4,21,Matches
Isak Jansson,se SWE,"MF,FW",22-142,10.8,203,302,67.2,3110,1221,108,128,84.4,78,114,68.4,10,28,35.7,1,0.8,1.1,0.2,8,18,16,7,27,Matches
Darío Poveda,es ESP,FW,27-100,10.6,116,188,61.7,1674,326,71,90,78.9,34,49,69.4,8,16,50.0,1,1.6,0.4,-0.6,7,9,8,0,18,Matches
