Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Carlos Neva,es ESP,DF,27.0,36,3146.0,87.0,92.0,35.0,36,87.0,27,0,0.0,2,0.56,34.0,66.0,-32.0,-0.92,2.04,38.9,56.1,-17.2,-0.49,0.96,Matches
Ignasi Miquel,es ESP,DF,30.0,34,2992.0,88.0,87.5,33.2,33,89.0,32,1,67.0,1,0.59,32.0,67.0,-35.0,-1.05,0.21,34.1,53.2,-19.0,-0.57,-0.03,Matches
Gerard Gumbau,es ESP,MF,28.0,35,2674.0,76.0,78.2,29.7,31,83.0,18,4,24.0,0,0.51,30.0,65.0,-35.0,-1.18,-0.45,31.8,50.7,-18.9,-0.64,-0.31,Matches
Lucas Boyé,ar ARG,FW,27.0,31,2541.0,82.0,74.3,28.2,30,83.0,15,1,45.0,0,0.52,26.0,57.0,-31.0,-1.1,-0.07,30.2,45.9,-15.8,-0.56,0.04,Matches
Sergio Ruiz,es ESP,MF,28.0,35,2494.0,71.0,72.9,27.7,30,80.0,14,5,20.0,1,0.58,28.0,57.0,-29.0,-1.05,0.12,29.4,41.4,-12.0,-0.43,0.5,Matches
Myrto Uzuni,al ALB,FW,28.0,34,2448.0,72.0,71.6,27.2,28,81.0,11,6,32.0,1,0.62,30.0,53.0,-23.0,-0.85,0.82,29.8,41.2,-11.4,-0.42,0.53,Matches
Ricard Sánchez,es ESP,DF,23.0,33,2295.0,70.0,67.1,25.5,25,86.0,14,8,19.0,4,0.42,28.0,55.0,-27.0,-1.06,0.06,30.5,42.1,-11.5,-0.45,0.36,Matches
Gonzalo Villar,es ESP,MF,25.0,35,1803.0,52.0,52.7,20.0,21,69.0,4,14,26.0,0,0.49,21.0,41.0,-20.0,-1.0,0.17,24.0,34.5,-10.4,-0.53,0.09,Matches
Bryan Zaragoza,es ESP,"MF,FW",22.0,21,1638.0,78.0,47.9,18.2,18,87.0,13,3,27.0,0,0.52,19.0,37.0,-18.0,-0.99,0.17,22.0,32.2,-10.2,-0.56,0.02,Matches
Miguel Ángel Rubio,es ESP,DF,25.0,19,1560.0,82.0,45.6,17.3,17,88.0,15,2,29.0,11,0.89,21.0,35.0,-14.0,-0.81,0.5,20.8,31.6,-10.9,-0.63,-0.11,Matches
Augusto Batalla,ar ARG,GK,27.0,17,1530.0,90.0,44.7,17.0,17,90.0,17,0,0.0,3,0.76,16.0,28.0,-12.0,-0.71,0.68,18.8,23.2,-4.4,-0.26,0.57,Matches
Bruno Méndez,uy URU,DF,23.0,17,1333.0,78.0,39.0,14.8,15,86.0,9,2,24.0,1,0.65,13.0,23.0,-10.0,-0.68,0.66,15.0,21.1,-6.1,-0.41,0.26,Matches
Óscar Melendo,es ESP,"MF,FW",25.0,26,1122.0,43.0,32.8,12.5,15,63.0,0,11,16.0,10,0.31,12.0,23.0,-11.0,-0.88,0.29,13.5,19.9,-6.4,-0.51,0.08,Matches
André Ferreira,pt POR,GK,27.0,15,1340.0,89.0,39.2,14.9,14,90.0,14,1,80.0,6,0.33,12.0,29.0,-17.0,-1.14,-0.1,15.9,24.6,-8.7,-0.59,-0.03,Matches
Raúl Torrente,es ESP,DF,21.0,17,1250.0,74.0,36.5,13.9,14,85.0,10,3,21.0,13,0.35,11.0,28.0,-17.0,-1.22,-0.23,15.4,22.9,-7.5,-0.54,0.04,Matches
Facundo Pellistri,uy URU,"MF,FW",21.0,15,1232.0,82.0,36.0,13.7,14,85.0,6,1,45.0,0,0.6,13.0,30.0,-17.0,-1.24,-0.25,14.6,20.7,-6.1,-0.45,0.18,Matches
José Callejón,es ESP,"MF,FW",36.0,25,803.0,32.0,23.5,8.9,7,65.0,0,18,19.0,13,0.72,8.0,21.0,-13.0,-1.46,-0.49,10.6,20.8,-10.2,-1.14,-0.75,Matches
Kamil Jóźwiak,pl POL,MF,25.0,11,571.0,52.0,16.7,6.3,7,74.0,1,4,13.0,1,0.82,8.0,9.0,-1.0,-0.16,1.11,6.9,8.8,-1.9,-0.31,0.31,Matches
Antonio Puertas,es ESP,"MF,FW",31.0,27,730.0,27.0,21.3,8.1,6,74.0,1,21,14.0,5,0.39,14.0,23.0,-9.0,-1.11,-0.04,11.6,14.8,-3.2,-0.39,0.23,Matches
Martin Hongla,cm CMR,"MF,DF",25.0,13,562.0,43.0,16.4,6.2,6,70.0,1,7,20.0,3,0.69,5.0,16.0,-11.0,-1.76,-0.82,5.0,11.4,-6.4,-1.02,-0.54,Matches
Kamil Piątkowski,pl POL,DF,23.0,9,505.0,56.0,14.8,5.6,6,74.0,4,3,21.0,8,0.56,3.0,15.0,-12.0,-2.14,-1.24,6.6,11.5,-4.9,-0.87,-0.35,Matches
Álvaro Carreras,es ESP,"MF,FW",20.0,13,475.0,37.0,13.9,5.3,5,67.0,0,8,18.0,2,0.46,10.0,11.0,-1.0,-0.19,1.03,8.7,7.3,1.4,0.27,0.97,Matches
Raúl Fernández,es ESP,GK,35.0,4,280.0,70.0,8.2,3.1,4,70.0,3,0,0.0,10,0.75,8.0,11.0,-3.0,-0.96,0.12,3.8,7.7,-3.9,-1.25,-0.74,Matches
Matias Arezo,uy URU,FW,20.0,14,369.0,26.0,10.8,4.1,3,65.0,1,11,16.0,6,0.86,3.0,8.0,-5.0,-1.22,-0.16,5.6,7.7,-2.2,-0.53,0.04,Matches
Marc Martínez,es ESP,GK,33.0,3,270.0,90.0,7.9,3.0,3,90.0,3,0,0.0,14,0.0,2.0,11.0,-9.0,-3.0,-2.09,4.1,8.8,-4.6,-1.54,-1.05,Matches
Wilson Manafá,pt POR,"DF,MF",29.0,4,240.0,60.0,7.0,2.7,3,77.0,1,1,9.0,14,0.25,1.0,6.0,-5.0,-1.87,-0.86,2.1,4.4,-2.2,-0.84,-0.29,Matches
Faitout Maouassa,fr FRA,"DF,MF",25.0,6,229.0,38.0,6.7,2.5,2,75.0,1,4,20.0,11,0.67,4.0,8.0,-4.0,-1.57,-0.53,4.1,5.4,-1.3,-0.46,0.11,Matches
Theo Corbeanu,ca CAN,"MF,FW",21.0,9,182.0,20.0,5.3,2.0,2,51.0,0,7,12.0,7,0.22,1.0,4.0,-3.0,-1.48,-0.43,1.2,3.4,-2.2,-1.0,-0.46,Matches
Víctor Díaz,es ESP,"DF,MF",35.0,4,162.0,41.0,4.7,1.8,2,63.0,0,2,19.0,14,0.75,1.0,8.0,-7.0,-3.89,-2.95,0.6,3.5,-2.9,-1.61,-1.09,Matches
Sergio Rodelas,es ESP,"FW,DF",18.0,3,122.0,41.0,3.6,1.4,2,52.0,0,1,18.0,0,0.0,1.0,4.0,-3.0,-2.21,-1.18,1.8,3.0,-1.2,-0.9,-0.34,Matches
Jesús Vallejo,es ESP,DF,26.0,3,108.0,36.0,3.2,1.2,1,90.0,1,2,9.0,1,1.33,1.0,4.0,-3.0,-2.5,-1.47,1.6,3.2,-1.6,-1.31,-0.77,Matches
Samuel Omorodion,es ESP,FW,19.0,1,80.0,80.0,2.3,0.9,1,80.0,0,0,0.0,0,0.0,1.0,2.0,-1.0,-1.13,-0.05,0.8,1.9,-1.1,-1.26,-0.71,Matches
Njegoš Petrović,rs SRB,"MF,FW",24.0,10,157.0,16.0,4.6,1.7,0,0.0,0,10,16.0,10,0.6,0.0,3.0,-3.0,-1.72,-0.67,2.1,5.4,-3.3,-1.88,-1.38,Matches
Famara Diedhiou,sn SEN,"FW,MF",30.0,8,89.0,11.0,2.6,1.0,0,0.0,0,8,11.0,8,0.5,2.0,3.0,-1.0,-1.01,0.07,2.2,2.0,0.2,0.2,0.79,Matches
Shon Weissman,il ISR,FW,27.0,5,82.0,16.0,2.4,0.9,0,0.0,0,5,16.0,6,0.4,1.0,0.0,1.0,1.1,2.23,2.2,1.2,1.0,1.07,1.67,Matches
Brau,es ESP,DF,21.0,1,31.0,31.0,0.9,0.3,0,0.0,0,1,31.0,0,0.0,0.0,3.0,-3.0,-8.71,-7.7,0.2,2.4,-2.2,-6.42,-5.91,Matches
Adri Bosch,es ESP,DF,22.0,1,26.0,26.0,0.8,0.3,0,0.0,0,1,26.0,12,0.0,2.0,2.0,0.0,0.0,1.09,0.7,1.6,-0.9,-3.16,-2.61,Matches
Pablo Saenz,0,MF,0.0,1,19.0,19.0,0.6,0.2,0,0.0,0,1,19.0,1,0.0,0.0,3.0,-3.0,-14.21,-13.2,0.0,2.2,-2.2,-10.59,-10.07,Matches
Alberto Soro,es ESP,MF,24.0,1,8.0,8.0,0.2,0.1,0,0.0,0,1,8.0,1,3.0,0.0,1.0,-1.0,-11.25,-10.19,0.1,0.6,-0.5,-5.81,-5.26,Matches
Alberto Perea,es ESP,"MF,FW",32.0,2,2.0,1.0,0.1,0.0,0,0.0,0,2,1.0,12,1.5,0.0,0.0,0.0,0.0,1.08,0.3,0.9,-0.6,-25.41,-24.86,Matches
Fran Árbol,es ESP,GK,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Eghosa Bello,ng NGA,FW,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mario González,es ESP,MF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Adrián López,es ESP,GK,24.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lassina Sangare,ci CIV,MF,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pol Tristán,es ESP,GK,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,26.7,38,3420.0,90.0,100.0,38.0,418,82.0,236,180,19.0,244,0.55,38.0,79.0,-41.0,-1.08,0.0,42.6,64.2,-21.6,-0.57,0.0,0
Opponent Total,0,0,27.2,38,3420.0,90.0,100.0,38.0,418,82.0,242,174,22.0,238,2.21,79.0,38.0,41.0,1.08,0.0,64.2,42.6,21.6,0.57,0.0,0
