Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Carlos Neva,es ESP,DF,27.0,36,36,3146.0,35.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,3.2,3.3,43.0,111.0,98.0,0.0,0.06,0.06,0.0,0.06,0.0,0.09,0.1,0.0,0.1,Matches
Ignasi Miquel,es ESP,DF,30.0,34,33,2992.0,33.2,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.4,1.4,1.2,2.5,8.0,83.0,8.0,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08,Matches
Gerard Gumbau,es ESP,MF,28.0,35,31,2674.0,29.7,0.0,3.0,3.0,0.0,0.0,0.0,12.0,0.0,1.8,1.8,4.0,5.8,20.0,135.0,29.0,0.0,0.1,0.1,0.0,0.1,0.06,0.14,0.19,0.06,0.19,Matches
Lucas Boyé,ar ARG,FW,27.0,31,30,2541.0,28.2,6.0,3.0,9.0,6.0,0.0,0.0,8.0,1.0,6.2,6.2,2.8,8.9,36.0,65.0,131.0,0.21,0.11,0.32,0.21,0.32,0.22,0.1,0.32,0.22,0.32,Matches
Sergio Ruiz,es ESP,MF,28.0,35,30,2494.0,27.7,0.0,4.0,4.0,0.0,0.0,0.0,9.0,0.0,0.7,0.7,1.3,2.0,34.0,113.0,23.0,0.0,0.14,0.14,0.0,0.14,0.03,0.05,0.07,0.03,0.07,Matches
Myrto Uzuni,al ALB,FW,28.0,34,28,2448.0,27.2,11.0,1.0,12.0,7.0,4.0,5.0,3.0,0.0,12.9,9.0,2.6,11.6,21.0,18.0,90.0,0.4,0.04,0.44,0.26,0.29,0.48,0.09,0.57,0.33,0.43,Matches
Ricard Sánchez,es ESP,DF,23.0,33,25,2295.0,25.5,3.0,0.0,3.0,3.0,0.0,0.0,8.0,0.0,1.0,1.0,1.9,2.9,49.0,84.0,103.0,0.12,0.0,0.12,0.12,0.12,0.04,0.08,0.11,0.04,0.11,Matches
Gonzalo Villar,es ESP,MF,25.0,35,21,1803.0,20.0,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,1.9,1.9,2.2,4.1,27.0,74.0,27.0,0.05,0.15,0.2,0.05,0.2,0.09,0.11,0.2,0.09,0.2,Matches
Bryan Zaragoza,es ESP,"MF,FW",22.0,21,18,1638.0,18.2,6.0,2.0,8.0,5.0,1.0,1.0,5.0,0.0,3.8,3.0,3.3,6.3,100.0,36.0,127.0,0.33,0.11,0.44,0.27,0.38,0.21,0.18,0.39,0.16,0.35,Matches
Miguel Ángel Rubio,es ESP,DF,25.0,19,17,1560.0,17.3,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,0.1,0.9,7.0,27.0,1.0,0.06,0.0,0.06,0.06,0.06,0.05,0.0,0.05,0.05,0.05,Matches
Augusto Batalla,ar ARG,GK,27.0,17,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Méndez,uy URU,DF,23.0,17,15,1333.0,14.8,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.6,0.6,0.1,0.7,8.0,47.0,14.0,0.14,0.0,0.14,0.14,0.14,0.04,0.01,0.05,0.04,0.05,Matches
Óscar Melendo,es ESP,"MF,FW",25.0,26,15,1122.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.9,21.0,38.0,33.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.07,0.04,0.07,Matches
André Ferreira,pt POR,GK,27.0,15,14,1340.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Raúl Torrente,es ESP,DF,21.0,17,14,1250.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.4,0.6,4.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches
Facundo Pellistri,uy URU,"MF,FW",21.0,15,14,1232.0,13.7,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,2.5,2.5,1.2,3.7,33.0,22.0,96.0,0.15,0.07,0.22,0.15,0.22,0.18,0.09,0.27,0.18,0.27,Matches
José Callejón,es ESP,"MF,FW",36.0,25,7,803.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.3,1.3,1.5,2.8,10.0,35.0,50.0,0.0,0.11,0.11,0.0,0.11,0.15,0.17,0.32,0.15,0.32,Matches
Kamil Jóźwiak,pl POL,MF,25.0,11,7,571.0,6.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.2,1.3,15.0,21.0,31.0,0.0,0.16,0.16,0.0,0.16,0.02,0.19,0.21,0.02,0.21,Matches
Antonio Puertas,es ESP,"MF,FW",31.0,27,6,730.0,8.1,0.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,3.2,1.6,0.6,2.2,18.0,22.0,46.0,0.0,0.25,0.25,0.0,0.25,0.39,0.08,0.47,0.2,0.27,Matches
Martin Hongla,cm CMR,"MF,DF",25.0,13,6,562.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Kamil Piątkowski,pl POL,DF,23.0,9,6,505.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.8,0.1,0.9,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.17,0.14,0.17,Matches
Álvaro Carreras,es ESP,"MF,FW",20.0,13,5,475.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.8,13.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.15,0.07,0.15,Matches
Raúl Fernández,es ESP,GK,35.0,4,4,280.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matias Arezo,uy URU,FW,20.0,14,3,369.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,0.1,1.2,6.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.28,0.01,0.3,0.28,0.3,Matches
Marc Martínez,es ESP,GK,33.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Wilson Manafá,pt POR,"DF,MF",29.0,4,3,240.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches
Faitout Maouassa,fr FRA,"DF,MF",25.0,6,2,229.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,8.0,6.0,15.0,0.0,0.39,0.39,0.0,0.39,0.06,0.18,0.24,0.06,0.24,Matches
Theo Corbeanu,ca CAN,"MF,FW",21.0,9,2,182.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,5.0,5.0,13.0,0.49,0.0,0.49,0.49,0.49,0.14,0.0,0.14,0.14,0.14,Matches
