Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Léo Jardim,br BRA,GK,29-092,10.0,285,244,283,2,0,0,285,0,0,0.0,0,0.0,135,830,505,0,0,0,0,0,97,0,Matches
Léo Pelé,br BRA,DF,28-106,10.0,567,84,285,259,23,4,567,0,0,0.0,0,0.0,313,2040,1228,14,6,0,2,2,382,1,Matches
Pablo Vegetti,ar ARG,FW,35-249,8.8,242,9,14,122,109,44,241,6,0,0.0,6,100.0,112,377,53,2,2,1,27,13,190,33,Matches
Pablo Galdames Millán,cl CHI,MF,27-173,8.1,423,10,88,245,94,7,423,3,0,0.0,3,100.0,210,998,473,6,6,0,4,5,288,15,Matches
Lucas Piton,br BRA,DF,23-255,7.9,503,25,168,176,163,7,503,16,11,68.8,4,25.0,239,1308,539,17,9,1,14,3,281,45,Matches
Rossi,br BRA,"FW,MF",31-059,4.8,177,3,18,72,89,7,177,5,1,20.0,3,60.0,93,475,185,7,7,0,9,6,111,40,Matches
Maicon,br BRA,DF,35-280,8.0,432,75,232,180,22,6,432,1,1,100.0,0,0.0,220,950,452,1,5,0,4,0,256,1,Matches
Paulo Henrique,br BRA,DF,27-331,7.2,412,26,118,197,103,7,412,16,8,50.0,8,50.0,196,1197,732,19,14,4,5,6,225,23,Matches
David,br BRA,"FW,MF",28-247,6.6,249,6,32,98,125,23,249,21,14,66.7,7,33.3,158,1013,494,18,12,8,19,11,177,57,Matches
Juan Sforza,ar ARG,MF,22-127,6.2,446,15,117,290,43,4,446,5,4,80.0,1,20.0,239,1198,542,4,3,0,5,3,321,3,Matches
Mateus Cocão,br BRA,MF,22-094,3.7,264,4,47,164,58,8,264,9,7,77.8,2,22.2,142,531,189,3,6,0,5,8,187,7,Matches
Zé Gabriel,br BRA,MF,25-151,4.0,191,14,43,132,20,4,191,9,5,55.6,3,33.3,97,503,234,4,5,0,4,4,113,2,Matches
João Victor,br BRA,DF,25-339,2.9,189,16,76,92,23,4,189,3,1,33.3,2,66.7,85,645,427,6,5,1,3,2,116,3,Matches
Dimitri Payet,fr FRA,MF,37-083,1.9,121,1,10,70,42,4,121,5,3,60.0,2,40.0,51,296,118,2,2,0,1,5,94,12,Matches
Adson,br BRA,"FW,MF",23-258,3.3,212,1,22,101,92,9,212,9,6,66.7,3,33.3,119,654,315,11,5,3,10,1,140,32,Matches
Rayan Vitor,br BRA,"FW,MF",17-322,3.3,104,1,19,46,43,9,104,9,5,55.6,2,22.2,56,495,216,6,3,2,5,1,72,19,Matches
Victor Luis,br BRA,DF,30-363,2.2,156,5,36,82,39,1,156,3,2,66.7,1,33.3,74,390,230,3,4,0,1,2,84,10,Matches
José Luis Rodríguez Bebanz,uy URU,DF,27-098,1.8,92,12,34,25,33,1,92,0,0,0.0,0,0.0,30,120,54,1,1,0,0,3,43,13,Matches
João Pedro,br BRA,MF,19-062,1.5,64,1,11,35,20,1,64,5,2,40.0,2,40.0,40,112,48,1,1,0,1,1,43,8,Matches
Hugo Moura,br BRA,MF,26-169,1.5,101,4,26,64,14,0,101,3,3,100.0,0,0.0,60,279,109,2,5,0,0,1,70,3,Matches
Gary Medel,cl CHI,DF,36-322,1.2,82,9,45,36,1,0,82,0,0,0.0,0,0.0,47,223,98,0,0,0,1,0,65,1,Matches
Clayton,br BRA,FW,25-161,1.6,55,3,5,17,34,12,55,1,1,100.0,0,0.0,22,86,14,1,0,1,5,7,38,10,Matches
Robert Rojas,py PAR,DF,28-051,0.4,16,0,8,7,1,0,16,0,0,0.0,0,0.0,9,40,17,0,0,0,0,0,10,0,Matches
Erick Marcus,br BRA,"MF,FW",20-111,0.7,42,1,8,20,14,5,42,1,0,0.0,1,100.0,24,115,29,1,1,1,5,3,21,6,Matches
Bruno Praxedes,br BRA,MF,22-133,0.5,28,0,5,11,14,2,28,3,2,66.7,1,33.3,11,115,68,2,1,0,0,1,14,1,Matches
Sergio Antonio De Luiz Junior,br BRA,"FW,MF",29-075,0.5,20,0,1,9,10,2,20,2,1,50.0,0,0.0,15,82,19,1,1,1,2,1,16,6,Matches
Squad Total,0,0,28.1,10.0,5473,569,1751,2552,1229,171,5472,135,77,57.0,51,37.8,2797,15072,7388,132,104,23,132,89,3454,351,0
Opponent Total,0,0,28.1,10.0,6074,596,1789,2800,1549,207,6074,206,99,48.1,90,43.7,3385,17871,9507,166,156,44,134,100,4042,403,0
