Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Léo Jardim,br BRA,GK,29-092,10,10,900,10.0,21,2.1,67,47,68.7,2,1,7,1,10.0,0,0,0,0,0.0,Matches
Squad Total,0,0,28.1,10,10,900,10.0,21,2.1,67,47,68.7,2,1,7,1,10.0,0,0,0,0,0.0,0
Opponent Total,0,0,28.1,10,10,900,10.0,7,0.7,35,27,80.0,7,1,2,5,50.0,1,0,1,0,100.0,0
