Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Léo Jardim,br BRA,GK,29-092,10.0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0.0,Matches
Léo Pelé,br BRA,DF,28-106,10.0,1,0,0,6,4,1,3,4,5,0,0,0,30,14,12,53.8,Matches
Pablo Vegetti,ar ARG,FW,35-249,8.8,3,0,0,14,22,9,4,0,1,1,0,0,12,51,44,53.7,Matches
Pablo Galdames Millán,cl CHI,MF,27-173,8.1,3,0,0,24,10,1,14,7,11,0,0,0,37,3,3,50.0,Matches
Lucas Piton,br BRA,DF,23-255,7.9,1,0,0,11,2,0,58,13,12,0,0,0,31,9,8,52.9,Matches
Rossi,br BRA,"FW,MF",31-059,4.8,1,0,0,8,6,2,44,4,5,0,0,0,15,6,10,37.5,Matches
Maicon,br BRA,DF,35-280,8.0,1,0,0,3,4,1,8,13,4,0,0,0,28,21,13,61.8,Matches
Paulo Henrique,br BRA,DF,27-331,7.2,0,0,0,14,5,0,24,13,13,0,0,0,43,7,7,50.0,Matches
David,br BRA,"FW,MF",28-247,6.6,2,0,0,8,7,1,9,4,7,0,0,0,28,6,8,42.9,Matches
Juan Sforza,ar ARG,MF,22-127,6.2,3,0,0,11,9,0,3,7,7,0,0,0,20,8,6,57.1,Matches
Mateus Cocão,br BRA,MF,22-094,3.7,2,0,0,5,6,0,1,4,7,0,0,0,25,7,1,87.5,Matches
Zé Gabriel,br BRA,MF,25-151,4.0,3,0,0,9,3,0,0,3,7,0,0,0,27,9,5,64.3,Matches
João Victor,br BRA,DF,25-339,2.9,1,1,0,4,4,0,1,2,9,0,0,0,14,7,2,77.8,Matches
Dimitri Payet,fr FRA,MF,37-083,1.9,0,0,0,1,2,0,9,0,3,0,0,0,7,0,1,0.0,Matches
Adson,br BRA,"FW,MF",23-258,3.3,0,0,0,2,1,0,8,3,10,0,0,0,20,2,5,28.6,Matches
Rayan Vitor,br BRA,"FW,MF",17-322,3.3,0,0,0,1,3,0,7,2,3,0,0,0,18,8,4,66.7,Matches
Victor Luis,br BRA,DF,30-363,2.2,1,1,0,7,4,0,9,4,4,0,0,0,10,6,4,60.0,Matches
José Luis Rodríguez Bebanz,uy URU,DF,27-098,1.8,0,0,0,1,0,0,11,1,5,0,0,0,4,4,4,50.0,Matches
João Pedro,br BRA,MF,19-062,1.5,0,0,0,0,2,0,0,0,5,0,0,0,5,3,4,42.9,Matches
Hugo Moura,br BRA,MF,26-169,1.5,1,1,0,2,3,0,1,4,6,0,0,0,12,1,0,100.0,Matches
Gary Medel,cl CHI,DF,36-322,1.2,0,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0.0,Matches
Clayton,br BRA,FW,25-161,1.6,0,0,0,7,1,3,2,1,3,0,0,0,4,6,7,46.2,Matches
Robert Rojas,py PAR,DF,28-051,0.4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0.0,Matches
Erick Marcus,br BRA,"MF,FW",20-111,0.7,0,0,0,1,1,0,2,0,1,0,0,0,9,1,2,33.3,Matches
Bruno Praxedes,br BRA,MF,22-133,0.5,1,0,0,2,1,0,2,0,2,0,0,0,4,1,0,100.0,Matches
Sergio Antonio De Luiz Junior,br BRA,"FW,MF",29-075,0.5,1,0,0,2,4,1,3,0,0,0,0,0,1,0,3,0.0,Matches
Squad Total,0,0,28.1,10.0,25,3,0,146,104,19,223,89,132,1,0,1,414,180,156,53.6,0
Opponent Total,0,0,28.1,10.0,15,1,0,110,142,13,191,76,82,0,1,0,443,155,180,46.3,0
