Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Léo Jardim,br BRA,GK,29-092,10,900.0,90.0,100.0,10.0,10,90.0,10,0,0.0,0,0.7,7.0,21.0,-14.0,-1.4,0.0,9.7,16.5,-6.7,-0.67,0.0,Matches
Léo Pelé,br BRA,DF,28-106,10,900.0,90.0,100.0,10.0,10,90.0,10,0,0.0,0,0.7,7.0,21.0,-14.0,-1.4,0.0,9.7,16.5,-6.7,-0.67,0.0,Matches
Pablo Vegetti,ar ARG,FW,35-249,9,792.0,88.0,88.0,8.8,9,88.0,8,0,0.0,0,0.78,7.0,19.0,-12.0,-1.36,0.3,9.2,15.1,-5.9,-0.67,0.02,Matches
Pablo Galdames Millán,cl CHI,MF,27-173,10,732.0,73.0,81.3,8.1,9,76.0,3,1,45.0,0,0.7,6.0,17.0,-11.0,-1.35,0.25,5.8,13.7,-7.9,-0.97,-1.61,Matches
Lucas Piton,br BRA,DF,23-255,8,711.0,89.0,79.0,7.9,8,89.0,7,0,0.0,2,0.75,7.0,19.0,-12.0,-1.52,-0.57,8.3,15.0,-6.7,-0.85,-0.83,Matches
Rossi,br BRA,"FW,MF",31-059,9,431.0,48.0,47.9,4.8,8,48.0,0,1,45.0,1,0.78,2.0,7.0,-5.0,-1.04,0.68,2.0,7.2,-5.1,-1.07,-0.77,Matches
Maicon,br BRA,DF,35-280,9,720.0,80.0,80.0,8.0,7,90.0,7,2,45.0,1,0.44,5.0,18.0,-13.0,-1.62,-1.13,7.0,14.2,-7.3,-0.91,-1.17,Matches
Paulo Henrique,br BRA,DF,27-331,10,647.0,65.0,71.9,7.2,7,85.0,4,3,17.0,0,0.7,4.0,15.0,-11.0,-1.53,-0.46,6.8,10.9,-4.0,-0.56,0.39,Matches
David,br BRA,"FW,MF",28-247,9,592.0,66.0,65.8,6.6,7,80.0,2,2,17.0,0,0.78,6.0,12.0,-6.0,-0.91,1.43,8.0,10.1,-2.1,-0.32,1.03,Matches
Juan Sforza,ar ARG,MF,22-127,9,559.0,62.0,62.1,6.2,6,76.0,3,3,35.0,0,0.67,7.0,15.0,-8.0,-1.29,0.3,7.0,9.8,-2.8,-0.45,0.59,Matches
Mateus Cocão,br BRA,MF,22-094,8,333.0,42.0,37.0,3.7,4,63.0,1,4,20.0,1,0.88,2.0,7.0,-5.0,-1.35,0.08,2.7,6.0,-3.3,-0.88,-0.33,Matches
Zé Gabriel,br BRA,MF,25-151,6,357.0,60.0,39.7,4.0,3,87.0,1,3,32.0,2,0.17,1.0,6.0,-5.0,-1.26,0.23,3.1,5.5,-2.4,-0.6,0.12,Matches
João Victor,br BRA,DF,25-339,5,263.0,53.0,29.2,2.9,3,56.0,0,2,48.0,4,1.2,3.0,6.0,-3.0,-1.03,0.53,2.7,5.7,-3.0,-1.03,-0.5,Matches
Dimitri Payet,fr FRA,MF,37-083,3,169.0,56.0,18.8,1.9,3,56.0,0,0,0.0,0,1.0,3.0,5.0,-2.0,-1.07,0.41,2.6,3.0,-0.4,-0.2,0.58,Matches
Adson,br BRA,"FW,MF",23-258,8,299.0,37.0,33.2,3.3,2,75.0,0,6,25.0,1,0.88,2.0,5.0,-3.0,-0.9,0.74,3.6,4.8,-1.2,-0.38,0.45,Matches
Rayan Vitor,br BRA,"FW,MF",17-322,7,295.0,42.0,32.8,3.3,2,50.0,0,5,39.0,3,0.43,3.0,11.0,-8.0,-2.44,-1.55,4.7,5.0,-0.4,-0.11,0.84,Matches
Victor Luis,br BRA,DF,30-363,4,195.0,49.0,21.7,2.2,2,90.0,1,2,8.0,6,0.25,0.0,2.0,-2.0,-0.92,0.61,1.4,2.3,-0.9,-0.41,0.34,Matches
José Luis Rodríguez Bebanz,uy URU,DF,27-098,4,166.0,42.0,18.4,1.8,2,70.0,0,2,14.0,4,1.0,1.0,6.0,-5.0,-2.71,-1.61,1.2,5.0,-3.7,-2.03,-1.66,Matches
João Pedro,br BRA,MF,19-062,3,137.0,46.0,15.2,1.5,2,60.0,0,1,17.0,5,1.33,0.0,0.0,0.0,0.0,1.65,0.6,1.1,-0.5,-0.35,0.38,Matches
