Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Léo Jardim,br BRA,GK,29-092,10.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,Matches
Léo Pelé,br BRA,DF,28-106,10.0,15,5,11,4,0,5,10,50.0,5,15,9,6,4,19,53,0,Matches
Pablo Vegetti,ar ARG,FW,35-249,8.8,1,1,0,1,0,1,6,16.7,5,2,1,1,0,1,8,0,Matches
Pablo Galdames Millán,cl CHI,MF,27-173,8.1,19,11,7,10,2,9,24,37.5,15,11,2,9,7,26,10,0,Matches
Lucas Piton,br BRA,DF,23-255,7.9,18,12,11,7,0,11,20,55.0,9,10,2,8,13,31,17,0,Matches
Rossi,br BRA,"FW,MF",31-059,4.8,5,5,2,3,0,2,5,40.0,3,8,1,7,4,9,3,0,Matches
Maicon,br BRA,DF,35-280,8.0,10,4,8,1,1,7,10,70.0,3,16,13,3,13,23,32,0,Matches
Paulo Henrique,br BRA,DF,27-331,7.2,19,13,9,8,2,13,21,61.9,8,10,3,7,13,32,15,0,Matches
David,br BRA,"FW,MF",28-247,6.6,10,7,3,6,1,1,5,20.0,4,3,0,3,4,14,4,0,Matches
Juan Sforza,ar ARG,MF,22-127,6.2,11,7,3,7,1,7,18,38.9,11,8,4,4,7,18,7,0,Matches
Mateus Cocão,br BRA,MF,22-094,3.7,9,7,4,4,1,2,14,14.3,12,5,0,5,4,13,1,1,Matches
Zé Gabriel,br BRA,MF,25-151,4.0,9,7,1,7,1,5,7,71.4,2,2,2,0,3,12,9,0,Matches
João Victor,br BRA,DF,25-339,2.9,11,9,9,1,1,7,8,87.5,1,4,1,3,2,13,11,0,Matches
Dimitri Payet,fr FRA,MF,37-083,1.9,3,3,1,2,0,0,0,0.0,0,0,0,0,0,3,0,0,Matches
Adson,br BRA,"FW,MF",23-258,3.3,10,10,2,5,3,1,6,16.7,5,4,0,4,3,13,3,0,Matches
Rayan Vitor,br BRA,"FW,MF",17-322,3.3,4,3,1,3,0,1,4,25.0,3,4,0,4,2,6,2,0,Matches
Victor Luis,br BRA,DF,30-363,2.2,7,4,4,2,1,4,6,66.7,2,0,0,0,4,11,5,0,Matches
José Luis Rodríguez Bebanz,uy URU,DF,27-098,1.8,5,5,5,0,0,5,6,83.3,1,3,0,3,1,6,15,0,Matches
João Pedro,br BRA,MF,19-062,1.5,6,5,3,1,2,2,5,40.0,3,3,0,3,0,6,1,0,Matches
Hugo Moura,br BRA,MF,26-169,1.5,7,6,5,2,0,4,7,57.1,3,2,0,2,4,11,2,0,Matches
Gary Medel,cl CHI,DF,36-322,1.2,1,0,1,0,0,0,0,0.0,0,1,1,0,0,1,3,0,Matches
Clayton,br BRA,FW,25-161,1.6,3,3,1,0,2,1,1,100.0,0,1,1,0,1,4,2,0,Matches
Robert Rojas,py PAR,DF,28-051,0.4,3,2,2,1,0,2,2,100.0,0,0,0,0,0,3,1,0,Matches
Erick Marcus,br BRA,"MF,FW",20-111,0.7,1,1,0,1,0,0,0,0.0,0,3,0,3,0,1,0,0,Matches
Bruno Praxedes,br BRA,MF,22-133,0.5,3,2,1,1,1,0,2,0.0,2,0,0,0,0,3,1,0,Matches
Sergio Antonio De Luiz Junior,br BRA,"FW,MF",29-075,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Squad Total,0,0,28.1,10.0,190,132,94,77,19,90,188,47.9,98,115,40,75,89,279,207,2,0
Opponent Total,0,0,28.1,10.0,140,82,75,49,16,51,128,39.8,77,110,34,76,76,216,220,1,0
