Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Léo Jardim,br BRA,GK,29-092,10.0,1,0.1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Léo Pelé,br BRA,DF,28-106,10.0,13,1.3,13,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pablo Vegetti,ar ARG,FW,35-249,8.8,17,1.93,9,0,0,5,3,0,0,0.0,0,0,0,0,0,0,Matches
Pablo Galdames Millán,cl CHI,MF,27-173,8.1,21,2.58,16,2,0,2,0,1,1,0.12,1,0,0,0,0,0,Matches
Lucas Piton,br BRA,DF,23-255,7.9,22,2.78,17,3,2,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rossi,br BRA,"FW,MF",31-059,4.8,17,3.55,8,8,0,0,1,0,2,0.42,1,1,0,0,0,0,Matches
Maicon,br BRA,DF,35-280,8.0,6,0.75,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Paulo Henrique,br BRA,DF,27-331,7.2,16,2.23,15,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
David,br BRA,"FW,MF",28-247,6.6,17,2.58,12,1,3,0,1,0,3,0.46,2,0,1,0,0,0,Matches
Juan Sforza,ar ARG,MF,22-127,6.2,12,1.93,10,0,0,1,1,0,1,0.16,1,0,0,0,0,0,Matches
Mateus Cocão,br BRA,MF,22-094,3.7,11,2.97,8,0,1,1,0,1,1,0.27,1,0,0,0,0,0,Matches
Zé Gabriel,br BRA,MF,25-151,4.0,5,1.26,4,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
João Victor,br BRA,DF,25-339,2.9,6,2.05,3,2,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Dimitri Payet,fr FRA,MF,37-083,1.9,8,4.26,5,2,0,1,0,0,3,1.6,2,1,0,0,0,0,Matches
Adson,br BRA,"FW,MF",23-258,3.3,13,3.91,12,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rayan Vitor,br BRA,"FW,MF",17-322,3.3,16,4.88,9,2,3,1,0,1,2,0.61,2,0,0,0,0,0,Matches
Victor Luis,br BRA,DF,30-363,2.2,4,1.85,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
José Luis Rodríguez Bebanz,uy URU,DF,27-098,1.8,3,1.63,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
João Pedro,br BRA,MF,19-062,1.5,2,1.31,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Hugo Moura,br BRA,MF,26-169,1.5,8,5.41,7,0,0,0,1,0,1,0.68,1,0,0,0,0,0,Matches
Gary Medel,cl CHI,DF,36-322,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Clayton,br BRA,FW,25-161,1.6,2,1.23,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Robert Rojas,py PAR,DF,28-051,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Erick Marcus,br BRA,"MF,FW",20-111,0.7,2,2.86,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Bruno Praxedes,br BRA,MF,22-133,0.5,2,3.67,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sergio Antonio De Luiz Junior,br BRA,"FW,MF",29-075,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,28.1,10.0,224,22.4,167,23,11,11,7,5,14,1.4,11,2,1,0,0,0,0
Opponent Total,0,0,28.1,10.0,315,31.5,229,30,14,18,20,4,35,3.5,23,3,3,5,0,1,0
