Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Léo Jardim,br BRA,GK,29-092,10.0,194,260,74.6,5755,4660,35,35,100.0,87,88,98.9,67,130,51.5,0,0.0,0.0,0.0,0,5,0,0,0,Matches
Léo Pelé,br BRA,DF,28-106,10.0,401,467,85.9,7597,3430,155,166,93.4,188,209,90.0,51,79,64.6,0,0.1,0.4,-0.1,3,39,2,1,38,Matches
Pablo Vegetti,ar ARG,FW,35-249,8.8,97,154,63.0,1385,225,50,76,65.8,36,52,69.2,3,3,100.0,0,1.4,0.4,-1.4,6,11,1,0,13,Matches
Pablo Galdames Millán,cl CHI,MF,27-173,8.1,293,355,82.5,5592,1921,112,125,89.6,131,148,88.5,43,61,70.5,1,0.4,0.7,0.6,11,45,3,2,49,Matches
Lucas Piton,br BRA,DF,23-255,7.9,321,417,77.0,5400,1830,151,168,89.9,118,145,81.4,38,64,59.4,0,0.6,1.1,-0.6,13,16,14,13,21,Matches
Rossi,br BRA,"FW,MF",31-059,4.8,77,138,55.8,1341,398,33,51,64.7,28,43,65.1,12,27,44.4,1,0.7,0.7,0.3,13,8,8,4,9,Matches
Maicon,br BRA,DF,35-280,8.0,280,350,80.0,6581,2912,71,78,91.0,136,149,91.3,70,112,62.5,0,0.1,0.1,-0.1,2,27,2,0,21,Matches
Paulo Henrique,br BRA,DF,27-331,7.2,255,333,76.6,4558,1481,111,131,84.7,118,143,82.5,22,43,51.2,0,0.2,0.5,-0.2,6,23,6,6,31,Matches
David,br BRA,"FW,MF",28-247,6.6,138,181,76.2,2054,424,75,86,87.2,50,63,79.4,7,12,58.3,1,0.8,1.1,0.2,8,9,7,1,16,Matches
Juan Sforza,ar ARG,MF,22-127,6.2,342,393,87.0,6227,1697,148,162,91.4,151,169,89.3,37,49,75.5,0,0.0,0.1,0.0,0,28,1,0,26,Matches
Mateus Cocão,br BRA,MF,22-094,3.7,182,224,81.3,2995,742,83,97,85.6,80,94,85.1,14,14,100.0,0,0.0,0.2,0.0,1,20,1,0,23,Matches
Zé Gabriel,br BRA,MF,25-151,4.0,126,153,82.4,2248,602,55,66,83.3,56,63,88.9,14,19,73.7,0,0.0,0.0,0.0,1,10,0,0,8,Matches
João Victor,br BRA,DF,25-339,2.9,126,153,82.4,2167,802,55,61,90.2,60,70,85.7,9,11,81.8,0,0.3,0.3,-0.3,2,15,2,0,16,Matches
Dimitri Payet,fr FRA,MF,37-083,1.9,90,108,83.3,1450,377,53,58,91.4,25,32,78.1,10,12,83.3,2,0.8,0.5,1.2,4,10,2,1,16,Matches
Adson,br BRA,"FW,MF",23-258,3.3,131,162,80.9,1767,467,77,87,88.5,46,54,85.2,1,7,14.3,0,0.3,0.3,-0.3,3,12,5,1,17,Matches
Rayan Vitor,br BRA,"FW,MF",17-322,3.3,52,71,73.2,925,328,22,28,78.6,20,26,76.9,7,11,63.6,0,0.9,0.7,-0.9,7,5,7,4,4,Matches
Victor Luis,br BRA,DF,30-363,2.2,101,127,79.5,1690,693,45,50,90.0,43,48,89.6,9,21,42.9,0,0.1,0.1,-0.1,3,9,2,0,13,Matches
José Luis Rodríguez Bebanz,uy URU,DF,27-098,1.8,35,66,53.0,688,269,15,21,71.4,15,29,51.7,5,12,41.7,0,0.0,0.0,0.0,2,7,1,1,7,Matches
João Pedro,br BRA,MF,19-062,1.5,33,45,73.3,664,240,14,17,82.4,11,15,73.3,6,7,85.7,0,0.0,0.0,0.0,0,10,1,0,7,Matches
Hugo Moura,br BRA,MF,26-169,1.5,70,86,81.4,1434,370,22,25,88.0,33,38,86.8,14,18,77.8,1,0.3,0.4,0.7,3,10,2,0,7,Matches
Gary Medel,cl CHI,DF,36-322,1.2,67,75,89.3,1300,426,19,19,100.0,41,43,95.3,7,13,53.8,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Clayton,br BRA,FW,25-161,1.6,21,29,72.4,335,19,11,14,78.6,5,6,83.3,3,4,75.0,0,0.0,0.1,0.0,0,0,1,0,2,Matches
Robert Rojas,py PAR,DF,28-051,0.4,11,12,91.7,230,130,2,2,100.0,7,7,100.0,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,2,Matches
Erick Marcus,br BRA,"MF,FW",20-111,0.7,20,28,71.4,295,74,9,11,81.8,7,8,87.5,1,3,33.3,0,0.1,0.0,-0.1,2,5,0,0,3,Matches
Bruno Praxedes,br BRA,MF,22-133,0.5,17,22,77.3,243,75,13,15,86.7,3,3,100.0,1,3,33.3,0,0.3,0.2,-0.3,3,1,1,0,2,Matches
Sergio Antonio De Luiz Junior,br BRA,"FW,MF",29-075,0.5,5,12,41.7,67,0,2,3,66.7,2,6,33.3,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,0,0,28.1,10.0,3485,4421,78.8,64988,24592,1438,1652,87.0,1497,1751,85.5,453,739,61.3,6,7.4,8.0,-1.4,93,327,69,34,352,0
Opponent Total,0,0,28.1,10.0,4067,4940,82.3,70075,25050,1811,2010,90.1,1752,2016,86.9,360,608,59.2,16,12.6,10.6,3.4,132,354,74,25,405,0
