Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Ollie Watkins,eng ENG,FW,27.0,35.7,19,107,47,43.9,2.99,1.31,0.18,0.4,12.8,0,0,0,16.8,16.8,0.16,2.2,2.2,Matches
Ezri Konsa,eng ENG,DF,25.0,34.1,1,19,5,26.3,0.56,0.15,0.05,0.2,12.2,0,0,0,2.5,2.5,0.13,-1.5,-1.5,Matches
John McGinn,sct SCO,"MF,FW",28.0,33.3,6,40,14,35.0,1.2,0.42,0.15,0.43,19.5,3,0,0,5.0,5.0,0.12,1.0,1.0,Matches
Douglas Luiz,br BRA,MF,25.0,33.3,9,44,13,29.5,1.32,0.39,0.11,0.38,23.3,5,4,4,6.9,3.8,0.09,2.1,1.2,Matches
Emiliano Martínez,ar ARG,GK,30.0,33.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Pau Torres,es ESP,DF,26.0,27.4,2,12,5,41.7,0.44,0.18,0.17,0.4,15.4,0,0,0,1.0,1.0,0.08,1.0,1.0,Matches
Lucas Digne,fr FRA,DF,30.0,26.8,1,20,4,20.0,0.75,0.15,0.05,0.25,20.0,6,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
Moussa Diaby,fr FRA,"FW,MF",24.0,24.2,6,54,22,40.7,2.24,0.91,0.11,0.27,15.9,0,0,0,7.0,7.0,0.13,-1.0,-1.0,Matches
Matty Cash,pl POL,DF,25.0,23.8,2,33,13,39.4,1.39,0.55,0.06,0.15,16.2,0,0,0,4.2,4.2,0.13,-2.2,-2.2,Matches
Leon Bailey,jm JAM,"MF,FW",25.0,23.0,10,53,18,34.0,2.31,0.78,0.19,0.56,16.1,1,0,0,6.3,6.3,0.12,3.7,3.7,Matches
Diego Carlos,br BRA,DF,30.0,20.2,0,10,1,10.0,0.5,0.05,0.0,0.0,9.1,0,0,0,1.9,1.9,0.19,-1.9,-1.9,Matches
Boubacar Kamara,fr FRA,MF,23.0,18.4,0,5,1,20.0,0.27,0.05,0.0,0.0,16.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Youri Tielemans,be BEL,"MF,FW",26.0,18.0,2,14,5,35.7,0.78,0.28,0.14,0.4,20.0,0,0,0,1.3,1.3,0.09,0.7,0.7,Matches
Clément Lenglet,fr FRA,DF,28.0,12.8,0,8,2,25.0,0.62,0.16,0.0,0.0,10.5,0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches
Álex Moreno,es ESP,DF,30.0,11.5,2,8,4,50.0,0.7,0.35,0.25,0.5,12.3,0,0,0,1.1,1.1,0.14,0.9,0.9,Matches
Nicolò Zaniolo,it ITA,"FW,MF",24.0,9.3,2,27,10,37.0,2.9,1.07,0.07,0.2,14.0,0,0,0,2.6,2.6,0.09,-0.6,-0.6,Matches
Jacob Ramsey,eng ENG,"FW,MF",22.0,9.5,1,19,4,21.1,2.0,0.42,0.05,0.25,15.9,0,0,0,2.2,2.2,0.11,-1.2,-1.2,Matches
Morgan Rogers,eng ENG,"MF,FW",21.0,7.1,3,11,5,45.5,1.55,0.71,0.27,0.6,14.8,0,0,0,1.4,1.4,0.12,1.6,1.6,Matches
Robin Olsen,se SWE,GK,33.0,4.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Jhon Durán,co COL,"FW,MF",19.0,5.3,5,20,7,35.0,3.79,1.33,0.25,0.71,16.8,0,0,0,2.0,2.0,0.1,3.0,3.0,Matches
Tim Iroegbunam,eng ENG,MF,20.0,1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Calum Chambers,eng ENG,"MF,DF",28.0,1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Leander Dendoncker,be BEL,MF,28.0,1.3,1,2,1,50.0,1.51,0.76,0.5,1.0,12.5,0,0,0,0.7,0.7,0.37,0.3,0.3,Matches
Tyrone Mings,eng ENG,DF,30.0,0.3,0,1,0,0.0,3.0,0.0,0.0,0.0,18.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Omari Kellyman,eng ENG,FW,17.0,0.4,0,1,0,0.0,2.43,0.0,0.0,0.0,20.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Philippe Coutinho,br BRA,"MF,FW",31.0,0.3,0,3,1,33.3,10.8,3.6,0.0,0.0,24.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Bertrand Traoré,bf BFA,"DF,FW",27.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Cameron Archer,eng ENG,MF,22.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Kaine Kesler-Hayden,eng ENG,"MF,DF",20.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Finley Munroe,eng ENG,MF,18.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Jaden Philogene Bidace,eng ENG,FW,21.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,26.9,38.0,72,511,182,35.6,13.45,4.79,0.13,0.37,16.0,15,4,4,63.3,60.3,0.12,8.7,7.7,0
Opponent Total,0,0,26.2,38.0,57,453,171,37.7,11.92,4.5,0.12,0.33,15.7,13,1,2,59.9,58.2,0.13,-2.9,-2.2,0
