Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Monchu,es ESP,MF,24-282,40.6,2456,60,349,1435,695,90,2453,46,20,43.5,20,43.5,1241,6319,2919,60,43,5,45,23,1629,82,Matches
Luis Pérez,es ESP,DF,29-138,39.7,2688,95,677,1214,815,34,2688,25,8,32.0,15,60.0,1228,6292,3108,95,82,8,43,7,1594,266,Matches
Enzo Boyomo,cm CMR,DF,22-258,33.1,2245,166,1001,1197,59,15,2245,19,11,57.9,8,42.1,1254,6395,3486,28,8,1,14,6,1494,5,Matches
Sergio Escudero,es ESP,DF,34-293,28.7,2120,81,645,1021,479,32,2120,22,12,54.5,9,40.9,881,3735,2154,42,34,6,30,5,1126,66,Matches
Jordi Masip,es ESP,GK,35-170,31.0,1076,915,1070,6,0,0,1076,1,1,100.0,0,0.0,572,2697,1675,0,0,0,0,0,479,0,Matches
Iván Sánchez,es ESP,"MF,FW",31-272,26.8,1576,17,165,732,703,62,1576,112,63,56.3,25,22.3,1050,8059,4483,159,95,33,70,48,1210,202,Matches
Mamadou Sylla,sn SEN,FW,30-093,24.8,665,27,44,278,352,117,664,50,18,36.0,29,58.0,390,2059,880,29,24,16,68,34,516,139,Matches
Víctor Meseguer,es ESP,"MF,FW",25-012,23.7,1318,32,225,762,338,68,1318,27,15,55.6,9,33.3,638,2551,1088,17,16,2,36,24,938,85,Matches
Stanko Jurić,hr CRO,MF,27-310,25.8,1926,79,475,1196,275,44,1926,31,11,35.5,18,58.1,965,5264,2239,22,16,1,33,16,1221,32,Matches
David Torres,es ESP,DF,21-108,20.5,1411,103,637,737,45,4,1411,6,4,66.7,2,33.3,801,4615,3243,25,12,0,12,3,987,4,Matches
Raúl Moro,es ESP,"MF,FW",21-199,17.1,717,4,69,233,432,115,717,89,53,59.6,29,32.6,462,4685,2651,113,42,71,33,18,544,220,Matches
César Tárrega,es ESP,DF,22-116,14.5,942,95,465,463,20,10,942,9,7,77.8,2,22.2,485,3070,2025,12,6,1,8,3,569,1,Matches
Kenedy,br BRA,"FW,MF",28-134,15.6,690,2,43,302,359,49,690,91,45,49.5,42,46.2,437,2441,916,29,36,12,72,39,488,104,Matches
Anuar,ma MAR,"MF,FW",29-158,10.2,439,22,91,191,167,22,439,17,5,29.4,8,47.1,262,1930,773,31,18,6,16,11,310,89,Matches
Lucas Oliveira Rosa,br BRA,"DF,MF",24-079,18.3,1160,51,321,483,372,32,1160,34,19,55.9,11,32.4,571,3526,1869,54,32,11,21,15,655,110,Matches
John,br BRA,GK,28-129,11.0,399,313,394,5,0,0,399,0,0,0.0,0,0.0,223,1074,632,0,0,0,0,0,191,0,Matches
César de la Hoz,es ESP,"MF,DF",32-083,10.7,667,33,187,391,90,9,667,3,1,33.3,2,66.7,324,1053,542,2,4,0,13,4,415,8,Matches
Lucas Oliveira,br BRA,MF,28-140,8.4,479,36,141,275,68,8,479,14,6,42.9,7,50.0,234,1082,605,4,7,1,10,7,306,14,Matches
Gustavo Henrique,br BRA,DF,31-089,7.7,575,59,261,298,16,9,575,0,0,0.0,0,0.0,328,1371,719,1,3,0,3,0,381,2,Matches
Álvaro Negredo,es ESP,FW,38-306,6.5,150,4,10,69,73,19,150,7,2,28.6,5,71.4,73,196,47,0,1,0,7,6,118,22,Matches
Amath,sn SEN,"MF,FW",27-341,6.3,280,3,29,107,146,33,280,28,13,46.4,15,53.6,188,1293,526,24,16,12,25,10,197,50,Matches
Marcos André,br BRA,FW,27-245,6.2,182,8,18,93,73,19,181,21,6,28.6,13,61.9,98,467,174,8,3,1,17,13,128,26,Matches
Javi Sánchez,es ESP,DF,27-099,5.2,354,27,169,184,3,1,354,1,1,100.0,0,0.0,200,1251,890,5,1,0,0,0,261,0,Matches
Sala,es ESP,FW,21-042,5.2,218,1,6,92,121,18,218,14,4,28.6,9,64.3,123,712,286,12,6,5,14,4,166,60,Matches
Stipe Biuk,hr CRO,"FW,MF",21-178,5.0,228,2,19,103,109,17,228,24,9,37.5,15,62.5,147,1255,646,30,9,13,21,6,168,46,Matches
Iván Cédric,es ESP,FW,22-182,4.8,80,3,5,39,36,18,80,7,3,42.9,2,28.6,53,183,86,4,3,1,15,5,59,20,Matches
Joni Montiel,es ESP,"MF,FW",25-292,4.9,288,1,20,110,160,10,288,15,4,26.7,11,73.3,172,993,395,9,12,6,11,8,210,26,Matches
