Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Monchu,es ESP,MF,24-282,42,3651.0,87.0,96.6,40.6,42,87.0,30,0,0.0,0,1.71,51.0,36.0,15.0,0.37,0.37,45.5,36.7,8.9,0.22,0.79,Matches
Luis Pérez,es ESP,DF,29-138,41,3572.0,87.0,94.5,39.7,41,87.0,36,0,0.0,1,1.73,50.0,33.0,17.0,0.43,1.29,44.4,34.5,9.8,0.25,1.01,Matches
Enzo Boyomo,cm CMR,DF,22-258,38,2975.0,78.0,78.7,33.1,33,86.0,29,5,26.0,2,1.84,44.0,30.0,14.0,0.42,0.31,38.5,30.6,7.9,0.24,0.22,Matches
Sergio Escudero,es ESP,DF,34-293,35,2585.0,74.0,68.4,28.7,33,77.0,15,2,14.0,5,1.94,36.0,21.0,15.0,0.52,0.52,28.3,23.5,4.8,0.17,-0.08,Matches
Jordi Masip,es ESP,GK,35-170,31,2790.0,90.0,73.8,31.0,31,90.0,31,0,0.0,10,1.71,38.0,22.0,16.0,0.52,0.61,33.6,24.3,9.3,0.3,0.41,Matches
Iván Sánchez,es ESP,"MF,FW",31-272,38,2409.0,63.0,63.7,26.8,28,75.0,7,10,31.0,2,1.71,36.0,26.0,10.0,0.37,0.05,31.9,22.9,8.9,0.33,0.39,Matches
Mamadou Sylla,sn SEN,FW,30-093,29,2235.0,77.0,59.1,24.8,26,83.0,15,3,22.0,1,1.69,32.0,23.0,9.0,0.36,0.01,25.9,23.6,2.3,0.09,-0.24,Matches
Víctor Meseguer,es ESP,"MF,FW",25-012,33,2134.0,65.0,56.5,23.7,24,79.0,10,9,27.0,7,1.79,29.0,14.0,15.0,0.63,0.63,24.6,18.6,6.0,0.26,0.15,Matches
Stanko Jurić,hr CRO,MF,27-310,38,2318.0,61.0,61.3,25.8,23,86.0,17,15,22.0,1,1.71,30.0,24.0,6.0,0.23,-0.32,29.8,26.4,3.4,0.13,-0.15,Matches
David Torres,es ESP,DF,21-108,24,1845.0,77.0,48.8,20.5,21,87.0,16,3,9.0,12,1.92,27.0,20.0,7.0,0.34,-0.03,25.5,21.7,3.8,0.18,-0.02,Matches
Raúl Moro,es ESP,"MF,FW",21-199,30,1541.0,51.0,40.8,17.1,18,68.0,4,12,27.0,2,1.83,26.0,14.0,12.0,0.7,0.58,19.6,15.2,4.4,0.26,0.12,Matches
César Tárrega,es ESP,DF,22-116,16,1309.0,82.0,34.6,14.5,15,86.0,13,1,12.0,3,2.0,16.0,6.0,10.0,0.69,0.51,12.6,8.9,3.7,0.26,0.1,Matches
