Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Calvin Verdonk,id IDN,DF,26.0,31.7,5,0,0,39,18,1,85,39,71,0,1,0,213,31,32,49.2,Matches
Jasper Cillessen,nl NED,GK,34.0,29.3,1,0,0,0,4,0,0,0,0,0,0,0,37,9,0,100.0,Matches
Bram Nuytinck,nl NED,DF,33.0,26.7,3,1,0,26,6,0,3,27,21,0,0,0,125,75,64,54.0,Matches
Dirk Proper,nl NED,MF,21.0,25.5,4,0,0,25,22,0,4,28,24,0,1,0,132,42,44,48.8,Matches
Koki Ogawa,jp JPN,FW,25.0,24.5,1,0,0,17,33,14,0,5,12,1,0,0,34,69,88,43.9,Matches
Sontje Hansen,nl NED,FW,21.0,21.2,3,0,0,11,24,4,40,6,16,2,0,0,94,15,26,36.6,Matches
Bart van Rooij,nl NED,DF,22.0,21.9,5,1,1,15,19,0,73,12,23,0,1,0,105,27,25,51.9,Matches
Mees Hoedemakers,nl NED,MF,25.0,21.7,2,1,0,18,15,2,46,30,35,0,0,0,126,14,23,37.8,Matches
Philippe Sandler,nl NED,DF,26.0,20.8,3,0,0,19,10,0,2,17,14,0,1,0,92,46,22,67.6,Matches
Magnus Mattsson,dk DEN,MF,24.0,19.0,1,0,0,9,33,0,17,14,18,0,0,0,109,21,31,40.4,Matches
Youri Baas,nl NED,"DF,FW",20.0,19.1,4,0,0,18,21,1,28,14,40,0,1,0,109,21,22,48.8,Matches
Kodai Sano,jp JPN,"FW,MF",19.0,17.7,3,0,0,19,35,2,24,20,17,1,0,0,101,17,23,42.5,Matches
Roberto González,es ESP,"FW,MF",22.0,15.4,2,0,0,16,44,2,36,4,14,1,0,0,73,7,17,29.2,Matches
Lasse Schöne,dk DEN,MF,37.0,13.8,2,0,0,18,9,0,70,13,7,0,0,0,98,14,16,46.7,Matches
Tjaronn Chery,sr SUR,"MF,FW",35.0,11.5,0,0,0,2,15,2,75,4,6,0,0,0,48,1,3,25.0,Matches
Brayann Pereira,fr FRA,DF,20.0,8.8,1,0,0,12,20,0,26,14,24,0,1,0,45,12,10,54.5,Matches
Mathias Ross,dk DEN,DF,22.0,11.6,3,0,0,9,10,0,0,11,8,0,0,0,27,39,18,68.4,Matches
Lars Olden Larsen,no NOR,FW,24.0,7.5,0,0,0,10,6,0,12,4,17,0,0,0,31,8,17,32.0,Matches
Bas Dost,nl NED,FW,34.0,5.1,1,0,0,0,3,5,2,1,0,0,0,0,5,48,24,66.7,Matches
Sylla Sow,nl NED,FW,26.0,5.4,1,0,0,11,10,5,4,1,2,1,0,0,13,7,22,24.1,Matches
Robin Roefs,nl NED,GK,20.0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0,Matches
Elayis Tavsan,nl NED,FW,22.0,3.8,3,1,1,6,10,2,8,0,3,0,0,0,15,2,2,50.0,Matches
Yvandro Borges Sanches,lu LUX,"FW,MF",19.0,2.4,0,0,0,0,3,0,4,0,1,0,0,0,9,0,0,0.0,Matches
Sai van Wermeskerken,jp JPN,DF,29.0,1.8,1,0,0,1,0,0,2,4,3,0,0,0,10,4,3,57.1,Matches
Pedro David Rosendo Marques,pt POR,FW,25.0,0.5,2,0,0,0,3,0,2,0,0,0,0,0,4,1,2,33.3,Matches
Nils Rossen,nl NED,"MF,FW",17.0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0.0,Matches
Luc Netten,nl NED,DF,19.0,0.3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
D'Leanu Arts,nl NED,DF,20.0,0.3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Squad Total,0,0,26.0,34.0,53,4,2,304,373,40,563,268,376,6,6,0,1670,531,535,49.8,0
Opponent Total,0,0,25.0,34.0,64,3,0,383,285,34,790,301,393,5,6,1,1779,535,531,50.2,0
