Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Rodrigo Guth,br BRA,DF,22.0,31.3,36,19,22,12,2,24,36,66.7,12,37,24,13,32,68,105,2,Matches
Ivo Pinto,pt POR,DF,33.0,31.2,59,41,39,14,6,35,63,55.6,28,25,6,19,25,84,72,0,Matches
Iñigo Córdoba,es ESP,"FW,MF",26.0,29.2,92,62,46,31,15,37,85,43.5,48,63,6,57,42,134,24,0,Matches
Deroy Duarte,cv CPV,MF,24.0,26.9,64,35,26,34,4,33,62,53.2,29,30,8,22,27,91,43,0,Matches
Mitchell Dijks,nl NED,DF,30.0,26.0,56,33,34,14,8,38,51,74.5,13,34,5,29,20,76,51,0,Matches
Dimitris Siovas,gr GRE,DF,34.0,25.6,36,17,27,7,2,17,29,58.6,12,28,19,9,49,85,120,0,Matches
Kaj Sierhuis,nl NED,FW,25.0,24.2,11,5,1,4,6,4,18,22.2,14,16,4,12,0,11,11,0,Matches
Alen Halilović,hr CRO,"MF,FW",27.0,23.3,24,13,9,12,3,18,37,48.6,19,20,2,18,9,33,4,0,Matches
Loreintz Rosier,fr FRA,MF,24.0,19.0,57,31,33,19,5,19,36,52.8,17,37,7,30,41,98,50,0,Matches
Ivor Pandur,hr CRO,GK,23.0,16.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,3,0,Matches
Justin Lonwijk,sr SUR,"FW,MF",23.0,11.4,24,15,8,13,3,10,20,50.0,10,8,0,8,13,37,5,0,Matches
Tijjani Noslin,nl NED,FW,24.0,11.3,16,9,4,10,2,9,17,52.9,8,19,2,17,8,24,5,0,Matches
Michael Verrips,nl NED,GK,26.0,12.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,0,Matches
Oğuzhan Özyakup,tr TUR,MF,30.0,10.7,25,18,8,14,3,17,30,56.7,13,15,2,13,14,39,6,0,Matches
Siemen Voet,be BEL,DF,23.0,10.9,24,18,16,5,3,16,24,66.7,8,17,10,7,19,43,48,0,Matches
Arianit Ferati,xk KVX,"MF,DF",25.0,8.2,18,9,6,8,4,8,24,33.3,16,7,0,7,8,26,10,0,Matches
Ragnar Oratmangoen,id IDN,"MF,FW",25.0,9.8,10,6,5,1,4,7,15,46.7,8,8,1,7,8,18,7,0,Matches
Sadik Fofana,tg TOG,DF,20.0,7.0,24,13,17,7,0,9,22,40.9,13,10,6,4,3,27,17,0,Matches
Rémy Vita,mg MAD,"DF,MF",22.0,6.6,23,17,13,9,1,10,21,47.6,11,11,3,8,11,34,13,0,Matches
Kristoffer Peterson,se SWE,"MF,FW",28.0,6.5,2,1,0,1,1,0,4,0.0,4,9,0,9,1,3,2,0,Matches
Luuk Koopmans,nl NED,GK,29.0,5.0,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Alessio da Cruz,0,"FW,MF",26.0,4.5,3,3,2,1,0,0,1,0.0,1,2,0,2,1,4,1,0,Matches
Marko Lazetić,rs SRB,"FW,DF",19.0,2.0,2,1,1,0,1,1,5,20.0,4,1,0,1,0,2,2,0,Matches
Iman Griffith,nl NED,"FW,MF",21.0,2.7,5,4,1,2,2,1,7,14.3,6,3,1,2,2,7,1,0,Matches
Milan Robberechts,be BEL,"FW,MF",19.0,2.4,7,3,2,2,3,2,5,40.0,3,2,0,2,2,9,2,0,Matches
Paul Gladon,nl NED,FW,31.0,1.9,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,3,0,Matches
Mouhamed Belkheir,fr FRA,"FW,MF",24.0,4.7,4,2,1,2,1,3,6,50.0,3,3,0,3,0,4,2,0,Matches
Tom Hendriks,nl NED,GK,21.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,Matches
Nathan Markelo,cw CUW,DF,24.0,0.8,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,2,0,Matches
Jayden Braaf,nl NED,"FW,MF",20.0,0.5,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,Matches
Daan Bisschops,nl NED,MF,18.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Sjors Hermsen,0,"FW,MF",0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,26.8,34.0,626,379,323,224,79,321,626,51.3,305,407,106,301,335,961,617,2,0
Opponent Total,0,0,25.0,34.0,536,328,242,222,72,288,572,50.3,284,331,96,235,252,788,807,10,0
