Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Rodrigo Guth,br BRA,DF,22.0,31.3,8,1,1,34,3,0,11,32,19,0,0,0,153,98,57,63.2,Matches
Ivo Pinto,pt POR,DF,33.0,31.2,6,0,0,25,9,0,150,25,41,0,0,0,145,11,13,45.8,Matches
Iñigo Córdoba,es ESP,"FW,MF",26.0,29.2,2,0,0,23,58,16,95,42,62,1,0,0,199,57,52,52.3,Matches
Deroy Duarte,cv CPV,MF,24.0,26.9,4,0,0,25,16,0,2,27,35,0,1,0,153,34,35,49.3,Matches
Mitchell Dijks,nl NED,DF,30.0,26.0,4,0,0,33,30,0,48,20,33,0,1,0,115,28,18,60.9,Matches
Dimitris Siovas,gr GRE,DF,34.0,25.6,6,0,0,19,9,1,3,49,17,0,0,1,125,110,47,70.1,Matches
Kaj Sierhuis,nl NED,FW,25.0,24.2,4,0,0,28,32,9,14,0,5,1,0,0,50,87,115,43.1,Matches
Alen Halilović,hr CRO,"MF,FW",27.0,23.3,1,0,0,15,29,1,120,9,13,0,0,0,130,5,19,20.8,Matches
Loreintz Rosier,fr FRA,MF,24.0,19.0,4,0,0,35,13,0,8,41,31,0,0,0,136,56,23,70.9,Matches
Ivor Pandur,hr CRO,GK,23.0,16.0,1,0,0,0,1,0,0,0,0,0,0,0,20,7,0,100.0,Matches
Justin Lonwijk,sr SUR,"FW,MF",23.0,11.4,3,0,0,24,18,0,8,13,15,1,0,0,51,18,19,48.6,Matches
Tijjani Noslin,nl NED,FW,24.0,11.3,2,1,0,17,9,4,31,8,9,1,0,0,53,27,32,45.8,Matches
Michael Verrips,nl NED,GK,26.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,100.0,Matches
Oğuzhan Özyakup,tr TUR,MF,30.0,10.7,3,0,0,10,9,0,59,14,18,0,0,0,80,2,5,28.6,Matches
Siemen Voet,be BEL,DF,23.0,10.9,2,0,0,12,3,0,5,19,18,0,0,0,41,28,26,51.9,Matches
Arianit Ferati,xk KVX,"MF,DF",25.0,8.2,0,0,0,9,7,0,11,8,9,0,0,0,63,9,9,50.0,Matches
Ragnar Oratmangoen,id IDN,"MF,FW",25.0,9.8,2,0,0,13,10,0,16,8,6,0,0,0,59,13,13,50.0,Matches
Sadik Fofana,tg TOG,DF,20.0,7.0,0,0,0,6,4,0,1,3,13,0,0,1,39,9,11,45.0,Matches
Rémy Vita,mg MAD,"DF,MF",22.0,6.6,1,0,0,10,11,0,30,11,17,0,0,0,47,5,7,41.7,Matches
Kristoffer Peterson,se SWE,"MF,FW",28.0,6.5,1,0,0,6,11,0,41,1,1,1,0,0,22,3,8,27.3,Matches
Luuk Koopmans,nl NED,GK,29.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,12,1,0,100.0,Matches
Alessio da Cruz,0,"FW,MF",26.0,4.5,0,0,0,6,7,1,7,1,3,0,0,0,13,9,15,37.5,Matches
Marko Lazetić,rs SRB,"FW,DF",19.0,2.0,1,0,0,1,5,0,1,0,1,0,0,0,5,2,8,20.0,Matches
Iman Griffith,nl NED,"FW,MF",21.0,2.7,0,0,0,0,1,2,6,2,4,1,0,0,8,0,3,0.0,Matches
Milan Robberechts,be BEL,"FW,MF",19.0,2.4,1,0,0,4,10,0,3,2,3,0,0,0,11,4,6,40.0,Matches
Paul Gladon,nl NED,FW,31.0,1.9,0,0,0,3,3,3,0,0,1,0,0,0,5,13,6,68.4,Matches
Mouhamed Belkheir,fr FRA,"FW,MF",24.0,4.7,1,1,0,11,3,3,4,0,2,0,0,0,14,3,6,33.3,Matches
Tom Hendriks,nl NED,GK,21.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Nathan Markelo,cw CUW,DF,24.0,0.8,1,0,0,0,4,0,1,0,2,0,0,0,6,1,0,100.0,Matches
Jayden Braaf,nl NED,"FW,MF",20.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0.0,Matches
Daan Bisschops,nl NED,MF,18.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Sjors Hermsen,0,"FW,MF",0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,26.8,34.0,58,3,1,369,315,40,675,335,379,6,2,2,1778,645,555,53.8,0
Opponent Total,0,0,25.0,34.0,49,4,2,334,345,44,572,252,328,1,7,1,1664,555,643,46.3,0
