Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Ivor Pandur,hr CRO,GK,23.0,16,16,1440,16.0,28,1.75,78,51,66.7,5,4,7,4,25.0,2,2,0,0,0.0,Matches
Michael Verrips,nl NED,GK,26.0,12,12,1080,12.0,22,1.83,51,30,56.9,4,3,5,2,16.7,0,0,0,0,0.0,Matches
Luuk Koopmans,nl NED,GK,29.0,5,5,450,5.0,6,1.2,19,13,68.4,0,3,2,2,40.0,0,0,0,0,0.0,Matches
Tom Hendriks,nl NED,GK,21.0,1,1,90,1.0,0,0.0,3,3,100.0,0,1,0,1,100.0,0,0,0,0,0.0,Matches
Squad Total,0,0,26.8,34,34,3060,34.0,56,1.65,151,97,64.2,9,11,14,9,26.5,2,2,0,0,0.0,0
Opponent Total,0,0,25.0,34,34,3060,34.0,37,1.09,156,118,78.2,14,11,9,16,47.1,7,3,2,2,40.0,0
