Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Rodrigo Guth,br BRA,DF,22.0,31.3,1046,1352,77.4,21370,7319,316,380,83.2,587,649,90.4,132,274,48.2,2,1.4,1.5,0.6,16,82,6,3,91,Matches
Ivo Pinto,pt POR,DF,33.0,31.2,936,1402,66.8,17230,7807,382,446,85.7,401,587,68.3,114,284,40.1,4,3.6,4.7,0.4,40,83,62,36,121,Matches
Iñigo Córdoba,es ESP,"FW,MF",26.0,29.2,621,983,63.2,9789,3731,329,459,71.7,222,316,70.3,45,104,43.3,2,3.6,5.7,-1.6,38,46,45,18,103,Matches
Deroy Duarte,cv CPV,MF,24.0,26.9,734,889,82.6,12624,3067,320,373,85.8,332,383,86.7,58,89,65.2,0,1.3,1.0,-1.3,19,77,8,1,84,Matches
Mitchell Dijks,nl NED,DF,30.0,26.0,792,1091,72.6,14262,6553,317,363,87.3,392,525,74.7,69,146,47.3,2,1.6,1.3,0.4,21,72,16,12,95,Matches
Dimitris Siovas,gr GRE,DF,34.0,25.6,872,1109,78.6,18089,6306,238,274,86.9,509,585,87.0,109,212,51.4,0,0.2,0.7,-0.2,4,54,4,1,67,Matches
Kaj Sierhuis,nl NED,FW,25.0,24.2,361,546,66.1,5203,1187,211,291,72.5,107,162,66.0,20,31,64.5,3,2.6,2.8,0.4,35,28,24,4,50,Matches
Alen Halilović,hr CRO,"MF,FW",27.0,23.3,767,989,77.6,15582,4129,297,347,85.6,293,362,80.9,155,237,65.4,2,3.4,3.9,-1.4,37,79,32,14,108,Matches
Loreintz Rosier,fr FRA,MF,24.0,19.0,585,771,75.9,10742,3463,264,315,83.8,238,306,77.8,70,111,63.1,0,0.9,1.4,-0.9,11,62,6,1,79,Matches
Ivor Pandur,hr CRO,GK,23.0,16.0,379,554,68.4,11112,8199,71,71,100.0,172,174,98.9,135,305,44.3,0,0.0,0.0,0.0,0,10,0,0,0,Matches
Justin Lonwijk,sr SUR,"FW,MF",23.0,11.4,162,256,63.3,2611,638,78,111,70.3,65,85,76.5,9,28,32.1,2,1.5,0.8,0.5,10,20,3,1,31,Matches
