Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Rodrigo Guth,br BRA,DF,22.0,32,32,2814.0,31.3,3.0,2.0,5.0,3.0,0.0,0.0,8.0,1.0,2.0,2.0,1.4,3.4,26.0,91.0,16.0,0.1,0.06,0.16,0.1,0.16,0.06,0.05,0.11,0.06,0.11,Matches
Ivo Pinto,pt POR,DF,33.0,32,32,2806.0,31.2,0.0,4.0,4.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,3.6,4.0,79.0,121.0,129.0,0.0,0.13,0.13,0.0,0.13,0.01,0.12,0.13,0.01,0.13,Matches
Iñigo Córdoba,es ESP,"FW,MF",26.0,33,31,2631.0,29.2,4.0,2.0,6.0,4.0,0.0,0.0,2.0,0.0,6.2,6.2,3.6,9.8,112.0,103.0,221.0,0.14,0.07,0.21,0.14,0.21,0.21,0.12,0.34,0.21,0.34,Matches
Deroy Duarte,cv CPV,MF,24.0,28,27,2420.0,26.9,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.7,0.7,1.3,2.1,15.0,84.0,30.0,0.07,0.0,0.07,0.07,0.07,0.03,0.05,0.08,0.03,0.08,Matches
Mitchell Dijks,nl NED,DF,30.0,31,27,2341.0,26.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,1.6,2.0,49.0,95.0,46.0,0.0,0.08,0.08,0.0,0.08,0.01,0.06,0.08,0.01,0.08,Matches
Dimitris Siovas,gr GRE,DF,34.0,27,27,2300.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,0.2,0.9,9.0,67.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,Matches
Kaj Sierhuis,nl NED,FW,25.0,31,27,2174.0,24.2,12.0,3.0,15.0,11.0,1.0,2.0,4.0,0.0,12.6,11.0,2.6,13.6,42.0,50.0,130.0,0.5,0.12,0.62,0.46,0.58,0.52,0.11,0.63,0.46,0.56,Matches
Alen Halilović,hr CRO,"MF,FW",27.0,31,25,2096.0,23.3,4.0,2.0,6.0,3.0,1.0,2.0,1.0,0.0,5.7,4.2,3.4,7.6,39.0,108.0,69.0,0.17,0.09,0.26,0.13,0.21,0.25,0.15,0.39,0.18,0.33,Matches
Loreintz Rosier,fr FRA,MF,24.0,30,18,1711.0,19.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,0.9,1.7,11.0,79.0,7.0,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.09,0.04,0.09,Matches
Ivor Pandur,hr CRO,GK,23.0,16,16,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
