Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Rodrigo Guth,br BRA,DF,22.0,31.3,44,1.41,42,1,0,1,0,0,4,0.13,4,0,0,0,0,0,Matches
Ivo Pinto,pt POR,DF,33.0,31.2,84,2.69,64,17,1,2,0,0,5,0.16,3,1,0,1,0,0,Matches
Iñigo Córdoba,es ESP,"FW,MF",26.0,29.2,97,3.32,68,2,7,10,6,4,11,0.38,8,0,2,1,0,0,Matches
Deroy Duarte,cv CPV,MF,24.0,26.9,39,1.45,36,0,0,2,0,1,3,0.11,2,0,0,1,0,0,Matches
Mitchell Dijks,nl NED,DF,30.0,26.0,57,2.19,43,11,2,0,0,1,5,0.19,4,1,0,0,0,0,Matches
Dimitris Siovas,gr GRE,DF,34.0,25.6,19,0.74,18,0,0,1,0,0,2,0.08,2,0,0,0,0,0,Matches
Kaj Sierhuis,nl NED,FW,25.0,24.2,72,2.98,52,0,4,5,11,0,5,0.21,3,0,1,0,1,0,Matches
Alen Halilović,hr CRO,"MF,FW",27.0,23.3,102,4.38,56,27,7,7,4,1,6,0.26,2,2,2,0,0,0,Matches
Loreintz Rosier,fr FRA,MF,24.0,19.0,32,1.68,24,1,1,3,1,2,0,0.0,0,0,0,0,0,0,Matches
Ivor Pandur,hr CRO,GK,23.0,16.0,2,0.12,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Justin Lonwijk,sr SUR,"FW,MF",23.0,11.4,27,2.38,19,0,0,3,4,1,4,0.35,2,0,0,1,1,0,Matches
Tijjani Noslin,nl NED,FW,24.0,11.3,33,2.91,21,3,7,0,1,1,3,0.26,2,0,1,0,0,0,Matches
Michael Verrips,nl NED,GK,26.0,12.0,4,0.33,4,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
Oğuzhan Özyakup,tr TUR,MF,30.0,10.7,34,3.18,18,13,1,1,1,0,2,0.19,1,1,0,0,0,0,Matches
Siemen Voet,be BEL,DF,23.0,10.9,8,0.74,6,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Arianit Ferati,xk KVX,"MF,DF",25.0,8.2,28,3.41,19,3,1,2,2,1,1,0.12,1,0,0,0,0,0,Matches
Ragnar Oratmangoen,id IDN,"MF,FW",25.0,9.8,34,3.45,29,2,0,3,0,0,2,0.2,2,0,0,0,0,0,Matches
Sadik Fofana,tg TOG,DF,20.0,7.0,6,0.85,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rémy Vita,mg MAD,"DF,MF",22.0,6.6,18,2.73,8,5,1,2,2,0,1,0.15,1,0,0,0,0,0,Matches
Kristoffer Peterson,se SWE,"MF,FW",28.0,6.5,28,4.32,13,9,3,1,2,0,2,0.31,2,0,0,0,0,0,Matches
Luuk Koopmans,nl NED,GK,29.0,5.0,1,0.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Alessio da Cruz,0,"FW,MF",26.0,4.5,10,2.24,8,1,0,1,0,0,1,0.22,1,0,0,0,0,0,Matches
Marko Lazetić,rs SRB,"FW,DF",19.0,2.0,4,2.03,2,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Iman Griffith,nl NED,"FW,MF",21.0,2.7,2,0.73,1,0,0,0,1,0,1,0.37,0,0,0,0,1,0,Matches
Milan Robberechts,be BEL,"FW,MF",19.0,2.4,7,2.9,4,1,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Paul Gladon,nl NED,FW,31.0,1.9,7,3.66,4,0,0,2,1,0,0,0.0,0,0,0,0,0,0,Matches
Mouhamed Belkheir,fr FRA,"FW,MF",24.0,4.7,7,1.5,3,0,2,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Tom Hendriks,nl NED,GK,21.0,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nathan Markelo,cw CUW,DF,24.0,0.8,2,2.43,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jayden Braaf,nl NED,"FW,MF",20.0,0.5,3,5.51,3,0,0,0,0,0,1,1.84,1,0,0,0,0,0,Matches
Daan Bisschops,nl NED,MF,18.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sjors Hermsen,0,"FW,MF",0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,26.8,34.0,812,23.88,576,96,39,50,39,12,60,1.76,42,5,6,4,3,0,0
Opponent Total,0,0,25.0,34.0,700,20.59,517,61,41,47,26,8,90,2.65,66,7,4,9,4,0,0
