D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-13,14:30,Eredivisie,Matchweek 1,Sun,Away,D,0,0,Feyenoord,1.2,1.3,39,47500,Ivo Pinto,4-3-3,Rob Dieperink,Match Report,0.0
2023-08-19,20:00,Eredivisie,Matchweek 2,Sat,Home,W,2,1,Almere City,1.8,1.2,48,8893,Ivo Pinto,4-2-3-1,Jannick van der Laan,Match Report,0.0
2023-08-26,21:00,Eredivisie,Matchweek 3,Sat,Away,D,2,2,Excelsior,1.2,1.7,55,4139,Ivo Pinto,4-2-3-1,Robin Hensgens,Match Report,0.0
2023-09-03,14:30,Eredivisie,Matchweek 4,Sun,Home,D,0,0,Ajax,1.2,0.6,35,12138,Ivo Pinto,4-2-3-1,Sander van der Eijk,Match Report,0.0
2023-09-16,20:00,Eredivisie,Matchweek 5,Sat,Home,W,3,1,Volendam,2.6,0.2,58,9238,Ivo Pinto,4-2-3-1,Jochem Kamphuis,Match Report,0.0
2023-09-22,20:00,Eredivisie,Matchweek 6,Fri,Away,L,0,3,Go Ahead Eag,1.2,2.3,51,9803,Ivo Pinto,4-2-3-1,Bas Nijhuis,Match Report,0.0
2023-10-01,16:45,Eredivisie,Matchweek 7,Sun,Away,L,0,4,AZ Alkmaar,0.6,2.0,44,19478,Ivo Pinto,4-2-3-1,Serdar Gözübüyük,Match Report,0.0
2023-10-08,14:30,Eredivisie,Matchweek 8,Sun,Home,L,0,3,Twente,0.1,1.9,42,11048,Ivo Pinto,4-2-3-1,Martin van den Kerkhof,Match Report,0.0
2023-10-21,18:45,Eredivisie,Matchweek 9,Sat,Away,L,1,3,PSV Eindhoven,0.8,1.1,27,34200,Ivo Pinto,4-2-3-1,Rob Dieperink,Match Report,0.0
2023-10-28,21:00,Eredivisie,Matchweek 10,Sat,Home,D,0,0,Utrecht,1.2,0.9,52,10102,Ivo Pinto,4-2-3-1,Bas Nijhuis,Match Report,0.0
2023-11-05,14:30,Eredivisie,Matchweek 11,Sun,Away,L,0,2,Zwolle,0.9,1.6,43,14000,Ivo Pinto,4-2-3-1,Danny Makkelie,Match Report,0.0
2023-11-10,20:00,Eredivisie,Matchweek 12,Fri,Home,W,4,1,Heracles Almelo,1.4,1.0,43,10196,Ivo Pinto,3-1-4-2,Allard Lindhout,Match Report,0.0
2023-11-25,18:45,Eredivisie,Matchweek 13,Sat,Away,L,0,3,Heerenveen,0.5,2.8,44,21000,Ivo Pinto,3-4-3,Jeroen Manschot,Match Report,0.0
2023-12-02,20:00,Eredivisie,Matchweek 14,Sat,Home,W,3,1,Vitesse,2.0,1.0,47,10009,Ivo Pinto,4-2-3-1,Alex Bos,Match Report,0.0
2023-12-10,14:30,Eredivisie,Matchweek 15,Sun,Home,W,1,0,RKC Waalwijk,1.4,0.8,47,10397,Ivo Pinto,4-2-3-1,Joey Kooij,Match Report,0.0
2023-12-15,20:00,Eredivisie,Matchweek 16,Fri,Away,L,1,4,NEC Nijmegen,0.4,2.1,43,12500,Ivo Pinto,4-2-3-1,Edwin van de Graaf,Match Report,0.0
2024-01-13,16:30,Eredivisie,Matchweek 17,Sat,Home,L,0,2,Sparta R'dam,3.4,1.4,48,9800,Ivo Pinto,4-2-3-1,Erwin Blank,Match Report,0.0
2024-01-24,18:45,Eredivisie,Matchweek 18,Wed,Away,D,0,0,Almere City,0.5,0.3,52,4122,Ivo Pinto,5-3-2,Jeroen Manschot,Match Report,0.0
2024-01-28,16:45,Eredivisie,Matchweek 19,Sun,Away,W,1,0,Volendam,1.5,0.4,39,6458,Ivo Pinto,5-3-2,Edwin van de Graaf,Match Report,0.0
2024-02-03,18:45,Eredivisie,Matchweek 20,Sat,Home,D,3,3,Heerenveen,1.6,0.5,43,9915,Ivo Pinto,4-3-3,Jannick van der Laan,Match Report,0.0
2024-02-11,14:30,Eredivisie,Matchweek 21,Sun,Away,L,0,4,Utrecht,0.4,1.9,51,18463,Ivo Pinto,4-3-3,Serdar Gözübüyük,Match Report,0.0
2024-02-17,18:45,Eredivisie,Matchweek 22,Sat,Home,L,1,2,AZ Alkmaar,1.7,1.8,30,9705,Ivo Pinto,4-4-2,Richard Martens,Match Report,0.0
2024-02-24,18:45,Eredivisie,Matchweek 23,Sat,Away,W,1,0,RKC Waalwijk,0.7,0.2,44,6084,Ivo Pinto,4-3-1-2,Joey Kooij,Match Report,0.0
2024-03-03,16:45,Eredivisie,Matchweek 24,Sun,Home,W,5,2,Excelsior,2.2,0.9,48,10306,Ivo Pinto,4-2-3-1,Jeroen Manschot,Match Report,0.0
2024-03-10,14:30,Eredivisie,Matchweek 25,Sun,Away,D,2,2,Ajax,1.5,2.5,29,54252,Ivo Pinto,4-2-3-1,Edwin van de Graaf,Match Report,0.0
