Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Ander Cantero,es ESP,GK,29-164,42,3780.0,90.0,100.0,42.0,42,90.0,42,0,0.0,0,1.4,49.0,52.0,-3.0,-0.07,0.0,45.5,47.4,-1.9,-0.05,0.0,Matches
Iker Losada,es ESP,"MF,FW",22-325,42,3364.0,80.0,89.0,37.4,41,81.0,16,1,29.0,0,1.4,46.0,46.0,0.0,0.0,0.65,41.1,41.1,0.0,0.0,0.41,Matches
Jesús Bernal,es ESP,MF,27-179,41,3611.0,88.0,95.5,40.1,40,90.0,38,1,23.0,0,1.37,46.0,50.0,-4.0,-0.1,-0.63,42.0,44.6,-2.6,-0.06,-0.41,Matches
Jon García Herrero,es ESP,DF,33-017,38,3183.0,84.0,84.2,35.4,35,88.0,32,3,37.0,0,1.37,38.0,46.0,-8.0,-0.23,-0.98,35.4,38.8,-3.4,-0.1,-0.33,Matches
Álvaro Giménez,es ESP,FW,33-033,38,2699.0,71.0,71.4,30.0,33,79.0,11,5,19.0,1,1.37,37.0,37.0,0.0,0.0,0.25,31.5,32.7,-1.2,-0.04,0.01,Matches
David Castro,es ESP,DF,28-256,34,2614.0,77.0,69.2,29.0,31,83.0,26,3,14.0,1,1.44,30.0,27.0,3.0,0.1,0.57,32.1,27.7,4.4,0.15,0.64,Matches
Moisés Delgado,es ESP,DF,30-064,33,2286.0,69.0,60.5,25.4,26,83.0,18,7,17.0,6,1.36,30.0,30.0,0.0,0.0,0.18,25.6,30.9,-5.3,-0.21,-0.41,Matches
Josep Señé,es ESP,MF,32-194,29,2080.0,72.0,55.0,23.1,25,79.0,10,4,29.0,1,1.41,31.0,31.0,0.0,0.0,0.16,26.1,26.3,-0.2,-0.01,0.08,Matches
Héber Pena,es ESP,"FW,MF",34-157,37,1941.0,52.0,51.3,21.6,24,68.0,1,13,24.0,3,1.41,29.0,28.0,1.0,0.05,0.24,25.0,24.1,0.9,0.04,0.18,Matches
Sergio Cubero Ezcurra,es ESP,DF,24-290,33,2199.0,67.0,58.2,24.4,23,88.0,21,10,18.0,8,1.52,29.0,32.0,-3.0,-0.12,-0.12,26.3,29.3,-3.1,-0.13,-0.19,Matches
Carlos Vicente,es ESP,"FW,MF",25-059,21,1788.0,85.0,47.3,19.9,21,85.0,8,0,0.0,0,1.76,28.0,21.0,7.0,0.35,0.8,23.7,21.5,2.2,0.11,0.3,Matches
Julián Delmás,es ESP,DF,29-062,21,1603.0,76.0,42.4,17.8,19,82.0,11,2,22.0,19,1.48,18.0,19.0,-1.0,-0.06,0.03,17.5,18.6,-1.1,-0.06,-0.03,Matches
Brais Martinez,es ESP,DF,22-191,24,1448.0,60.0,38.3,16.1,16,82.0,11,8,17.0,15,1.5,15.0,19.0,-4.0,-0.25,-0.29,17.7,15.2,2.5,0.16,0.33,Matches
Enrique Clemente,es ESP,DF,25-109,20,1470.0,74.0,38.9,16.3,15,85.0,11,5,40.0,20,1.5,27.0,25.0,2.0,0.12,0.32,21.5,21.9,-0.4,-0.03,0.03,Matches
Álex López,es ESP,MF,36-162,32,1180.0,37.0,31.2,13.1,14,62.0,1,18,17.0,7,1.44,18.0,18.0,0.0,0.0,0.1,16.8,16.3,0.5,0.04,0.12,Matches
Nicolás Serrano,es ESP,FW,21-108,14,1018.0,73.0,26.9,11.3,11,85.0,6,3,27.0,1,1.29,14.0,15.0,-1.0,-0.09,-0.02,11.7,13.4,-1.7,-0.15,-0.14,Matches
Pinchi,es ESP,FW,28-004,11,920.0,84.0,24.3,10.2,11,84.0,4,0,0.0,2,1.0,9.0,12.0,-3.0,-0.29,-0.29,11.3,11.8,-0.6,-0.05,-0.01,Matches
Sabin Merino,es ESP,FW,32-169,36,1103.0,31.0,29.2,12.3,9,73.0,1,27,16.0,2,1.33,15.0,17.0,-2.0,-0.16,-0.13,16.3,13.8,2.5,0.2,0.35,Matches
Fran Manzanara,es ESP,MF,27-283,29,1035.0,36.0,27.4,11.5,7,73.0,2,22,24.0,13,1.76,6.0,14.0,-8.0,-0.7,-0.86,9.7,16.3,-6.6,-0.57,-0.72,Matches
Nacho,es ESP,"FW,MF",31-131,24,709.0,30.0,18.8,7.9,6,72.0,1,18,16.0,13,1.54,5.0,10.0,-5.0,-0.63,-0.69,5.9,7.3,-1.4,-0.18,-0.17,Matches
Chuca,es ESP,"MF,FW",27-011,12,428.0,36.0,11.3,4.8,5,48.0,0,7,27.0,3,1.5,2.0,2.0,0.0,0.0,0.08,4.3,3.7,0.6,0.12,0.18,Matches
Álvaro Vadillo,es ESP,FW,29-283,8,278.0,35.0,7.4,3.1,5,50.0,0,3,9.0,11,1.0,5.0,3.0,2.0,0.65,0.78,2.0,4.0,-1.9,-0.62,-0.62,Matches
Álex Martín,es ESP,"DF,FW",26-148,8,243.0,30.0,6.4,2.7,3,65.0,1,5,10.0,12,1.5,3.0,6.0,-3.0,-1.11,-1.11,1.8,4.1,-2.3,-0.87,-0.88,Matches
Manu Justo,es ESP,"FW,MF",28-133,22,363.0,17.0,9.6,4.0,0,0.0,0,22,17.0,19,1.27,9.0,6.0,3.0,0.74,0.9,9.0,5.6,3.4,0.83,0.97,Matches
Emilio Bernard,es ESP,GK,24-273,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
David Carballo,es ESP,MF,18-110,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gianfranco Gazzaniga,es ESP,GK,30-212,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando Pumar,es ESP,DF,34-265,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,28.8,42,3780.0,90.0,100.0,42.0,462,82.0,272,187,20.0,254,1.4,49.0,52.0,-3.0,-0.07,0.0,45.5,47.4,-1.9,-0.05,0.0,0
Opponent Total,0,0,27.7,42,3780.0,90.0,100.0,42.0,462,82.0,260,199,20.0,256,1.26,52.0,49.0,3.0,0.07,0.0,47.4,45.5,1.9,0.05,0.0,0
