Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Ander Cantero,es ESP,GK,29-164,42.0,1367,1214,1365,1,1,1,1367,1,0,0.0,1,100.0,742,4117,2488,0,0,0,1,0,515,0,Matches
Iker Losada,es ESP,"MF,FW",22-325,37.4,1604,15,134,831,665,104,1604,96,47,49.0,48,50.0,917,5082,2174,77,67,24,92,55,1173,219,Matches
Jesús Bernal,es ESP,MF,27-179,40.1,2571,116,680,1686,226,16,2571,13,4,30.8,9,69.2,1196,5534,2875,41,18,0,23,8,1581,34,Matches
Jon García Herrero,es ESP,DF,33-017,35.4,2522,299,1332,1145,62,30,2522,15,11,73.3,4,26.7,1430,7466,4997,33,11,0,19,3,1603,3,Matches
Álvaro Giménez,es ESP,FW,33-033,30.0,841,26,42,432,374,92,838,34,7,20.6,22,64.7,528,1905,511,14,18,8,114,46,712,179,Matches
David Castro,es ESP,DF,28-256,29.0,1980,180,1120,842,26,17,1980,8,4,50.0,3,37.5,1071,5186,2874,15,1,0,8,4,1180,0,Matches
Moisés Delgado,es ESP,DF,30-064,25.4,1634,74,555,826,266,7,1634,33,20,60.6,10,30.3,756,3434,1918,37,24,0,26,8,925,68,Matches
Josep Señé,es ESP,MF,32-194,23.1,1487,29,249,1037,223,27,1486,49,28,57.1,18,36.7,921,5430,2372,46,24,2,32,27,1118,45,Matches
Héber Pena,es ESP,"FW,MF",34-157,21.6,987,2,79,324,607,70,985,118,33,28.0,76,64.4,606,3609,1767,72,61,34,78,38,674,239,Matches
Sergio Cubero Ezcurra,es ESP,DF,24-290,24.4,1710,82,491,790,443,22,1710,23,6,26.1,14,60.9,807,5030,2412,68,58,5,33,12,878,88,Matches
Carlos Vicente,es ESP,"FW,MF",25-059,19.9,952,13,100,381,485,78,951,70,24,34.3,43,61.4,561,3540,1731,81,28,25,65,25,705,245,Matches
Julián Delmás,es ESP,DF,29-062,17.8,1203,43,309,652,262,5,1203,29,16,55.2,13,44.8,544,3075,1883,45,20,2,19,8,635,43,Matches
Brais Martinez,es ESP,DF,22-191,16.1,1052,49,348,527,186,7,1052,40,22,55.0,17,42.5,414,2007,1049,26,19,3,18,9,464,29,Matches
Enrique Clemente,es ESP,DF,25-109,16.3,1191,116,683,486,32,6,1191,5,4,80.0,1,20.0,683,3753,2263,20,9,1,9,3,764,0,Matches
Álex López,es ESP,MF,36-162,13.1,922,7,135,624,169,16,922,11,6,54.5,5,45.5,534,2795,1614,34,18,1,14,10,662,35,Matches
Nicolás Serrano,es ESP,FW,21-108,11.3,591,1,40,252,318,33,591,59,29,49.2,29,49.2,373,3022,1573,61,33,15,35,12,389,107,Matches
Pinchi,es ESP,FW,28-004,10.2,475,6,55,193,236,30,475,31,8,25.8,19,61.3,275,1536,763,27,26,10,35,11,319,109,Matches
Sabin Merino,es ESP,FW,32-169,12.3,398,7,18,162,222,77,397,17,6,35.3,10,58.8,250,1284,386,16,13,8,58,19,318,74,Matches
Fran Manzanara,es ESP,MF,27-283,11.5,599,30,169,383,54,10,599,5,3,60.0,2,40.0,287,1383,498,5,4,0,12,8,368,3,Matches
Nacho,es ESP,"FW,MF",31-131,7.9,313,6,42,122,153,19,313,25,9,36.0,15,60.0,174,1126,457,21,10,5,18,11,202,55,Matches
Chuca,es ESP,"MF,FW",27-011,4.8,245,1,43,128,76,12,245,10,4,40.0,6,60.0,143,614,194,0,5,0,8,3,176,21,Matches
Álvaro Vadillo,es ESP,FW,29-283,3.1,164,1,19,59,87,6,164,9,5,55.6,3,33.3,96,570,298,8,14,1,9,5,119,26,Matches
Álex Martín,es ESP,"DF,FW",26-148,2.7,163,20,100,60,4,2,163,1,1,100.0,0,0.0,71,377,233,1,1,0,2,0,81,1,Matches
Manu Justo,es ESP,"FW,MF",28-133,4.0,195,1,12,97,87,20,194,14,4,28.6,9,64.3,106,435,128,3,4,2,14,6,136,33,Matches
Squad Total,0,0,28.8,42.0,25166,2338,8120,12040,5264,707,25157,716,301,42.0,377,52.7,13485,72310,37458,751,486,146,742,331,15697,1656,0
Opponent Total,0,0,27.7,42.0,23555,2366,7648,10995,5186,736,23546,712,344,48.3,329,46.2,12499,69872,36261,649,421,134,759,319,13986,1506,0
