Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Ander Cantero,es ESP,GK,29-164,42,42,3780,42.0,52,1.24,153,100,69.3,15,14,13,10,23.8,9,5,1,3,16.7,Matches
Squad Total,0,0,28.8,42,42,3780,42.0,52,1.24,153,100,69.3,15,14,13,10,23.8,9,5,1,3,16.7,0
Opponent Total,0,0,27.7,42,42,3780,42.0,49,1.17,147,96,71.4,13,14,15,12,28.6,9,7,2,0,22.2,0
