Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Ander Cantero,es ESP,GK,29-164,42.0,1,0,0,0,9,0,0,0,0,0,0,0,56,17,2,89.5,Matches
Iker Losada,es ESP,"MF,FW",22-325,37.4,0,0,0,12,42,4,77,16,10,1,1,0,135,11,34,24.4,Matches
Jesús Bernal,es ESP,MF,27-179,40.1,7,0,0,38,12,0,7,64,42,0,0,0,255,63,45,58.3,Matches
Jon García Herrero,es ESP,DF,33-017,35.4,9,0,0,37,13,1,4,47,26,0,2,0,212,107,75,58.8,Matches
Álvaro Giménez,es ESP,FW,33-033,30.0,4,0,0,45,63,33,6,5,13,1,0,0,52,62,81,43.4,Matches
David Castro,es ESP,DF,28-256,29.0,8,1,0,51,24,1,1,29,30,0,2,0,174,100,53,65.4,Matches
Moisés Delgado,es ESP,DF,30-064,25.4,9,1,0,26,27,0,68,41,33,0,0,0,107,20,22,47.6,Matches
Josep Señé,es ESP,MF,32-194,23.1,3,0,0,33,43,0,7,21,20,0,0,0,146,26,30,46.4,Matches
Héber Pena,es ESP,"FW,MF",34-157,21.6,4,0,0,28,46,18,189,8,21,2,0,0,113,4,12,25.0,Matches
Sergio Cubero Ezcurra,es ESP,DF,24-290,24.4,5,0,0,40,38,0,95,38,40,0,0,0,121,76,27,73.8,Matches
Carlos Vicente,es ESP,"FW,MF",25-059,19.9,2,0,0,19,41,7,97,6,11,1,0,0,83,52,39,57.1,Matches
Julián Delmás,es ESP,DF,29-062,17.8,1,1,0,23,15,1,84,18,22,0,0,0,91,9,22,29.0,Matches
Brais Martinez,es ESP,DF,22-191,16.1,4,0,0,18,16,0,20,20,38,0,0,0,105,17,30,36.2,Matches
Enrique Clemente,es ESP,DF,25-109,16.3,2,0,0,10,10,0,2,31,14,1,1,0,103,29,29,50.0,Matches
Álex López,es ESP,MF,36-162,13.1,4,1,0,20,20,0,30,9,16,0,1,0,68,10,11,47.6,Matches
Nicolás Serrano,es ESP,FW,21-108,11.3,1,0,0,14,16,3,107,6,12,0,0,0,60,0,9,0.0,Matches
Pinchi,es ESP,FW,28-004,10.2,2,0,0,26,27,0,39,8,13,0,0,0,54,7,19,26.9,Matches
Sabin Merino,es ESP,FW,32-169,12.3,2,0,0,20,17,5,15,1,4,0,1,0,20,26,52,33.3,Matches
Fran Manzanara,es ESP,MF,27-283,11.5,2,0,0,22,5,0,0,18,9,0,1,0,56,32,17,65.3,Matches
Nacho,es ESP,"FW,MF",31-131,7.9,2,0,0,9,5,1,22,4,12,0,0,0,36,5,11,31.3,Matches
Chuca,es ESP,"MF,FW",27-011,4.8,0,0,0,6,6,0,2,2,4,0,0,0,21,6,16,27.3,Matches
Álvaro Vadillo,es ESP,FW,29-283,3.1,1,0,0,1,11,0,21,0,5,0,0,0,11,3,7,30.0,Matches
Álex Martín,es ESP,"DF,FW",26-148,2.7,1,0,0,7,2,0,1,5,4,0,0,0,10,10,8,55.6,Matches
Manu Justo,es ESP,"FW,MF",28-133,4.0,1,0,0,9,11,1,6,2,3,0,0,0,23,7,16,30.4,Matches
Squad Total,0,0,28.8,42.0,75,4,0,514,519,75,900,399,402,6,9,0,2112,699,667,51.2,0
Opponent Total,0,0,27.7,42.0,88,4,2,549,480,92,726,402,429,6,9,0,2239,667,699,48.8,0
