Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Ander Cantero,es ESP,GK,29-164,42.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,25,1,Matches
Iker Losada,es ESP,"MF,FW",22-325,37.4,21,10,2,13,6,9,34,26.5,25,26,3,23,16,37,19,1,Matches
Jesús Bernal,es ESP,MF,27-179,40.1,69,42,32,35,2,37,89,41.6,52,57,12,45,64,133,77,1,Matches
Jon García Herrero,es ESP,DF,33-017,35.4,46,26,35,9,2,25,46,54.3,21,51,34,17,47,93,161,1,Matches
Álvaro Giménez,es ESP,FW,33-033,30.0,20,13,3,11,6,8,16,50.0,8,7,2,5,5,25,23,1,Matches
David Castro,es ESP,DF,28-256,29.0,50,30,39,11,0,20,28,71.4,8,19,13,6,29,79,152,0,Matches
Moisés Delgado,es ESP,DF,30-064,25.4,59,33,31,24,4,28,52,53.8,24,24,5,19,41,100,61,0,Matches
Josep Señé,es ESP,MF,32-194,23.1,37,20,13,21,3,15,33,45.5,18,17,3,14,21,58,22,0,Matches
Héber Pena,es ESP,"FW,MF",34-157,21.6,33,21,10,15,8,15,41,36.6,26,30,0,30,8,41,1,0,Matches
Sergio Cubero Ezcurra,es ESP,DF,24-290,24.4,63,40,38,19,6,31,52,59.6,21,33,8,25,38,101,73,0,Matches
Carlos Vicente,es ESP,"FW,MF",25-059,19.9,17,11,9,4,4,10,24,41.7,14,27,2,25,6,23,10,1,Matches
Julián Delmás,es ESP,DF,29-062,17.8,32,22,11,16,5,15,29,51.7,14,11,3,8,18,50,42,0,Matches
Brais Martinez,es ESP,DF,22-191,16.1,59,38,34,22,3,37,62,59.7,25,29,2,27,20,79,48,0,Matches
Enrique Clemente,es ESP,DF,25-109,16.3,19,14,13,5,1,12,15,80.0,3,19,15,4,31,50,75,1,Matches
Álex López,es ESP,MF,36-162,13.1,27,16,9,12,6,12,28,42.9,16,6,1,5,9,36,10,0,Matches
Nicolás Serrano,es ESP,FW,21-108,11.3,13,12,5,5,3,9,17,52.9,8,15,0,15,6,19,3,0,Matches
Pinchi,es ESP,FW,28-004,10.2,22,13,9,10,3,8,20,40.0,12,25,2,23,8,30,7,0,Matches
Sabin Merino,es ESP,FW,32-169,12.3,6,4,0,5,1,0,7,0.0,7,3,1,2,1,7,6,0,Matches
Fran Manzanara,es ESP,MF,27-283,11.5,17,9,2,15,0,12,30,40.0,18,7,3,4,18,35,26,1,Matches
Nacho,es ESP,"FW,MF",31-131,7.9,17,12,3,7,7,11,13,84.6,2,6,0,6,4,21,5,0,Matches
Chuca,es ESP,"MF,FW",27-011,4.8,7,4,4,3,0,5,12,41.7,7,4,1,3,2,9,2,0,Matches
Álvaro Vadillo,es ESP,FW,29-283,3.1,5,5,3,1,1,3,10,30.0,7,1,0,1,0,5,0,0,Matches
Álex Martín,es ESP,"DF,FW",26-148,2.7,6,4,5,1,0,4,5,80.0,1,2,0,2,5,11,19,0,Matches
Manu Justo,es ESP,"FW,MF",28-133,4.0,3,3,1,2,0,3,8,37.5,5,4,1,3,2,5,1,0,Matches
Squad Total,0,0,28.8,42.0,648,402,311,266,71,329,673,48.9,344,423,111,312,399,1047,868,8,0
Opponent Total,0,0,27.7,42.0,708,429,359,277,72,377,678,55.6,301,492,129,363,402,1110,816,8,0
