Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Ander Cantero,es ESP,GK,29-164,42.0,52,5,0,5,0,55.2,0.33,3.2,0.08,206,504,40.9,979,202,34.2,34.1,299,56.5,44.4,573,53,9.2,46,1.1,13.9,Matches
Squad Total,0,0,28.8,42.0,52,5,0,5,0,55.2,0.33,3.2,0.08,206,504,40.9,953,202,35.2,0.0,325,52.0,41.6,573,53,9.2,46,1.1,0.0,0
Opponent Total,0,0,27.7,42.0,49,7,2,3,0,46.6,0.26,-2.4,-0.06,203,649,31.3,1082,177,39.2,35.2,333,67.6,48.1,695,29,4.2,48,1.14,15.3,0
