Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Ander Cantero,es ESP,GK,29-164,42.0,1285,867,411,111,0,0,0,1,0,0,0,0,954,7,0,Matches
Iker Losada,es ESP,"MF,FW",22-325,37.4,1212,1087,117,22,9,2,77,8,30,7,19,1,895,8,37,Matches
Jesús Bernal,es ESP,MF,27-179,40.1,2199,2124,67,62,3,12,7,5,0,0,0,0,1804,8,28,Matches
Jon García Herrero,es ESP,DF,33-017,35.4,2127,2036,84,55,2,10,4,4,0,0,0,0,1772,7,26,Matches
Álvaro Giménez,es ESP,FW,33-033,30.0,529,510,16,0,4,1,6,1,0,0,0,0,357,3,20,Matches
David Castro,es ESP,DF,28-256,29.0,1672,1621,46,41,0,10,1,5,0,0,0,0,1411,5,16,Matches
Moisés Delgado,es ESP,DF,30-064,25.4,1383,1124,256,25,1,1,68,228,3,0,2,0,1071,3,45,Matches
Josep Señé,es ESP,MF,32-194,23.1,1251,1198,51,44,0,12,7,3,2,1,1,0,1098,2,23,Matches
Héber Pena,es ESP,"FW,MF",34-157,21.6,682,562,116,34,1,9,189,19,63,13,38,0,395,4,26,Matches
Sergio Cubero Ezcurra,es ESP,DF,24-290,24.4,1409,1142,266,21,0,8,95,245,0,0,0,0,1039,1,35,Matches
Carlos Vicente,es ESP,"FW,MF",25-059,19.9,663,655,7,0,1,2,97,6,1,0,1,0,427,1,41,Matches
Julián Delmás,es ESP,DF,29-062,17.8,1050,775,274,39,1,5,84,224,11,1,10,0,793,1,24,Matches
Brais Martinez,es ESP,DF,22-191,16.1,823,617,204,23,0,2,20,181,0,0,0,0,639,2,16,Matches
Enrique Clemente,es ESP,DF,25-109,16.3,1021,984,35,33,1,10,2,2,0,0,0,0,857,2,6,Matches
Álex López,es ESP,MF,36-162,13.1,804,729,68,42,1,9,30,5,13,1,9,0,680,7,7,Matches
Nicolás Serrano,es ESP,FW,21-108,11.3,429,362,64,16,5,7,107,6,41,19,16,0,290,3,10,Matches
Pinchi,es ESP,FW,28-004,10.2,328,310,15,4,2,2,39,2,9,4,3,1,213,3,15,Matches
Sabin Merino,es ESP,FW,32-169,12.3,238,223,13,0,1,1,15,4,0,0,0,0,151,2,16,Matches
Fran Manzanara,es ESP,MF,27-283,11.5,491,461,26,25,0,1,0,1,0,0,0,0,403,4,5,Matches
Nacho,es ESP,"FW,MF",31-131,7.9,221,212,9,0,1,0,22,8,1,1,0,0,154,0,15,Matches
Chuca,es ESP,"MF,FW",27-011,4.8,192,190,1,1,0,1,2,0,0,0,0,0,153,1,2,Matches
Álvaro Vadillo,es ESP,FW,29-283,3.1,130,111,18,6,0,0,21,3,9,4,4,0,88,1,3,Matches
Álex Martín,es ESP,"DF,FW",26-148,2.7,121,114,7,3,0,3,1,3,0,0,0,0,93,0,3,Matches
Manu Justo,es ESP,"FW,MF",28-133,4.0,126,122,4,2,0,0,6,0,0,0,0,0,89,0,6,Matches
Squad Total,0,0,28.8,42.0,20386,18136,2175,609,33,108,900,964,183,51,103,2,15826,75,425,0
Opponent Total,0,0,27.7,42.0,18844,16636,2116,561,50,169,726,958,173,71,49,5,14141,92,366,0
