Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Ander Cantero,es ESP,GK,29-164,42,42,3780.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Iker Losada,es ESP,"MF,FW",22-325,42,41,3364.0,37.4,9.0,7.0,16.0,9.0,0.0,0.0,0.0,0.0,6.8,6.8,4.7,11.5,77.0,156.0,219.0,0.24,0.19,0.43,0.24,0.43,0.18,0.13,0.31,0.18,0.31,Matches
Jesús Bernal,es ESP,MF,27-179,41,40,3611.0,40.1,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.6,0.6,0.5,1.1,41.0,221.0,34.0,0.0,0.05,0.05,0.0,0.05,0.01,0.01,0.03,0.01,0.03,Matches
Jon García Herrero,es ESP,DF,33-017,38,35,3183.0,35.4,2.0,2.0,4.0,2.0,0.0,0.0,9.0,0.0,1.0,1.0,0.7,1.7,33.0,149.0,3.0,0.06,0.06,0.11,0.06,0.11,0.03,0.02,0.05,0.03,0.05,Matches
Álvaro Giménez,es ESP,FW,33-033,38,33,2699.0,30.0,11.0,4.0,15.0,9.0,2.0,3.0,4.0,0.0,10.2,7.8,2.3,10.1,14.0,52.0,179.0,0.37,0.13,0.5,0.3,0.43,0.34,0.08,0.42,0.26,0.34,Matches
David Castro,es ESP,DF,28-256,34,31,2614.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.4,0.4,0.1,0.5,15.0,79.0,0.0,0.0,0.03,0.03,0.0,0.03,0.01,0.0,0.02,0.01,0.02,Matches
Moisés Delgado,es ESP,DF,30-064,33,26,2286.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.9,0.9,37.0,112.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.04,Matches
Josep Señé,es ESP,MF,32-194,29,25,2080.0,23.1,5.0,1.0,6.0,4.0,1.0,1.0,3.0,0.0,3.0,2.2,1.7,3.9,46.0,137.0,45.0,0.22,0.04,0.26,0.17,0.22,0.13,0.07,0.2,0.1,0.17,Matches
Héber Pena,es ESP,"FW,MF",34-157,37,24,1941.0,21.6,5.0,8.0,13.0,4.0,1.0,2.0,4.0,0.0,4.9,3.3,5.8,9.1,72.0,39.0,239.0,0.23,0.37,0.6,0.19,0.56,0.23,0.27,0.49,0.15,0.42,Matches
Sergio Cubero Ezcurra,es ESP,DF,24-290,33,23,2199.0,24.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,1.0,1.7,68.0,132.0,88.0,0.0,0.04,0.04,0.0,0.04,0.03,0.04,0.07,0.03,0.07,Matches
Carlos Vicente,es ESP,"FW,MF",25-059,21,21,1788.0,19.9,4.0,4.0,8.0,3.0,1.0,1.0,2.0,0.0,3.8,3.0,3.5,6.5,81.0,53.0,245.0,0.2,0.2,0.4,0.15,0.35,0.19,0.18,0.37,0.15,0.33,Matches
Julián Delmás,es ESP,DF,29-062,21,19,1603.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.2,0.7,0.9,45.0,96.0,43.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches
Brais Martinez,es ESP,DF,22-191,24,16,1448.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.6,0.7,26.0,69.0,29.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches
Enrique Clemente,es ESP,DF,25-109,20,15,1470.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.4,1.3,20.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches
Álex López,es ESP,MF,36-162,32,14,1180.0,13.1,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.5,1.5,0.6,2.1,34.0,131.0,35.0,0.08,0.0,0.08,0.08,0.08,0.11,0.05,0.16,0.11,0.16,Matches
Nicolás Serrano,es ESP,FW,21-108,14,11,1018.0,11.3,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1.8,1.6,2.3,3.9,61.0,35.0,107.0,0.35,0.18,0.53,0.35,0.53,0.16,0.2,0.36,0.14,0.34,Matches
Pinchi,es ESP,FW,28-004,11,11,920.0,10.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,1.4,2.2,27.0,17.0,109.0,0.1,0.1,0.2,0.1,0.2,0.08,0.14,0.22,0.08,0.22,Matches
Sabin Merino,es ESP,FW,32-169,36,9,1103.0,12.3,5.0,0.0,5.0,4.0,1.0,1.0,2.0,0.0,5.1,4.3,1.1,5.5,16.0,19.0,74.0,0.41,0.0,0.41,0.33,0.33,0.41,0.09,0.51,0.35,0.44,Matches
Fran Manzanara,es ESP,MF,27-283,29,7,1035.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.4,5.0,51.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Nacho,es ESP,"FW,MF",31-131,24,6,709.0,7.9,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,2.4,3.0,21.0,18.0,55.0,0.0,0.25,0.25,0.0,0.25,0.07,0.31,0.37,0.07,0.37,Matches
Chuca,es ESP,"MF,FW",27-011,12,5,428.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,1.2,0.0,23.0,21.0,0.0,0.0,0.0,0.0,0.0,0.23,0.02,0.25,0.23,0.25,Matches
Álvaro Vadillo,es ESP,FW,29-283,8,5,278.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,8.0,4.0,26.0,0.32,0.0,0.32,0.32,0.32,0.06,0.03,0.1,0.06,0.1,Matches
Álex Martín,es ESP,"DF,FW",26-148,8,3,243.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Manu Justo,es ESP,"FW,MF",28-133,22,0,363.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.8,1.0,0.3,1.3,3.0,18.0,33.0,0.25,0.0,0.25,0.0,0.0,0.44,0.07,0.51,0.25,0.32,Matches
