D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-12,19:00,La Liga 2,Matchweek 1,Sat,Home,W,4,0,Eibar,2.2,0.9,38.0,13914.0,Íñigo Sainz Maza,4-2-3-1,Iván Caparrós,Match Report,0
2023-08-19,19:00,La Liga 2,Matchweek 2,Sat,Away,L,0,2,Espanyol,0.8,1.4,53.0,0.0,Íñigo Sainz Maza,4-4-2,Raúl González,Match Report,0
2023-08-28,21:30,La Liga 2,Matchweek 3,Mon,Home,D,0,0,Huesca,0.8,0.4,60.0,13043.0,Mantilla,4-2-3-1,Miguel Sesma,Match Report,0
2023-09-02,21:00,La Liga 2,Matchweek 4,Sat,Away,D,1,1,Elche,0.9,1.4,40.0,13051.0,Mantilla,4-2-3-1,Álvaro Moreno,Match Report,0
2023-09-10,16:15,La Liga 2,Matchweek 5,Sun,Home,W,1,0,Amorebieta,0.8,0.2,41.0,12488.0,Íñigo Sainz Maza,4-2-3-1,Miguel González,Match Report,0
2023-09-15,21:30,La Liga 2,Matchweek 6,Fri,Away,D,1,1,Zaragoza,1.2,0.7,37.0,27208.0,Mantilla,4-2-3-1,José Guzmán,Match Report,0
2023-09-23,21:00,La Liga 2,Matchweek 7,Sat,Home,W,2,1,Albacete,1.3,1.4,46.0,13563.0,Mantilla,4-2-3-1,Saúl Ais,Match Report,0
2023-09-29,21:00,La Liga 2,Matchweek 8,Fri,Away,L,1,2,Leganés,0.9,0.9,56.0,8953.0,Mantilla,4-2-3-1,Jon González,Match Report,0
2023-10-03,20:30,La Liga 2,Matchweek 9,Tue,Away,L,0,2,Tenerife,0.3,2.3,47.0,14717.0,Íñigo Sainz Maza,4-2-3-1,Rafael Sánchez,Match Report,0
2023-10-07,18:30,La Liga 2,Matchweek 10,Sat,Home,W,3,2,Sporting Gijón,2.5,2.7,43.0,19356.0,Íñigo Sainz Maza,4-2-3-1,Iosu Galech,Match Report,0
2023-10-14,18:30,La Liga 2,Matchweek 11,Sat,Away,W,3,2,Cartagena,2.4,1.9,48.0,7377.0,Íñigo Sainz Maza,4-2-3-1,Germán Cid Camacho,Match Report,0
2023-10-22,18:30,La Liga 2,Matchweek 12,Sun,Home,W,3,0,Burgos,1.8,0.7,55.0,17110.0,Mantilla,4-2-3-1,Salvador Lax,Match Report,0
2023-10-29,21:00,La Liga 2,Matchweek 13,Sun,Home,L,1,3,Racing Ferrol,0.7,2.6,58.0,14900.0,Mantilla,4-2-3-1,Andrés Fuentes,Match Report,0
2023-11-01,17:30,Copa del Rey,First round,Wed,Away,D,2 (3),2 (4),Zamora,0.0,0.0,0.0,3000.0,0,4-2-3-1,Miguel González,Match Report,Zamora won on penalty kicks following extra time
2023-11-05,18:30,La Liga 2,Matchweek 14,Sun,Away,L,1,3,Alcorcón,1.3,1.5,54.0,4325.0,Mantilla,4-2-3-1,Manuel Orellana,Match Report,0
2023-11-11,16:15,La Liga 2,Matchweek 15,Sat,Home,L,2,3,Valladolid,1.9,2.2,36.0,16095.0,Íñigo Sainz Maza,4-2-3-1,Daniel Trujillo,Match Report,0
